latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
-28.43585205078125,114.54545593261719,71.0,28800,Australia/Perth,GMT+8

time,wind_speed_10m (m/s),wind_speed_100m (m/s),wind_direction_10m (deg),wind_direction_100m (deg),temperature_2m (degC),surface_pressure (hPa),precipitation (mm/h),relative_humidity_2m (unitless),is_day (percent)
2023-12-30 16:00:00,2.7802877,4.763402,232.3057,230.9645,20.8,1005.47546,0.0,90.28737,0.0
2023-12-30 17:00:00,2.86007,4.7801676,233.53067,232.65057,20.85,1004.9811,0.0,90.01005,0.0
2023-12-30 18:00:00,3.4409301,5.7801385,234.46223,232.73352,20.75,1004.8791,0.0,90.002846,0.0
2023-12-30 19:00:00,4.0360875,6.652819,228.01286,227.43669,20.55,1004.7743,0.0,90.26981,0.0
2023-12-30 20:00:00,4.4598207,7.1505246,222.27362,222.16582,20.75,1004.8791,0.0,88.60926,0.0
2023-12-30 21:00:00,4.327817,7.029225,220.31403,219.80553,20.6,1005.07306,0.0,88.87449,0.0
2023-12-30 22:00:00,4.4687805,7.017834,220.46214,220.95541,20.85,1005.77454,0.0,86.971245,1.0
2023-12-30 23:00:00,4.9819674,6.4031243,218.48022,218.65984,22.2,1006.2092,0.0,78.337654,1.0
2023-12-31 00:00:00,4.816638,6.0207973,221.63345,221.63345,23.45,1006.73987,0.0,70.15413,1.0
2023-12-31 01:00:00,5.0990195,6.236986,221.82008,221.09941,24.35,1007.1613,0.0,66.8793,1.0
2023-12-31 02:00:00,5.0931325,6.296825,223.4089,223.06943,25.15,1007.18335,0.0,62.170498,1.0
2023-12-31 03:00:00,5.4451814,6.6483083,224.25603,223.7812,25.65,1007.1969,0.0,60.923904,1.0
2023-12-31 04:00:00,5.5865912,6.7178864,225.72514,225.60301,26.0,1007.0084,0.0,60.240345,1.0
2023-12-31 05:00:00,5.8898215,7.170077,229.82083,230.09216,26.0,1006.4132,0.0,62.35997,1.0
2023-12-31 06:00:00,6.3031735,7.7833157,228.21558,227.08257,26.05,1005.91846,0.0,62.76333,1.0
2023-12-31 07:00:00,6.529931,8.168843,220.0302,219.53612,25.9,1005.8152,0.0,62.337738,1.0
2023-12-31 08:00:00,6.4899926,8.237719,213.6901,213.11134,25.2,1005.3,0.0,65.39256,1.0
2023-12-31 09:00:00,6.400781,8.188406,208.96756,208.44283,24.45,1005.18024,0.0,67.5336,1.0
2023-12-31 10:00:00,6.2241464,8.023092,203.6821,202.72977,23.7,1005.4574,0.0,70.422295,1.0
2023-12-31 11:00:00,5.597321,7.4946647,198.75874,198.6768,22.7,1005.9255,0.0,75.75499,1.0
2023-12-31 12:00:00,5.6320515,7.788453,196.50444,195.6423,22.05,1006.10565,0.0,80.05436,0.0
2023-12-31 13:00:00,5.491812,7.7278714,190.49142,190.43742,21.45,1006.8823,0.0,82.52451,0.0
2023-12-31 14:00:00,4.924429,7.0611615,192.90741,192.26476,21.1,1007.0709,0.0,86.18267,0.0
2023-12-31 15:00:00,4.554119,7.071068,188.84174,188.13002,20.7,1007.0595,0.0,88.32867,0.0
2023-12-31 16:00:00,4.9162993,7.623647,184.66678,184.5139,20.85,1006.96466,0.0,86.15829,0.0
2023-12-31 17:00:00,4.604346,7.5059977,182.4895,182.29056,20.8,1006.26886,0.0,86.15338,0.0
2023-12-31 18:00:00,4.7010636,7.6006575,178.78116,179.24617,20.6,1005.86646,0.0,89.15273,0.0
2023-12-31 19:00:00,4.7518415,7.8638415,171.52895,172.69434,20.6,1005.569,0.0,89.992004,0.0
2023-12-31 20:00:00,4.002499,6.963476,167.00539,167.56046,20.45,1005.26733,0.0,91.96863,0.0
2023-12-31 21:00:00,3.2984846,6.139218,165.96373,167.77489,20.25,1005.36084,0.0,92.82157,0.0
2023-12-31 22:00:00,3.710795,6.5115285,165.96373,169.3804,20.5,1005.86365,0.0,92.25849,1.0
2023-12-31 23:00:00,4.2579336,5.67186,170.53775,170.8699,22.45,1006.2161,0.0,83.16008,1.0
2024-01-01 00:00:00,4.501111,5.707889,178.727,176.98727,24.35,1006.36774,0.0,73.235176,1.0
2024-01-01 01:00:00,4.8507733,6.0207973,188.29706,184.76355,26.0,1006.51245,0.0,65.35576,1.0
2024-01-01 02:00:00,5.536244,6.7720013,200.07161,196.29411,26.75,1006.53253,0.0,64.90528,1.0
2024-01-01 03:00:00,6.1717095,7.615773,206.98015,203.19861,27.3,1006.5474,0.0,62.06594,1.0
2024-01-01 04:00:00,7.068239,8.969392,205.1148,202.27594,27.7,1006.1613,0.0,55.37373,1.0
2024-01-01 05:00:00,7.788453,9.968951,195.6423,193.33926,28.2,1005.8773,0.0,49.53985,1.0
2024-01-01 06:00:00,8.354639,10.720075,191.0409,188.58354,28.35,1005.8815,0.0,46.223347,1.0
2024-01-01 07:00:00,8.631338,11.214723,190.00792,188.20227,27.4,1005.6575,0.0,51.909107,1.0
2024-01-01 08:00:00,8.881442,11.761377,187.76508,185.85593,25.9,1005.51764,0.0,62.533733,1.0
2024-01-01 09:00:00,8.620905,11.410959,183.99083,182.5113,24.75,1005.5852,0.0,67.593735,1.0
2024-01-01 10:00:00,8.20061,11.200446,180.69868,179.48845,23.65,1005.75336,0.0,70.63466,1.0
2024-01-01 11:00:00,8.009994,11.328283,177.13765,175.9505,22.25,1006.11127,0.0,74.73486,1.0
2024-01-01 12:00:00,7.4545293,11.002727,173.06575,172.16457,21.4,1006.2859,0.0,79.714745,0.0
2024-01-01 13:00:00,7.467262,11.130589,172.30405,171.21478,21.3,1006.5806,0.0,73.40047,0.0
2024-01-01 14:00:00,7.2993145,10.965857,170.53775,170.02235,20.8,1006.7648,0.0,81.156166,0.0
2024-01-01 15:00:00,6.726812,10.198039,168.85715,168.69011,20.4,1006.4558,0.0,84.77017,0.0
2024-01-01 16:00:00,6.8249536,10.296116,169.0194,168.79924,20.2,1005.85516,0.0,85.01642,0.0
2024-01-01 17:00:00,7.119691,10.787029,169.47926,169.31514,20.3,1005.3621,0.0,83.16997,0.0
2024-01-01 18:00:00,7.0611615,10.728001,167.73524,168.16638,20.6,1005.17224,0.0,77.60865,0.0
2024-01-01 19:00:00,6.9123073,10.5019045,165.76268,166.22838,20.9,1004.88324,0.0,74.27285,0.0
2024-01-01 20:00:00,6.5734315,10.06628,166.80939,166.79207,20.95,1004.7856,0.0,72.64034,0.0
2024-01-01 21:00:00,6.236986,9.806121,167.96942,168.23174,20.95,1004.7856,0.0,72.40854,0.0
2024-01-01 22:00:00,6.1,9.4541,169.61119,169.641,21.1,1005.18646,0.0,74.54346,1.0
2024-01-01 23:00:00,6.661081,8.994442,172.23492,171.6898,22.65,1005.428,0.0,67.81438,1.0
2024-01-02 00:00:00,5.2630787,6.6483083,165.69969,164.2913,24.1,1005.56757,0.0,59.228016,1.0
2024-01-02 01:00:00,5.345091,6.706713,162.58194,159.94382,24.75,1005.6844,0.0,50.2347,1.0
2024-01-02 02:00:00,6.1008196,7.632169,179.06084,174.7377,26.25,1005.3286,0.0,44.48039,1.0
2024-01-02 03:00:00,7.668768,9.617692,192.04256,188.97255,26.1,1004.9278,0.0,48.67024,1.0
2024-01-02 04:00:00,9.289241,11.86634,194.33546,192.16219,25.45,1004.51337,0.0,52.915802,1.0
2024-01-02 05:00:00,9.241753,11.747766,193.13403,191.78816,25.6,1003.92236,0.0,51.44401,1.0
2024-01-02 06:00:00,8.876937,11.280514,194.34937,192.80426,25.85,1003.8301,0.0,51.343594,1.0
2024-01-02 07:00:00,9.178235,11.968291,191.30989,189.61966,25.15,1003.41406,0.0,55.269012,1.0
2024-01-02 08:00:00,8.657945,11.253888,186.63242,185.60918,24.85,1002.71155,0.0,56.80942,1.0
2024-01-02 09:00:00,8.5,11.175867,188.79733,186.6798,24.5,1002.3054,0.0,62.22186,1.0
2024-01-02 10:00:00,7.8638415,10.557462,187.30566,185.9805,24.0,1002.29156,0.0,66.17789,1.0
2024-01-02 11:00:00,6.6910386,9.390421,189.46225,187.95743,23.15,1002.3671,0.0,72.34181,1.0
2024-01-02 12:00:00,5.8008623,9.213577,180.98773,176.88922,23.05,1002.2655,0.0,76.04839,0.0
2024-01-02 13:00:00,7.692204,12.020815,164.15686,163.0724,23.3,1002.47076,0.0,69.90495,0.0
2024-01-02 14:00:00,7.17844,11.194642,161.31256,161.24126,22.95,1002.8577,0.0,71.62567,0.0
2024-01-02 15:00:00,6.4257298,10.733592,159.02643,158.69415,22.8,1002.7544,0.0,73.89084,0.0
2024-01-02 16:00:00,5.5036354,10.1965685,155.29759,153.18373,23.1,1002.465,0.0,63.919964,0.0
2024-01-02 17:00:00,5.920304,10.615084,142.54935,137.29063,24.15,1002.09717,0.0,44.93044,0.0
2024-01-02 18:00:00,6.6483083,10.9877205,133.7812,130.94055,24.35,1002.20184,0.0,46.79939,0.0
2024-01-02 19:00:00,6.529931,11.0435505,130.0302,125.41714,23.9,1002.3879,0.0,49.359287,0.0
2024-01-02 20:00:00,6.6030297,11.1139555,125.13428,120.256355,23.65,1002.6786,0.0,50.271786,0.0
2024-01-02 21:00:00,6.9771056,11.555085,117.29949,113.459045,23.25,1003.0643,0.0,52.00758,0.0
2024-01-02 22:00:00,7.2449985,11.609049,110.1859,107.03024,22.8,1003.8454,0.0,54.85789,1.0
2024-01-02 23:00:00,7.955501,11.454257,104.56032,102.09474,23.85,1004.3703,0.0,52.84682,1.0
2024-01-03 00:00:00,8.386298,11.584905,98.22664,96.94089,25.4,1004.7106,0.0,48.326183,1.0
2024-01-03 01:00:00,7.746612,10.340696,101.16484,99.46225,27.6,1004.7701,0.0,42.447083,1.0
2024-01-03 02:00:00,7.6118326,9.914131,99.8335,98.70214,29.6,1004.62506,0.0,36.46427,1.0
2024-01-03 03:00:00,7.236712,9.338094,101.154625,99.865746,31.55,1004.27985,0.0,31.154144,1.0
2024-01-03 04:00:00,6.9857,8.962701,103.24053,100.93378,33.3,1003.3331,0.0,26.336803,1.0
2024-01-03 05:00:00,6.332456,8.149233,111.297424,104.2068,34.6,1002.573,0.0,22.53952,1.0
2024-01-03 06:00:00,5.0931325,6.6850576,133.4089,124.641014,34.85,1001.98413,0.0,20.370222,1.0
2024-01-03 07:00:00,4.837354,6.8242216,150.2552,145.14548,35.0,1001.39246,0.0,19.463575,1.0
2024-01-03 08:00:00,6.2968245,8.683317,169.93938,165.32356,33.9,1000.86816,0.0,22.588383,1.0
2024-01-03 09:00:00,7.3437047,10.983624,173.74606,169.50858,31.4,1000.9027,0.0,39.790394,1.0
2024-01-03 10:00:00,6.926038,11.217843,175.03035,168.69011,29.7,1001.15564,0.0,53.48665,1.0
2024-01-03 11:00:00,5.6885853,9.425497,169.8754,162.71841,28.7,1001.5258,0.0,56.49291,1.0
2024-01-03 12:00:00,5.3,8.627862,148.10925,135.9391,29.45,1002.04193,0.0,37.875324,0.0
2024-01-03 13:00:00,6.9999995,11.371895,126.86999,124.24909,30.55,1002.4677,0.0,19.657352,0.0
2024-01-03 14:00:00,6.6603303,10.621204,131.34769,127.733116,29.35,1003.1304,0.0,21.061085,0.0
2024-01-03 15:00:00,7.340981,11.676472,127.806595,123.8262,28.15,1003.3961,0.0,22.975538,0.0
2024-01-03 16:00:00,8.450444,13.218926,110.79419,108.983315,27.35,1003.3747,0.0,26.432938,0.0
2024-01-03 17:00:00,8.316851,13.160547,108.217186,106.78272,26.4,1003.34894,0.0,29.428024,0.0
2024-01-03 18:00:00,8.420215,13.218548,105.852,104.456795,25.6,1003.5256,0.0,30.854763,0.0
2024-01-03 19:00:00,8.041144,12.872451,100.750916,99.38908,24.75,1004.09735,0.0,32.567825,0.0
2024-01-03 20:00:00,8.075271,12.788276,97.82899,96.73592,24.0,1004.4737,0.0,35.00775,0.0
2024-01-03 21:00:00,8.130191,12.824976,94.93913,93.57626,23.35,1005.05084,0.0,38.179874,0.0
2024-01-03 22:00:00,8.030566,12.514392,95.00056,92.74803,23.0,1005.7353,0.0,40.338253,1.0
2024-01-03 23:00:00,9.313432,13.405969,93.07739,91.70978,24.05,1006.2604,0.0,39.42616,1.0
2024-01-04 00:00:00,10.301942,14.308739,88.887634,87.99751,25.1,1006.38855,0.0,37.90643,1.0
2024-01-04 01:00:00,9.319335,12.514392,93.691315,92.74803,27.7,1005.36774,0.0,32.40634,1.0
2024-01-04 02:00:00,9.202173,12.20041,91.24534,90.46962,29.5,1005.01917,0.0,28.608877,1.0
2024-01-04 03:00:00,8.602325,11.200446,91.33219,90.51155,31.55,1004.27985,0.0,24.105291,1.0
2024-01-04 04:00:00,7.7103825,9.904544,92.97367,91.73567,33.4,1003.7325,0.0,20.70858,1.0
2024-01-04 05:00:00,6.8183575,8.70919,94.205284,92.632385,34.85,1003.07544,0.0,18.460146,1.0
2024-01-04 06:00:00,5.80517,7.5538073,100.92277,96.84268,35.9,1002.5069,0.0,16.833527,1.0
2024-01-04 07:00:00,4.560702,5.95399,127.875046,119.14798,35.6,1001.80475,0.0,16.536215,1.0
2024-01-04 08:00:00,4.967897,6.3126855,139.89915,130.50276,35.7,1001.41046,0.0,15.669406,1.0
2024-01-04 09:00:00,5.3665633,6.9065185,153.43501,145.6196,35.05,1001.29456,0.0,16.074577,1.0
2024-01-04 10:00:00,5.9506307,7.803204,155.15764,149.16223,33.6,1001.75354,0.0,17.426226,1.0
2024-01-04 11:00:00,6.041523,8.459906,155.55606,147.06131,31.4,1002.3908,0.0,20.004469,1.0
2024-01-04 12:00:00,6.0,9.350936,143.13002,131.53168,30.45,1003.0604,0.0,20.117556,0.0
2024-01-04 13:00:00,5.500909,9.741663,152.96922,144.18875,27.0,1003.5637,0.0,48.440586,0.0
2024-01-04 14:00:00,6.296825,10.463747,133.06943,128.4033,28.1,1003.79144,0.0,25.125982,0.0
2024-01-04 15:00:00,7.2449985,11.859595,116.21132,114.40396,27.95,1003.6884,0.0,21.905268,0.0
2024-01-04 16:00:00,8.032434,12.778107,108.886185,107.30062,27.05,1003.36646,0.0,25.105455,0.0
2024-01-04 17:00:00,8.561542,13.439122,104.198586,102.89875,26.1,1003.2416,0.0,29.24425,0.0
2024-01-04 18:00:00,8.766414,13.810142,101.18172,100.00792,25.35,1003.22107,0.0,31.747679,0.0
2024-01-04 19:00:00,8.414867,13.923002,93.40637,93.2939,24.7,1003.69946,0.0,33.68456,0.0
2024-01-04 20:00:00,8.448076,13.5624485,83.88459,84.49969,24.05,1004.1774,0.0,35.623257,0.0
2024-01-04 21:00:00,8.620905,13.829317,86.00917,86.26868,23.5,1004.55896,0.0,37.70784,0.0
2024-01-04 22:00:00,8.329466,13.254433,85.17932,84.805664,23.15,1004.946,0.0,39.570755,1.0
2024-01-04 23:00:00,8.030566,11.7515955,84.99945,84.6291,24.3,1005.47375,0.0,38.062984,1.0
2024-01-05 00:00:00,8.174351,11.214723,82.266495,81.79774,26.25,1005.52704,0.0,35.525475,1.0
2024-01-05 01:00:00,6.8249536,8.884255,79.019394,78.31066,29.7,1004.92535,0.0,27.997152,1.0
2024-01-05 02:00:00,5.8694124,7.4148498,81.1797,79.90256,32.15,1004.4937,0.0,23.696175,1.0
2024-01-05 03:00:00,4.00125,4.90408,88.56794,87.66274,33.95,1003.9454,0.0,19.809546,1.0
2024-01-05 04:00:00,2.3259406,2.828427,154.5367,135.0001,34.4,1003.5598,0.0,18.734476,1.0
2024-01-05 05:00:00,6.1351447,7.9075913,199.0257,193.15755,33.8,1003.24677,0.0,24.124062,1.0
2024-01-05 06:00:00,9.425497,12.757743,197.28159,193.60056,32.1,1003.0043,0.0,30.596258,1.0
2024-01-05 07:00:00,10.316008,14.750255,191.7456,188.18495,30.5,1002.9624,0.0,35.426167,1.0
2024-01-05 08:00:00,10.100495,14.000357,180.56726,179.59076,29.5,1002.936,0.0,35.845703,1.0
2024-01-05 09:00:00,9.300538,13.230646,179.38396,176.09958,29.0,1002.8236,0.0,38.999725,1.0
2024-01-05 10:00:00,8.329466,11.795762,175.17932,172.69434,27.0,1003.2661,0.0,49.223984,1.0
2024-01-05 11:00:00,7.3979726,10.526157,166.71512,165.69969,25.45,1003.2239,0.0,54.640152,1.0
2024-01-05 12:00:00,7.4946647,12.048652,161.3232,161.11382,24.5,1003.2973,0.0,59.511845,0.0
2024-01-05 13:00:00,6.5551505,10.400001,158.52315,157.3801,24.4,1003.9888,0.0,57.8009,0.0
2024-01-05 14:00:00,4.802083,8.848164,148.62704,145.59148,24.45,1003.79156,0.0,55.808064,0.0
2024-01-05 15:00:00,4.6690474,9.295698,133.26433,130.2001,24.9,1003.40717,0.0,46.034996,0.0
2024-01-05 16:00:00,4.992995,9.588014,122.73522,120.04128,26.4,1002.95215,0.0,27.759579,0.0
2024-01-05 17:00:00,5.3712196,9.8234415,114.1791,112.12639,26.4,1002.4562,0.0,27.285038,0.0
2024-01-05 18:00:00,5.7870545,10.440307,108.121956,106.699326,25.9,1002.34344,0.0,28.690958,0.0
2024-01-05 19:00:00,6.2968245,11.146299,100.06063,99.293236,25.55,1002.2348,0.0,29.903471,0.0
2024-01-05 20:00:00,6.6030297,11.403946,91.73567,91.50741,25.2,1002.52264,0.0,30.954374,0.0
2024-01-05 21:00:00,6.8066144,11.815245,87.47394,87.089226,24.85,1002.8107,0.0,32.04326,0.0
2024-01-05 22:00:00,7.034913,12.368509,84.2895,83.96684,24.65,1003.4005,0.0,32.763027,1.0
2024-01-05 23:00:00,6.562012,12.233152,82.11695,81.538795,26.4,1003.7457,0.0,30.24337,1.0
2024-01-06 00:00:00,7.4525166,10.2391405,78.38854,77.5926,28.75,1003.80896,0.0,27.551052,1.0
2024-01-06 01:00:00,6.293648,8.190848,72.42865,72.22859,32.05,1003.1022,0.0,23.590385,1.0
2024-01-06 02:00:00,4.3863425,5.5036354,65.77226,65.29759,34.8,1002.57806,0.0,19.153173,1.0
2024-01-06 03:00:00,1.1,1.1401755,180.0,142.12495,35.0,1002.2854,0.0,17.15293,1.0
2024-01-06 04:00:00,5.936329,7.169379,212.61923,210.1413,34.35,1001.77277,0.0,24.835928,1.0
2024-01-06 05:00:00,7.602631,9.889894,206.56499,204.49188,32.85,1001.8332,0.0,30.204386,1.0
2024-01-06 06:00:00,7.467262,10.220078,200.37651,196.48453,32.45,1001.8229,0.0,29.703478,1.0
2024-01-06 07:00:00,7.3082147,10.022474,196.69933,192.09474,32.2,1001.4198,0.0,32.160183,1.0
2024-01-06 08:00:00,7.4464755,10.554619,194.78278,189.81923,31.1,1001.1925,0.0,35.823853,1.0
2024-01-06 09:00:00,7.1344237,9.904544,185.63058,181.73567,29.85,1001.2586,0.0,38.982964,1.0
2024-01-06 10:00:00,7.302739,10.4043255,181.56932,178.34773,27.9,1001.70276,0.0,47.603165,1.0
2024-01-06 11:00:00,6.4629717,9.124144,171.99536,170.53775,26.2,1001.95483,0.0,52.09794,1.0
2024-01-06 12:00:00,6.281719,9.656605,166.18495,164.38055,24.9,1002.4153,0.0,55.56207,0.0
2024-01-06 13:00:00,5.903389,9.394147,169.26115,168.33125,23.6,1003.1732,0.0,66.51505,0.0
2024-01-06 14:00:00,5.770615,9.355747,171.02745,169.53088,23.45,1003.2684,0.0,62.983902,0.0
2024-01-06 15:00:00,4.341659,7.531268,172.05663,169.28693,22.9,1002.757,0.0,68.51379,0.0
2024-01-06 16:00:00,3.4785054,6.203225,161.56496,159.22766,22.1,1002.2391,0.0,76.377495,0.0
2024-01-06 17:00:00,2.505993,5.0537114,151.38963,152.92801,21.5,1001.62726,0.0,80.73759,0.0
2024-01-06 18:00:00,2.0124612,4.5177426,153.43501,152.30061,21.0,1001.1173,0.0,82.9904,0.0
2024-01-06 19:00:00,1.8788295,4.565085,154.7989,151.1893,20.55,1001.10474,0.0,84.51986,0.0
2024-01-06 20:00:00,1.7691805,4.172529,132.70937,134.02907,19.8,1001.3812,0.0,83.11128,0.0
2024-01-06 21:00:00,2.4596748,5.1078367,116.56499,113.05133,19.8,1001.48035,0.0,67.45458,0.0
2024-01-06 22:00:00,2.9410882,5.333854,107.818985,96.458725,20.85,1002.2041,0.0,45.9927,1.0
2024-01-06 23:00:00,2.4698179,5.0447993,158.62932,103.76081,26.25,1002.74963,0.0,30.6166,1.0
2024-01-07 00:00:00,2.408319,3.1144822,175.23645,137.60262,29.25,1002.92944,0.0,27.222633,1.0
2024-01-07 01:00:00,2.6019223,2.9410882,182.20255,162.18102,31.45,1002.6897,0.0,25.758884,1.0
2024-01-07 02:00:00,3.7161808,4.0792155,203.80595,191.30989,33.2,1002.4376,0.0,27.1942,1.0
2024-01-07 03:00:00,5.5758405,6.621178,212.54999,205.01686,32.35,1002.2173,0.0,37.46476,1.0
2024-01-07 04:00:00,7.392564,9.534149,210.03319,204.14554,31.0,1001.88446,0.0,40.44839,1.0
2024-01-07 05:00:00,7.2235723,9.867117,201.94876,197.70052,31.05,1001.58795,0.0,35.81,1.0
2024-01-07 06:00:00,7.0342026,9.963935,194.82652,190.40765,31.1,1001.1925,0.0,38.5797,1.0
2024-01-07 07:00:00,7.6902537,10.7354555,192.77124,189.11128,30.55,1000.4836,0.0,42.573524,1.0
2024-01-07 08:00:00,7.4330344,10.493807,190.85637,187.66672,29.3,999.9546,0.0,47.67267,1.0
2024-01-07 09:00:00,6.9584484,9.019978,187.43132,183.814,29.2,999.8529,0.0,49.95852,1.0
2024-01-07 10:00:00,6.8117547,9.602083,183.3664,178.80653,28.05,1000.11975,0.0,51.258633,1.0
2024-01-07 11:00:00,5.9,8.63713,180.0,174.68555,26.65,1000.37994,0.0,56.885715,1.0
2024-01-07 12:00:00,5.885576,10.700468,170.21767,164.27519,25.55,1000.74695,0.0,56.798813,0.0
2024-01-07 13:00:00,5.0249376,9.321481,185.7105,170.73985,25.3,1001.4344,0.0,54.079884,0.0
2024-01-07 14:00:00,4.148494,8.105554,195.37631,177.87895,24.65,1001.31757,0.0,62.452995,0.0
2024-01-07 15:00:00,3.1400635,6.846897,189.16228,173.29025,24.5,1001.1151,0.0,64.63043,0.0
2024-01-07 16:00:00,3.7,7.21734,198.92474,183.97241,24.25,1000.9098,0.0,66.64858,0.0
2024-01-07 17:00:00,3.2557642,6.600757,190.6196,179.13197,23.85,1000.6012,0.0,69.78956,0.0
2024-01-07 18:00:00,3.0805843,6.4031243,193.13403,178.21013,23.2,1000.2858,0.0,76.31008,0.0
2024-01-07 19:00:00,1.7720045,4.8093657,196.38962,176.42374,22.35,1000.1631,0.0,82.632545,0.0
2024-01-07 20:00:00,1.746425,4.119466,203.6294,185.5721,21.7,1000.44244,0.0,87.59211,0.0
2024-01-07 21:00:00,1.9235383,4.6010866,188.97255,181.24533,21.75,1000.5432,0.0,88.41581,0.0
2024-01-07 22:00:00,2.0880613,4.8052053,163.30067,167.98854,21.9,1000.94403,0.0,86.52875,1.0
2024-01-07 23:00:00,2.8231187,5.3310413,157.06787,156.80139,24.65,1001.11914,0.0,67.36203,1.0
2024-01-08 00:00:00,2.7,3.4234486,180.0,173.29025,27.8,1001.00586,0.0,50.38771,1.0
2024-01-08 01:00:00,4.022437,4.837354,214.8754,209.7448,28.35,1000.9215,0.0,60.215534,1.0
2024-01-08 02:00:00,5.0990195,6.220129,221.82008,216.50153,28.65,1000.83014,0.0,59.175175,1.0
2024-01-08 03:00:00,5.672742,7.140028,220.71075,217.03047,28.9,1000.9359,0.0,52.952984,1.0
2024-01-08 04:00:00,6.046487,7.666159,214.21576,210.57915,29.6,1000.6569,0.0,50.69492,1.0
2024-01-08 05:00:00,6.8007355,8.736704,216.02747,213.32631,28.7,1000.7322,0.0,56.14198,1.0
2024-01-08 06:00:00,7.6216793,9.822932,218.07283,215.46996,27.7,1000.70544,0.0,62.54115,1.0
2024-01-08 07:00:00,7.184706,9.349332,214.7961,212.33017,26.9,1000.98175,0.0,66.5657,1.0
2024-01-08 08:00:00,7.291776,9.625487,205.15927,203.90205,25.8,1001.05115,0.0,67.80296,1.0
2024-01-08 09:00:00,7.31642,9.585927,201.65605,200.13638,24.95,1001.1273,0.0,72.88494,1.0
2024-01-08 10:00:00,7.05762,9.330059,200.74615,199.40607,23.95,1001.49677,0.0,78.34688,1.0
2024-01-08 11:00:00,6.360031,8.516455,196.44046,195.66823,23.0,1002.2638,0.0,81.69061,1.0
2024-01-08 12:00:00,6.332456,8.902247,195.5726,194.97292,22.45,1002.6455,0.0,83.16008,0.0
2024-01-08 13:00:00,5.59017,7.990619,190.3048,188.63705,21.8,1003.3215,0.0,84.91871,0.0
2024-01-08 14:00:00,5.632051,8.030566,186.1154,185.00055,21.65,1003.71423,0.0,85.70066,0.0
2024-01-08 15:00:00,5.8077536,8.705171,182.96088,181.97488,21.3,1003.6052,0.0,87.55684,0.0
2024-01-08 16:00:00,6.0033326,9.002222,181.9091,181.273,21.1,1003.2029,0.0,86.723015,0.0
2024-01-08 17:00:00,6.3007936,9.4,180.90936,180.0,21.15,1002.7082,0.0,83.26905,0.0
2024-01-08 18:00:00,6.400781,9.500526,180.89516,180.60307,20.95,1002.50446,0.0,82.984505,0.0
2024-01-08 19:00:00,6.2128897,9.219544,176.30869,176.26868,20.75,1002.3004,0.0,82.43981,0.0
2024-01-08 20:00:00,6.328507,9.044888,174.55975,174.2895,20.85,1002.3033,0.0,80.39756,0.0
2024-01-08 21:00:00,6.412488,9.013878,176.42374,176.82024,20.85,1002.50165,0.0,80.14393,0.0
2024-01-08 22:00:00,6.503076,9.004998,178.23764,178.0909,21.0,1003.2,0.0,78.16227,1.0
2024-01-08 23:00:00,6.6030297,8.805112,178.26433,178.04753,21.65,1003.61505,0.0,73.928764,1.0
2024-01-09 00:00:00,6.600757,8.605231,179.13197,178.00217,23.2,1003.7573,0.0,64.96941,1.0
2024-01-09 01:00:00,6.449806,8.338465,187.12492,185.50539,23.6,1004.1651,0.0,64.64253,1.0
2024-01-09 02:00:00,6.5924196,8.188407,189.60513,188.42688,25.0,1004.0052,0.0,57.39329,1.0
2024-01-09 03:00:00,6.9123073,8.6122,194.23732,192.74529,25.3,1003.815,0.0,60.269066,1.0
2024-01-09 04:00:00,7.5286117,9.4371605,196.9909,195.36168,25.45,1003.42224,0.0,60.11326,1.0
2024-01-09 05:00:00,7.912016,9.920181,196.14441,194.59662,25.5,1003.2252,0.0,59.36848,1.0
2024-01-09 06:00:00,8.20061,10.404807,195.56157,193.90271,25.6,1003.02966,0.0,59.3919,1.0
2024-01-09 07:00:00,8.246211,10.575916,194.03627,193.11644,25.15,1002.62054,0.0,62.367092,1.0
2024-01-09 08:00:00,8.354639,10.867382,191.0409,190.069,24.6,1002.20874,0.0,64.448105,1.0
2024-01-09 09:00:00,8.657945,11.363539,186.63242,186.06169,23.9,1001.99115,0.0,68.27869,1.0
2024-01-09 10:00:00,8.509407,11.410959,182.69423,182.5113,23.05,1002.3646,0.0,71.64384,1.0
2024-01-09 11:00:00,8.1,11.200446,180.0,179.48845,22.05,1002.6343,0.0,76.85219,1.0
2024-01-09 12:00:00,7.0007143,10.0,180.81844,180.0,21.3,1002.8117,0.0,80.711296,0.0
2024-01-09 13:00:00,6.6068144,9.912618,177.39749,177.1088,20.85,1003.29504,0.0,82.45195,0.0
2024-01-09 14:00:00,6.7742157,10.309704,171.51114,171.6342,20.6,1003.387,0.0,84.25974,0.0
2024-01-09 15:00:00,6.432729,9.904039,168.34074,168.34973,20.5,1003.1858,0.0,85.58451,0.0
2024-01-09 16:00:00,6.041523,9.631718,167.57407,167.40668,20.25,1002.7822,0.0,87.73858,0.0
2024-01-09 17:00:00,5.7271285,9.121951,167.90526,167.33495,20.2,1002.1856,0.0,88.28685,0.0
2024-01-09 18:00:00,5.824946,9.317188,168.11136,167.6046,20.15,1001.49005,0.0,88.005875,0.0
2024-01-09 19:00:00,5.846366,9.219544,167.1523,167.4712,20.1,1000.9926,0.0,88.00155,0.0
