,site.latitude (deg),site.longitude (deg),dri_grid_feedstock.price (USD/MW/h),hydrogen_feedstock.price (USD/kg),finance_subgroup_sponge_iron.LCOS (USD/kg)
425,43.656,-82.65,53.72633052,7.20984052,0.7477925955885423
426,44.4,-89.291,57.13994869,7.064526195,0.73939646201719
427,45.245,-85.279,56.20141787,7.004531403,0.7356788550759765
428,39.863,-90.623,61.06282191,7.785296826,0.7832728467626915
429,46.107,-97.017,54.14274384,7.488428671,0.7646337927371182
430,42.806,-84.196,54.89400855,7.441735075,0.7618989050810033
431,40.843,-95.045,47.69072754,6.1592397,0.6838040655198201
432,44.448,-97.296,47.4019081,6.467291502,0.7023462457207664
433,41.691,-72.115,65.52126647,9.409677136,0.8816870076201835
434,38.804,-88.876,56.12650933,7.67336165,0.7759959918059998
435,42.682,-76.639,65.85313251,11.23072689,0.9915173400456673
436,38.316,-85.843,69.57517263,10.26729387,0.9338281421272977
437,38.073,-92.857,60.78137874,8.58634471,0.8315395628432611
438,39.939,-84.001,60.79327209,8.686771589,0.8375957780099619
439,44.265,-85.299,56.53336513,7.025708374,0.7369911676359213
440,38.003,-97.588,44.51797386,6.337432343,0.6942082664902594
441,40.311,-86.251,54.21981138,7.198675006,0.7471721930361643
442,44.548,-95.14,51.65179365,7.310207291,0.75362199458947
443,45.809,-97.642,55.13139183,8.608569832,0.8322751639005099
444,42.446,-85.914,57.97381692,7.33915432,0.7560435575512621
445,44.387,-73.241,66.61581844,9.991380929,0.9168762123477534
446,40.942,-77.769,82.22316619,11.61951419,1.0167092802577187
447,38.429,-91.58,59.37679154,7.984494908,0.7951025483733374
448,39.12,-78.282,65.63883008,10.2656002,0.9333049440978314
449,38.62,-80.697,66.64055826,10.16362263,0.9272636649295078
450,38.493,-97.46,43.83482613,6.211864695,0.6865644564665008
451,39.311,-79.815,67.8187212,10.70584627,0.9600814742404555
452,39.573,-86.934,59.35680783,7.977308623,0.7946671347623824
453,46.208,-96.225,53.14108799,7.69291391,0.7768554776444738
454,43.684,-88.609,54.2861029,6.460525416,0.7026747288855164
455,40.58,-89.113,52.91633826,6.733508491,0.7189869113003171
456,45.189,-92.324,55.60638939,7.253704307,0.750638349366286
457,43.144,-84.737,55.55312006,7.379166817,0.7581970435096334
458,38.279,-86.69,60.10003958,8.603082044,0.8324758060678765
459,45.919,-88.326,56.96547329,6.762215218,0.7211508478175581
460,43.184,-95.159,51.18585003,7.07736437,0.7395335729420811
461,38.466,-82.998,64.88468221,10.1049509,0.923538394074705
462,38.779,-81.23,66.53920414,10.17264572,0.9277968433915422
463,41.321,-78.403,81.96749808,10.80080743,0.9673204177407028
464,43.332,-77.817,55.36377138,8.382735984,0.8186840355357992
465,41.138,-96.353,50.60366102,6.91689289,0.7297961390430612
466,41.121,-93.728,49.85059781,6.365495408,0.6964706942282749
467,40.995,-82.625,58.19363103,8.144040387,0.8045953066702539
468,40.345,-90.438,52.97778123,6.749438317,0.7199539259946919
469,39.674,-95.918,47.37079266,6.46749765,0.702355346288893
470,42.984,-94.561,49.45937965,6.792138291,0.7221520204698693
471,43.353,-87.89,54.45120837,7.281927809,0.7522164288789656
472,38.446,-92.139,62.55607261,8.362920461,0.8182587004618627
473,42.465,-92.635,51.16406419,6.646398327,0.7135474141383155
474,38.129,-89.088,57.05301859,7.947776521,0.7926401399263546
475,41.689,-92.824,50.87165682,6.389067138,0.6980011082228246
476,43.274,-76.603,58.52343419,8.910839737,0.850862495240194
477,43.432,-92.279,49.37246654,6.472074047,0.7028453921414636
478,38.394,-79.616,62.39853439,10.52693474,0.9487147156968743
479,46.327,-91.139,56.89132972,7.670330515,0.7758950537380502
480,42.59,-73.3,52.99193752,8.040403136,0.7977903620138551
481,42.581,-75.908,68.70564716,10.71239595,0.9605712452204146
482,41.052,-84.377,56.97887081,7.417237396,0.7606449140764017
483,39.238,-77.673,57.96472367,8.762963021,0.8418869371123378
484,43.146,-82.457,55.62505208,7.546052838,0.7682666394401925
485,44.703,-87.551,52.36739464,6.46830517,0.7029385358652247
486,40.145,-93.762,53.72297278,6.820160483,0.7242976262359341
487,40.227,-87.997,57.00439535,7.314289923,0.7544407298296478
488,41.433,-90.782,56.38570066,7.357920153,0.7570051022949702
489,46.583,-87.917,52.02200649,6.6587893,0.7143862682010519
490,38.862,-80.212,64.90563199,10.12406768,0.9246932250882576
491,46.506,-90.645,67.55517351,9.152558169,0.8664023503170806
492,44.595,-84.463,60.91517064,7.760417109,0.7817570027709662
493,45.955,-85.624,49.64725022,7.121041155,0.7420023471036234
494,42.325,-79.325,60.74805435,9.191121493,0.8679992329984643
495,44.135,-83.625,56.50144774,7.908995333,0.7902429391098073
496,44.792,-75.31,59.7934766,8.560530368,0.8298774840596251
497,44.123,-84.708,53.62721441,6.984223372,0.7341790713584011
498,45.214,-87.948,62.23187261,8.192019335,0.807920039685732
499,41.42,-94.157,47.83504347,6.138255018,0.6825542938594882
500,40.932,-75.544,67.42465609,10.46068808,0.9452582287939602
501,44.742,-90.493,54.0500146,7.036089242,0.7373513995292398
502,40.101,-77.425,70.33942899,10.35910008,0.9394450821297607
503,39.864,-94.773,51.67978765,6.681354317,0.715710151196955
504,41.543,-80.279,59.75423467,8.444629413,0.8228853794886285
505,38.603,-78.137,68.25423527,10.30299295,0.9358392081115476
506,45.268,-89.036,54.43136747,6.73471382,0.7192216505952082
507,40.493,-87.529,56.63830625,7.096503375,0.7412707696072732
508,41.723,-96.651,48.47878692,6.544136198,0.7070945675272873
509,45.405,-84.777,68.86180567,8.697156539,0.839085024895053
510,45.997,-86.253,56.22360691,7.689009467,0.7769498176864484
511,42.127,-74.842,63.13683261,9.195294867,0.8685063895628578
512,38.936,-87.73,55.29020635,7.421600707,0.7607273452103007
513,42.182,-93.095,51.59001055,6.584085103,0.7098359866670145
514,43.809,-91.798,63.97065273,8.353995964,0.8178719463708108
515,44.803,-85.981,53.31372912,6.591668697,0.7104776088352586
516,41.255,-83.308,56.00049615,7.597152674,0.7713877160111668
517,39.892,-87.32,57.71703833,7.204853164,0.747918796458257
518,40.194,-78.13,54.80617445,8.325443616,0.8151701130102473
519,42.298,-78.275,61.30414605,8.816334232,0.8454620258138015
520,41.45,-75.674,66.08391757,10.01141111,0.9180269739774907
521,38.871,-88.304,57.8366498,7.754341554,0.7810613758296872
522,45.417,-94.188,53.2687493,7.044185928,0.7377559909112443
523,40.721,-88.08,57.46484271,7.324539722,0.7551079668037419
524,44.436,-93.756,51.14011198,7.243869992,0.7495676462905537
525,40.935,-73.004,52.72697363,7.831752854,0.78518206373025
526,43.156,-83.672,56.35414093,7.322951732,0.7548934082925223
527,39.376,-80.375,71.6958889,10.67325936,0.9585314955371435
528,42.226,-84.306,56.2763269,7.799565194,0.7836210892688518
529,38.693,-78.827,63.8886486,10.71049641,0.9599414282680461
530,40.639,-97.798,45.47528802,6.302056949,0.6921778182603213
531,40.93,-90.387,52.65531979,6.691199825,0.7164081129065762
532,39.939,-93.196,52.47470563,6.732209351,0.7188613406215817
533,44.348,-74.993,57.4429404,8.078041073,0.800535768626705
534,44.681,-91.582,55.21964952,7.260808017,0.7510252758352114
535,40.648,-96.93,46.1520268,6.233359253,0.6881082859225318
536,43.405,-78.411,52.95839231,7.995269103,0.7950655499818584
537,44.177,-88.702,54.82723999,6.810351697,0.7238243613769677
538,44.94,-96.376,53.02000449,7.311072105,0.7538204979035236
539,38.271,-75.806,56.03213163,9.025428971,0.8575048129981654
540,42.858,-89.76,53.76259374,6.576633391,0.7096191158290799
541,43.186,-95.762,49.43314627,6.883232479,0.7276414699804448
542,44.801,-74.672,61.89315377,8.919900273,0.8517692432827209
