latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
-28.43585205078125,114.54545593261719,71.0,28800,Australia/Perth,GMT+8

time,wind_speed_10m (m/s),wind_direction_10m (deg),temperature_2m (C),surface_pressure (hPa),relative_humidity_2m (percent),shortwave_radiation (W/m**2),direct_normal_irradiance (W/m**2),diffuse_radiation (W/m**2),dew_point_2m (C),snow_depth (m),rain (mm),albedo (unitless),is_day (unitless)
2019-12-31 00:00:00+08:00,6.074537,159.77505,19.55,1007.42365,72.8591,0.0,0.0,0.0,14.55,0.0,0.0,,0.0
2019-12-31 01:00:00+08:00,5.5461698,154.35904,19.05,1007.0127,71.367386,0.0,0.0,0.0,13.75,0.0,0.0,,0.0
2019-12-31 02:00:00+08:00,4.8877397,149.23735,18.4,1006.5974,69.63456,0.0,0.0,0.0,12.75,0.0,0.0,,0.0
2019-12-31 03:00:00+08:00,4.494441,147.72438,17.8,1006.28253,68.38237,0.0,0.0,0.0,11.9,0.0,0.0,,0.0
2019-12-31 04:00:00+08:00,4.104875,145.92276,17.25,1006.06836,68.4975,0.0,0.0,0.0,11.4,0.0,0.0,,0.0
2019-12-31 05:00:00+08:00,4.022437,145.1246,16.85,1006.1561,69.330345,0.0,0.0,0.0,11.2,0.0,0.0,,0.0
2019-12-31 06:00:00+08:00,4.3011627,144.46223,17.05,1006.65765,68.23069,13.0,70.00389,8.0,11.15,0.0,0.0,,1.0
2019-12-31 07:00:00+08:00,4.802083,148.62704,18.95,1007.2081,60.549034,160.0,507.0814,55.0,11.15,0.0,0.0,,1.0
2019-12-31 08:00:00+08:00,4.9739323,149.82657,21.45,1006.98145,54.157265,387.0,735.04926,82.0,11.8,0.0,0.0,,1.0
2019-12-31 09:00:00+08:00,4.2953463,155.22488,24.45,1006.6681,42.9758,618.0,854.608,99.0,11.05,0.0,0.0,,1.0
2019-12-31 10:00:00+08:00,4.2296567,173.21112,27.05,1006.24316,35.631866,820.0,922.1351,109.0,10.55,0.0,0.0,,1.0
2019-12-31 11:00:00+08:00,5.6293874,192.308,28.0,1005.6735,38.2166,976.0,959.76794,117.0,12.45,0.0,0.0,,1.0
2019-12-31 12:00:00+08:00,7.083784,198.9466,26.95,1005.34766,49.84557,1071.0,977.5819,122.0,15.6,0.0,0.0,,1.0
2019-12-31 13:00:00+08:00,7.1470275,197.92801,26.8,1004.9467,47.156223,1096.0,979.72327,123.0,14.6,0.0,0.0,,1.0
2019-12-31 14:00:00+08:00,7.28011,195.94547,26.95,1004.55414,43.667736,1052.0,968.13934,122.0,13.55,0.0,0.0,,1.0
2019-12-31 15:00:00+08:00,7.7620873,194.93147,26.6,1003.9494,45.749817,946.0,947.0198,117.0,13.95,0.0,0.0,,1.0
2019-12-31 16:00:00+08:00,7.746612,191.16484,25.7,1003.6276,48.879215,782.0,906.82263,108.0,14.15,0.0,0.0,,1.0
2019-12-31 17:00:00+08:00,7.8638415,187.30566,24.75,1003.6014,56.422413,573.0,832.1262,96.0,15.5,0.0,0.0,,1.0
2019-12-31 18:00:00+08:00,7.602631,181.5074,23.7,1003.87036,60.475574,341.0,697.83167,78.0,15.6,0.0,0.0,,1.0
2019-12-31 19:00:00+08:00,6.926038,175.03035,22.3,1004.3272,70.38186,122.0,447.5545,47.0,16.65,0.0,0.0,,1.0
2019-12-31 20:00:00+08:00,6.1814237,170.69014,21.45,1004.6012,76.51715,4.0,19.10732,3.0,17.15,0.0,0.0,,0.0
2019-12-31 21:00:00+08:00,5.770615,171.02745,21.05,1004.5898,78.914955,0.0,0.0,0.0,17.25,0.0,0.0,,0.0
2019-12-31 22:00:00+08:00,6.1188235,168.69011,20.75,1004.3832,79.624985,0.0,0.0,0.0,17.1,0.0,0.0,,0.0
2019-12-31 23:00:00+08:00,5.9908266,165.4998,20.45,1004.1764,82.40334,0.0,0.0,0.0,17.35,0.0,0.0,,0.0
2020-01-01 00:00:00+08:00,5.6044626,164.47583,20.15,1003.672,84.74341,0.0,0.0,0.0,17.5,0.0,0.0,,0.0
2020-01-01 01:00:00+08:00,5.345091,162.58194,19.8,1002.968,84.70584,0.0,0.0,0.0,17.15,0.0,0.0,,0.0
2020-01-01 02:00:00+08:00,4.90408,159.71736,19.45,1002.7596,84.132454,0.0,0.0,0.0,16.7,0.0,0.0,,0.0
2020-01-01 03:00:00+08:00,4.4944406,159.14546,19.05,1002.74817,83.55378,0.0,0.0,0.0,16.2,0.0,0.0,,0.0
2020-01-01 04:00:00+08:00,4.438468,157.47939,18.75,1003.0373,82.98708,0.0,0.0,0.0,15.8,0.0,0.0,,0.0
2020-01-01 05:00:00+08:00,4.3863425,155.77226,18.45,1003.22705,82.68593,0.0,0.0,0.0,15.45,0.0,0.0,,0.0
2020-01-01 06:00:00+08:00,4.5188494,155.13632,18.6,1003.6278,80.868645,12.0,56.90947,8.0,15.25,0.0,0.0,,1.0
2020-01-01 07:00:00+08:00,5.0695167,157.98866,20.45,1004.0773,70.483055,156.0,488.26724,56.0,14.9,0.0,0.0,,1.0
2020-01-01 08:00:00+08:00,5.554278,166.46413,23.0,1003.2557,65.34219,378.0,697.57556,90.0,16.15,0.0,0.0,,1.0
2020-01-01 09:00:00+08:00,5.423099,174.71,25.05,1003.11365,57.405384,606.0,820.8075,109.0,16.05,0.0,0.0,,1.0
2020-01-01 10:00:00+08:00,5.7218876,185.01303,26.55,1002.857,53.02705,797.0,875.7659,123.0,16.2,0.0,0.0,,1.0
2020-01-01 11:00:00+08:00,6.551336,192.33908,26.8,1002.6652,56.922028,960.0,923.9263,134.0,17.55,0.0,0.0,,1.0
2020-01-01 12:00:00+08:00,7.106335,193.84071,26.75,1002.4655,57.99629,1058.0,953.3902,133.0,17.8,0.0,0.0,,1.0
2020-01-01 13:00:00+08:00,7.543209,194.58896,26.7,1002.3652,56.539623,1090.0,969.7385,127.0,17.35,0.0,0.0,,1.0
2020-01-01 14:00:00+08:00,7.930952,193.86105,26.35,1002.35565,57.536213,1053.0,968.8434,122.0,17.3,0.0,0.0,,1.0
2020-01-01 15:00:00+08:00,8.276473,191.85298,25.8,1002.1422,60.766346,947.0,947.41364,117.0,17.65,0.0,0.0,,1.0
2020-01-01 16:00:00+08:00,8.276473,191.85298,24.85,1001.918,66.14542,782.0,904.30725,109.0,18.1,0.0,0.0,,1.0
2020-01-01 17:00:00+08:00,8.174351,187.7335,23.95,1001.9927,70.248276,573.0,827.0141,98.0,18.2,0.0,0.0,,1.0
2020-01-01 18:00:00+08:00,7.915807,183.62141,22.9,1002.2611,75.31322,340.0,679.80035,83.0,18.3,0.0,0.0,,1.0
2020-01-01 19:00:00+08:00,7.5026665,181.5275,21.85,1002.62885,80.27863,121.0,438.72186,47.0,18.3,0.0,0.0,,1.0
2020-01-01 20:00:00+08:00,6.802941,181.68465,21.25,1003.802,83.54217,4.0,19.10732,3.0,18.35,0.0,0.0,,0.0
2020-01-01 21:00:00+08:00,6.4031243,178.21013,20.85,1003.9893,84.55231,0.0,0.0,0.0,18.15,0.0,0.0,,0.0
2020-01-01 22:00:00+08:00,5.9135437,176.12155,20.55,1004.0801,85.8589,0.0,0.0,0.0,18.1,0.0,0.0,,0.0
2020-01-01 23:00:00+08:00,5.9076223,177.08922,20.25,1003.87317,86.64282,0.0,0.0,0.0,17.95,0.0,0.0,,0.0
2020-01-02 00:00:00+08:00,6.2,180.0,20.15,1003.9695,86.3611,0.0,0.0,0.0,17.8,0.0,0.0,,0.0
2020-01-02 01:00:00+08:00,6.7007456,179.14493,20.35,1003.7768,82.65197,0.0,0.0,0.0,17.3,0.0,0.0,,0.0
2020-01-02 02:00:00+08:00,6.902898,178.33975,20.2,1003.7724,81.335815,0.0,0.0,0.0,16.9,0.0,0.0,,0.0
2020-01-02 03:00:00+08:00,7.1175838,175.97182,20.2,1003.7724,79.04435,0.0,0.0,0.0,16.45,0.0,0.0,,0.0
2020-01-02 04:00:00+08:00,6.726812,174.88278,20.1,1003.96796,78.27856,0.0,0.0,0.0,16.2,0.0,0.0,,0.0
2020-01-02 05:00:00+08:00,6.648308,173.08887,20.15,1004.3662,75.58442,0.0,0.0,0.0,15.7,0.0,0.0,,0.0
2020-01-02 06:00:00+08:00,6.328507,174.55975,20.25,1004.9641,74.878624,7.0,14.467289,6.0,15.65,0.0,0.0,,1.0
2020-01-02 07:00:00+08:00,6.802941,178.31535,20.9,1005.6767,70.34196,90.0,79.0165,74.0,15.3,0.0,0.0,,1.0
2020-01-02 08:00:00+08:00,6.7007456,180.85507,21.95,1005.8052,65.11886,203.0,63.301327,177.0,15.1,0.0,0.0,,1.0
2020-01-02 09:00:00+08:00,7.2249565,184.76355,23.0,1006.628,60.897945,431.0,294.8625,253.0,15.05,0.0,0.0,,1.0
2020-01-02 10:00:00+08:00,7.170077,188.017,23.5,1006.6419,56.47835,541.0,290.30432,318.0,14.35,0.0,0.0,,1.0
2020-01-02 11:00:00+08:00,7.0405965,191.4695,24.7,1006.47675,51.375755,843.0,589.03125,317.0,14.0,0.0,0.0,,1.0
2020-01-02 12:00:00+08:00,7.495332,193.1092,25.0,1006.38574,51.955322,964.0,724.9943,261.0,14.45,0.0,0.0,,1.0
2020-01-02 13:00:00+08:00,7.7491937,197.2659,25.15,1006.2906,50.996098,1075.0,954.7338,127.0,14.3,0.0,0.0,,1.0
2020-01-02 14:00:00+08:00,8.132035,196.42938,24.6,1006.17633,55.845207,1028.0,922.754,141.0,15.2,0.0,0.0,,1.0
2020-01-02 15:00:00+08:00,7.930952,193.86105,23.65,1006.2493,55.609276,705.0,368.41248,382.0,14.25,0.0,0.0,,1.0
2020-01-02 16:00:00+08:00,8.052329,194.38142,23.15,1006.2354,56.209457,664.0,611.9627,208.0,13.95,0.0,0.0,,1.0
2020-01-02 17:00:00+08:00,8.132035,196.42938,22.55,1006.219,58.479816,499.0,601.282,153.0,14.0,0.0,0.0,,1.0
2020-01-02 18:00:00+08:00,7.81025,193.32454,21.6,1006.39044,62.5708,229.0,290.10828,119.0,14.15,0.0,0.0,,1.0
2020-01-02 19:00:00+08:00,7.858753,194.7436,21.05,1006.8709,63.67575,102.0,294.6338,52.0,13.9,0.0,0.0,,1.0
2020-01-02 20:00:00+08:00,7.6655073,195.12405,21.1,1007.2692,63.89361,2.0,0.0,2.0,14.0,0.0,0.0,,0.0
2020-01-02 21:00:00+08:00,7.7369246,194.21588,20.55,1007.74963,72.10524,0.0,0.0,0.0,15.35,0.0,0.0,,0.0
2020-01-02 22:00:00+08:00,7.4464755,194.78278,19.3,1008.1106,81.2197,0.0,0.0,0.0,16.0,0.0,0.1,,0.0
2020-01-02 23:00:00+08:00,8.174351,187.7335,19.0,1008.00287,81.180725,0.0,0.0,0.0,15.7,0.0,0.1,,0.0
2020-01-03 00:00:00+08:00,7.723341,184.45552,18.7,1008.09344,79.84982,0.0,0.0,0.0,15.15,0.0,0.1,,0.0
2020-01-03 01:00:00+08:00,7.900633,179.2748,18.5,1007.9887,79.82216,0.0,0.0,0.0,14.95,0.0,0.1,,0.0
2020-01-03 02:00:00+08:00,8.1,180.0,18.3,1007.7846,79.02621,0.0,0.0,0.0,14.6,0.0,0.1,,0.0
2020-01-03 03:00:00+08:00,8.4053545,177.95464,18.15,1007.8794,76.73689,0.0,0.0,0.0,14.0,0.0,0.0,,0.0
2020-01-03 04:00:00+08:00,8.30542,177.93001,18.1,1008.17554,73.31422,0.0,0.0,0.0,13.25,0.0,0.0,,0.0
2020-01-03 05:00:00+08:00,8.547514,173.95601,17.75,1008.6613,71.358376,0.0,0.0,0.0,12.5,0.0,0.0,,0.0
2020-01-03 06:00:00+08:00,8.220098,170.19397,18.15,1009.2678,65.5828,9.0,44.16458,6.0,11.6,0.0,0.0,,1.0
2020-01-03 07:00:00+08:00,8.94986,166.42955,18.75,1009.88025,58.327595,115.0,294.81982,56.0,10.4,0.0,0.0,,1.0
2020-01-03 08:00:00+08:00,9.042676,169.80856,20.7,1009.9356,37.813026,286.0,452.79953,101.0,5.8,0.0,0.0,,1.0
2020-01-03 09:00:00+08:00,8.845902,169.57935,21.35,1010.35077,38.26177,528.0,601.5178,166.0,6.55,0.0,0.0,,1.0
2020-01-03 10:00:00+08:00,8.811923,170.85843,21.65,1010.161,37.308052,589.0,431.73022,258.0,6.45,0.0,0.0,,1.0
2020-01-03 11:00:00+08:00,9.113727,176.8551,21.95,1009.9709,37.39391,732.0,464.14978,318.0,6.75,0.0,0.0,,1.0
2020-01-03 12:00:00+08:00,9.402127,178.78116,22.45,1009.39,35.410275,938.0,620.1717,337.0,6.4,0.0,0.0,,1.0
2020-01-03 13:00:00+08:00,9.400532,179.3905,22.8,1008.6063,34.9054,1095.0,927.6572,174.0,6.5,0.0,0.0,,1.0
2020-01-03 14:00:00+08:00,9.712878,182.95071,22.65,1008.0068,36.081543,1065.0,975.5147,127.0,6.85,0.0,0.0,,1.0
2020-01-03 15:00:00+08:00,10.107919,182.2679,22.25,1007.49976,37.60822,961.0,959.6846,119.0,7.1,0.0,0.0,,1.0
2020-01-03 16:00:00+08:00,10.20784,182.2457,21.55,1007.1827,40.61359,794.0,916.8484,110.0,7.6,0.0,0.0,,1.0
2020-01-03 17:00:00+08:00,10.304368,181.6683,20.85,1006.96466,42.831306,584.0,843.0595,98.0,7.75,0.0,0.0,,1.0
2020-01-03 18:00:00+08:00,10.300486,180.55624,20.0,1007.4363,45.912304,350.0,710.1003,80.0,8.0,0.0,0.0,,1.0
2020-01-03 19:00:00+08:00,9.904544,178.26433,19.4,1007.816,48.79955,126.0,457.03802,48.0,8.35,0.0,0.0,,1.0
2020-01-03 20:00:00+08:00,9.3771,172.64772,18.6,1008.18976,54.87956,5.0,18.771423,4.0,9.35,0.0,0.0,,0.0
2020-01-03 21:00:00+08:00,9.080197,168.56636,18.35,1008.57916,57.071384,0.0,0.0,0.0,9.7,0.0,0.0,,0.0
2020-01-03 22:00:00+08:00,8.70919,164.68712,18.1,1008.969,60.14715,0.0,0.0,0.0,10.25,0.0,0.0,,0.0
2020-01-03 23:00:00+08:00,8.430896,157.69374,17.85,1008.76337,57.52427,0.0,0.0,0.0,9.35,0.0,0.0,,0.0
2020-01-04 00:00:00+08:00,7.694154,152.10283,17.3,1008.6483,55.66667,0.0,0.0,0.0,8.35,0.0,0.0,,0.0
2020-01-04 01:00:00+08:00,7.1021123,147.65259,16.65,1008.2327,57.225407,0.0,0.0,0.0,8.15,0.0,0.0,,0.0
2020-01-04 02:00:00+08:00,6.8242216,145.14548,16.15,1007.8215,60.28967,0.0,0.0,0.0,8.45,0.0,0.0,,0.0
2020-01-04 03:00:00+08:00,6.463745,145.08052,15.8,1007.9105,61.02861,0.0,0.0,0.0,8.3,0.0,0.0,,0.0
2020-01-04 04:00:00+08:00,5.8898215,139.82083,15.45,1007.9992,61.153297,0.0,0.0,0.0,8.0,0.0,0.0,,0.0
2020-01-04 05:00:00+08:00,5.5154333,135.0001,15.15,1007.8916,59.234745,0.0,0.0,0.0,7.25,0.0,0.0,,0.0
2020-01-04 06:00:00+08:00,5.685068,129.28938,15.55,1008.3991,51.893703,11.0,59.95945,7.0,5.7,0.0,0.0,,1.0
2020-01-04 07:00:00+08:00,6.268173,123.94363,17.85,1008.76337,37.25236,156.0,515.905,54.0,3.05,0.0,0.0,,1.0
2020-01-04 08:00:00+08:00,8.207923,112.19034,20.4,1007.9435,30.890408,388.0,750.5467,83.0,2.65,0.0,0.0,,1.0
2020-01-04 09:00:00+08:00,7.8771825,110.045334,22.95,1007.5194,27.481268,624.0,873.44495,100.0,3.2,0.0,0.0,,1.0
2020-01-04 10:00:00+08:00,7.467262,110.37652,25.35,1007.1887,23.627918,830.0,939.6411,111.0,3.1,0.0,0.0,,1.0
2020-01-04 11:00:00+08:00,7.093659,111.501495,27.25,1006.447,20.603376,988.0,976.54315,118.0,2.75,0.0,0.0,,1.0
2020-01-04 12:00:00+08:00,6.6128664,110.35332,29.0,1005.7997,17.82958,1086.0,994.3285,123.0,2.15,0.0,0.0,,1.0
2020-01-04 13:00:00+08:00,5.507268,119.357666,30.3,1005.04034,16.30886,1115.0,998.306,124.0,1.95,0.0,0.0,,1.0
2020-01-04 14:00:00+08:00,5.0249376,148.84076,30.75,1003.9611,16.2377,1072.0,987.7206,122.0,2.25,0.0,0.0,,1.0
2020-01-04 15:00:00+08:00,7.8057675,177.79745,29.6,1002.9386,21.719652,963.0,963.5789,117.0,5.45,0.0,0.0,,1.0
2020-01-04 16:00:00+08:00,9.908077,182.31367,26.6,1002.4615,39.748146,795.0,918.4826,109.0,11.8,0.0,0.0,,1.0
2020-01-04 17:00:00+08:00,11.1040535,178.45187,24.4,1002.30255,40.73329,583.0,841.62317,97.0,10.2,0.0,0.0,,1.0
2020-01-04 18:00:00+08:00,10.340696,170.53775,23.0,1002.75977,46.89534,349.0,708.24097,79.0,11.05,0.0,0.0,,1.0
2020-01-04 19:00:00+08:00,8.658521,165.96373,22.25,1003.33405,55.803272,126.0,454.6652,48.0,13.0,0.0,0.0,,1.0
2020-01-04 20:00:00+08:00,8.077747,164.93146,21.1,1003.5996,62.86534,5.0,18.625206,4.0,13.75,0.0,0.0,,0.0
2020-01-04 21:00:00+08:00,7.2111025,160.55988,21.1,1003.7979,63.27489,0.0,0.0,0.0,13.85,0.0,0.0,,0.0
2020-01-04 22:00:00+08:00,6.0415235,151.31395,20.8,1003.9878,62.39031,0.0,0.0,0.0,13.35,0.0,0.0,,0.0
2020-01-04 23:00:00+08:00,4.8600416,143.3658,20.3,1003.77527,60.865276,0.0,0.0,0.0,12.5,0.0,0.0,,0.0
2020-01-05 00:00:00+08:00,3.88973,136.04153,20.2,1003.4749,53.123005,0.0,0.0,0.0,10.35,0.0,0.0,,0.0
2020-01-05 01:00:00+08:00,3.6069376,133.87679,20.75,1002.7963,38.221554,0.0,0.0,0.0,6.0,0.0,0.0,,0.0
2020-01-05 02:00:00+08:00,3.3286633,122.73522,21.1,1002.60785,31.531527,0.0,0.0,0.0,3.55,0.0,0.0,,0.0
2020-01-05 03:00:00+08:00,3.5468295,111.501495,21.85,1002.33124,31.634363,0.0,0.0,0.0,4.25,0.0,0.0,,0.0
2020-01-05 04:00:00+08:00,4.6389656,97.43131,22.95,1002.0643,30.215565,0.0,0.0,0.0,4.55,0.0,0.0,,0.0
2020-01-05 05:00:00+08:00,5.5226803,84.805664,23.3,1002.074,29.89436,0.0,0.0,0.0,4.7,0.0,0.0,,0.0
2020-01-05 06:00:00+08:00,7.0213957,72.597206,23.95,1002.5878,29.661938,10.0,45.81915,7.0,5.15,0.0,0.0,,1.0
2020-01-05 07:00:00+08:00,8.184132,63.121944,26.25,1002.74963,28.20004,146.0,481.4076,52.0,6.4,0.0,0.0,,1.0
2020-01-05 08:00:00+08:00,9.679876,56.80242,28.55,1002.7124,31.996906,369.0,712.62317,81.0,10.25,0.0,0.0,,1.0
2020-01-05 09:00:00+08:00,9.140022,53.004646,30.85,1002.8724,31.064096,597.0,836.1019,97.0,11.8,0.0,0.0,,1.0
2020-01-05 10:00:00+08:00,7.657676,49.236485,33.3,1002.5394,26.59934,798.0,902.2211,109.0,11.55,0.0,0.0,,1.0
2020-01-05 11:00:00+08:00,6.293648,45.64367,35.45,1002.1978,22.084269,954.0,941.7566,116.0,10.55,0.0,0.0,,1.0
2020-01-05 12:00:00+08:00,4.1231055,50.906155,36.7,1001.8327,18.708801,1051.0,960.85974,121.0,9.1,0.0,0.0,,1.0
2020-01-05 13:00:00+08:00,2.4596748,63.435013,37.45,1001.0579,16.897932,1075.0,952.1222,130.0,8.2,0.0,0.0,,1.0
2020-01-05 14:00:00+08:00,2.6019223,177.79745,36.0,1000.52496,17.502161,1015.0,911.59344,138.0,7.55,0.0,0.0,,1.0
2020-01-05 15:00:00+08:00,7.2835426,188.68628,33.85,1000.0732,28.93236,924.0,911.7313,123.0,13.3,0.0,0.0,,1.0
2020-01-05 16:00:00+08:00,8.864535,191.05637,32.55,999.8412,29.536364,753.0,819.857,140.0,12.5,0.0,0.0,,1.0
2020-01-05 17:00:00+08:00,8.102469,181.4144,31.75,999.6221,29.512943,568.0,817.7933,95.0,11.8,0.0,0.0,,1.0
2020-01-05 18:00:00+08:00,6.618912,175.66777,30.2,1000.1769,34.31853,342.0,690.81195,78.0,12.75,0.0,0.0,,1.0
2020-01-05 19:00:00+08:00,6.334824,168.15794,28.05,1001.0125,44.827602,124.0,446.7115,47.0,14.95,0.0,0.0,,1.0
2020-01-05 20:00:00+08:00,6.5787535,160.46326,26.15,1001.4576,40.149673,5.0,18.494375,4.0,11.55,0.0,0.0,,0.0
2020-01-05 21:00:00+08:00,5.9615436,157.30617,25.5,1001.93567,38.019382,0.0,0.0,0.0,10.15,0.0,0.0,,0.0
2020-01-05 22:00:00+08:00,5.2201533,159.82927,25.0,1001.9221,41.448826,0.0,0.0,0.0,11.0,0.0,0.0,,0.0
2020-01-05 23:00:00+08:00,4.3863425,155.77226,24.5,1001.80945,43.419285,0.0,0.0,0.0,11.25,0.0,0.0,,0.0
2020-01-06 00:00:00+08:00,3.6769552,157.61983,23.9,1001.49524,43.396477,0.0,0.0,0.0,10.7,0.0,0.0,,0.0
2020-01-06 01:00:00+08:00,3.5468295,158.4985,23.35,1001.08344,43.970825,0.0,0.0,0.0,10.4,0.0,0.0,,0.0
2020-01-06 02:00:00+08:00,3.5341196,154.8852,22.8,1000.77075,44.111973,0.0,0.0,0.0,9.95,0.0,0.0,,0.0
2020-01-06 03:00:00+08:00,2.9832866,140.44037,22.2,1000.75415,42.20278,0.0,0.0,0.0,8.75,0.0,0.0,,0.0
2020-01-06 04:00:00+08:00,2.1400933,127.40543,21.2,1000.72614,39.96327,0.0,0.0,0.0,7.05,0.0,0.0,,0.0
2020-01-06 05:00:00+08:00,2.1633308,123.6901,20.65,1000.8099,38.45766,0.0,0.0,0.0,6.0,0.0,0.0,,0.0
2020-01-06 06:00:00+08:00,2.1023796,115.34614,21.15,1001.22046,34.433098,9.0,46.71459,6.0,4.85,0.0,0.0,,1.0
2020-01-06 07:00:00+08:00,2.1931713,133.1524,24.9,1001.62177,24.35577,145.0,487.61102,51.0,3.15,0.0,0.0,,1.0
2020-01-06 08:00:00+08:00,1.264911,161.56496,28.35,1001.81433,20.15916,369.0,716.6194,81.0,3.35,0.0,0.0,,1.0
2020-01-06 09:00:00+08:00,0.82462114,165.96373,31.75,1002.00305,16.9968,597.0,835.45087,99.0,3.7,0.0,0.0,,1.0
2020-01-06 10:00:00+08:00,0.9433981,212.00534,33.9,1001.36426,15.984276,798.0,901.4076,111.0,4.55,0.0,0.0,,1.0
2020-01-06 11:00:00+08:00,4.2544093,209.57774,33.3,1001.15045,23.596079,954.0,938.4054,120.0,9.75,0.0,0.0,,1.0
2020-01-06 12:00:00+08:00,6.053924,202.3287,32.15,1000.823,29.138441,1044.0,950.10767,125.0,11.95,0.0,0.0,,1.0
2020-01-06 13:00:00+08:00,5.9481087,196.60706,32.65,1000.1416,25.646856,1067.0,941.2117,133.0,10.45,0.0,0.0,,1.0
2020-01-06 14:00:00+08:00,6.306346,194.69736,32.6,999.6443,25.041452,1034.0,945.68445,124.0,10.05,0.0,0.0,,1.0
2020-01-06 15:00:00+08:00,7.3164196,190.23474,31.25,999.0139,29.571768,935.0,930.51416,117.0,11.4,0.0,0.0,,1.0
2020-01-06 16:00:00+08:00,8.429115,184.76355,29.45,998.66907,39.76293,775.0,892.50995,107.0,14.35,0.0,0.0,,1.0
2020-01-06 17:00:00+08:00,7.602631,178.4926,28.5,998.6437,45.67569,570.0,820.0148,95.0,15.65,0.0,0.0,,1.0
2020-01-06 18:00:00+08:00,6.562012,172.11696,27.2,999.1052,52.022873,342.0,689.2534,78.0,16.5,0.0,0.0,,1.0
2020-01-06 19:00:00+08:00,5.500909,181.04161,26.2,999.475,53.10724,124.0,444.8109,47.0,15.9,0.0,0.0,,1.0
2020-01-06 20:00:00+08:00,5.8240876,164.05453,23.9,1000.10657,64.91226,5.0,18.379475,4.0,16.9,0.0,0.0,,0.0
2020-01-06 21:00:00+08:00,5.7567353,162.824,23.75,1000.30096,57.82969,0.0,0.0,0.0,14.95,0.0,0.0,,0.0
2020-01-06 22:00:00+08:00,5.1623635,171.08516,23.3,1000.3878,62.95065,0.0,0.0,0.0,15.85,0.0,0.0,,0.0
2020-01-06 23:00:00+08:00,5.2886667,164.64981,23.0,1000.28015,64.307846,0.0,0.0,0.0,15.9,0.0,0.0,,0.0
2020-01-07 00:00:00+08:00,4.1761227,163.30067,22.5,999.9689,67.56862,0.0,0.0,0.0,16.2,0.0,0.0,,0.0
2020-01-07 01:00:00+08:00,3.4539833,157.8905,22.15,999.1656,65.16156,0.0,0.0,0.0,15.3,0.0,0.0,,0.0
2020-01-07 02:00:00+08:00,3.1953092,159.86362,21.75,998.6588,63.214546,0.0,0.0,0.0,14.45,0.0,0.0,,0.0
2020-01-07 03:00:00+08:00,2.996665,154.2901,21.35,997.95325,62.11005,0.0,0.0,0.0,13.8,0.0,0.0,,0.0
2020-01-07 04:00:00+08:00,2.0615528,140.90616,20.75,997.9366,58.427345,0.0,0.0,0.0,12.3,0.0,0.0,,0.0
2020-01-07 05:00:00+08:00,1.8601075,143.74608,19.8,998.1084,57.62134,0.0,0.0,0.0,11.2,0.0,0.0,,0.0
2020-01-07 06:00:00+08:00,2.4166093,155.55606,20.95,998.73566,51.747208,8.0,47.657215,5.0,10.65,0.0,0.0,,1.0
2020-01-07 07:00:00+08:00,2.9529645,151.69934,23.9,999.01556,38.33605,142.0,483.5362,50.0,8.85,0.0,0.0,,1.0
2020-01-07 08:00:00+08:00,3.3615472,157.249,25.6,999.06195,36.55001,366.0,715.69385,80.0,9.65,0.0,0.0,,1.0
2020-01-07 09:00:00+08:00,3.8118236,184.5139,28.2,999.3302,32.43738,593.0,834.81604,97.0,10.15,0.0,0.0,,1.0
2020-01-07 10:00:00+08:00,5.2810984,198.77812,28.05,998.9294,42.022945,796.0,904.5479,108.0,13.95,0.0,0.0,,1.0
2020-01-07 11:00:00+08:00,5.597321,198.75874,27.95,998.72845,47.76894,952.0,942.94324,115.0,15.85,0.0,0.0,,1.0
2020-01-07 12:00:00+08:00,5.9135437,198.74144,27.95,998.3317,48.22882,1048.0,960.04706,120.0,16.0,0.0,0.0,,1.0
2020-01-07 13:00:00+08:00,6.735726,198.16605,27.45,998.0206,51.266277,1078.0,963.5775,122.0,16.5,0.0,0.0,,1.0
2020-01-07 14:00:00+08:00,7.472616,195.52417,27.15,997.4173,54.028843,1041.0,955.8922,121.0,17.05,0.0,0.0,,1.0
2020-01-07 15:00:00+08:00,7.3979726,193.28488,26.55,997.2029,56.86149,938.0,934.5365,116.0,17.3,0.0,0.0,,1.0
2020-01-07 16:00:00+08:00,7.7278714,190.43742,25.85,997.18414,58.517895,776.0,891.66437,108.0,17.1,0.0,0.0,,1.0
2020-01-07 17:00:00+08:00,7.496666,189.21095,24.95,997.3581,62.915985,571.0,818.86884,96.0,17.4,0.0,0.0,,1.0
2020-01-07 18:00:00+08:00,7.200694,189.59306,23.8,997.82245,72.004715,343.0,687.83185,79.0,18.45,0.0,0.0,,1.0
2020-01-07 19:00:00+08:00,6.8183575,184.20528,22.4,998.1807,78.85896,124.0,443.13586,47.0,18.55,0.0,0.0,,1.0
2020-01-07 20:00:00+08:00,6.906519,182.4895,21.55,998.3556,82.020935,5.0,18.278946,4.0,18.35,0.0,0.0,,0.0
2020-01-07 21:00:00+08:00,5.903389,181.94144,21.55,998.7523,82.27838,0.0,0.0,0.0,18.4,0.0,0.0,,0.0
2020-01-07 22:00:00+08:00,5.1971145,168.90631,21.25,999.0413,82.500374,0.0,0.0,0.0,18.15,0.0,0.0,,0.0
