Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,3971744,-,b'Western Australia',b'Australia',-28.46,114.55,8,83,8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.1.1
Year,Month,Day,Hour,Minute,Temperature,Alpha,Aerosol Optical Depth,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
2020,1,1,0,0,21.400000000000002,0.62,0.0898,0.71,0,0,0,1,19.200000000000003,0,0,0,0,0.264,87.05,128.16,0.2,1006,1.8,191,4.9
2020,1,1,1,0,21.3,0.63,0.0896,0.71,0,0,0,1,19.1,0,0,0,0,0.264,87.17,127.84,0.2,1005,1.9000000000000001,191,4.7
2020,1,1,2,0,21.200000000000003,0.63,0.08940000000000001,0.71,0,0,0,1,19,0,0,0,0,0.264,87.36,123.67,0.2,1005,1.9000000000000001,190,4.5
2020,1,1,3,0,21,0.65,0.0891,0.71,0,0,0,1,18.900000000000002,0,0,0,0,0.264,88.01,116.43,0.2,1005,1.9000000000000001,188,4.2
2020,1,1,4,0,20.900000000000002,0.66,0.0883,0.71,0,0,0,1,18.900000000000002,0,0,0,0,0.265,88.19,107.02,0.2,1005,1.8,186,3.8000000000000003
2020,1,1,5,0,20.900000000000002,0.66,0.0876,0.71,0,0,0,1,18.8,0,0,0,0,0.265,88.06,96.18,0.2,1006,1.8,184,3.5
2020,1,1,6,0,21.6,0.67,0.08600000000000001,0.71,36,301,66,1,18.8,36,301,0,66,0.266,83.92,84.27,0.2,1006,1.7000000000000002,183,3.7
2020,1,1,7,0,22.6,0.7000000000000001,0.0826,0.71,74,673,282,0,18.5,74,673,0,282,0.266,77.89,71.98,0.2,1007,1.6,184,3.5
2020,1,1,8,0,23.8,0.88,0.0988,0.7000000000000001,100,808,514,0,16.400000000000002,100,808,0,514,0.261,63.46,59.120000000000005,0.22,1008,1.9000000000000001,165,7.6000000000000005
2020,1,1,9,0,25.200000000000003,0.88,0.09970000000000001,0.7000000000000001,116,893,736,0,16.400000000000002,116,893,0,736,0.261,58.19,46.1,0.22,1008,1.9000000000000001,171,7.4
2020,1,1,10,0,26.3,0.85,0.101,0.7000000000000001,128,942,919,0,16.6,128,942,0,919,0.26,55.31,32.94,0.22,1007,1.9000000000000001,177,7.300000000000001
2020,1,1,11,0,27,0.8200000000000001,0.126,0.7000000000000001,150,950,1043,0,16.8,150,950,0,1043,0.26,53.77,19.84,0.22,1007,1.9000000000000001,183,7.300000000000001
2020,1,1,12,0,27.1,0.78,0.12560000000000002,0.7000000000000001,153,963,1108,0,17.1,153,963,0,1108,0.26,54.25,7.8,0.22,1006,1.9000000000000001,188,7.5
2020,1,1,13,0,26.700000000000003,0.75,0.1223,0.7000000000000001,152,964,1102,0,17.400000000000002,152,964,0,1102,0.261,56.84,9.56,0.22,1006,1.9000000000000001,191,7.800000000000001
2020,1,1,14,0,26.1,0.79,0.0964,0.7000000000000001,132,970,1032,0,17.6,132,970,0,1032,0.261,59.65,22.02,0.22,1006,1.9000000000000001,193,8
2020,1,1,15,0,25.400000000000002,0.76,0.096,0.7000000000000001,126,939,893,0,17.7,126,939,0,893,0.261,62.440000000000005,35.160000000000004,0.22,1006,1.9000000000000001,194,8.3
2020,1,1,16,0,24.6,0.73,0.0974,0.7000000000000001,115,882,702,0,17.8,115,882,1,702,0.261,65.79,48.300000000000004,0.22,1006,1.9000000000000001,193,8.700000000000001
2020,1,1,17,0,23.700000000000003,0.73,0.09670000000000001,0.7000000000000001,98,789,477,0,17.8,98,789,0,477,0.261,69.5,61.300000000000004,0.22,1006,1.8,191,8.9
2020,1,1,18,0,22.8,0.74,0.0937,0.7000000000000001,72,612,241,0,17.7,72,612,0,241,0.261,73.06,74,0.22,1007,1.8,189,8.9
2020,1,1,19,0,22,0.75,0.09380000000000001,0.7000000000000001,27,196,40,0,17.7,27,196,0,40,0.262,76.7,86.16,0.22,1007,1.8,187,8.8
2020,1,1,20,0,21.6,0.77,0.09630000000000001,0.7000000000000001,0,0,0,0,17.7,0,0,0,0,0.262,78.39,98,0.22,1008,1.8,185,8.700000000000001
2020,1,1,21,0,21.200000000000003,0.78,0.09620000000000001,0.7000000000000001,0,0,0,0,17.6,0,0,0,0,0.262,79.76,108.65,0.22,1008,1.8,183,8.4
2020,1,1,22,0,21,0.77,0.094,0.7000000000000001,0,0,0,0,17.5,0,0,0,0,0.262,80.41,117.77,0.22,1008,1.8,182,8.1
2020,1,1,23,0,20.8,0.77,0.0925,0.7000000000000001,0,0,0,1,17.5,0,0,0,0,0.263,81.56,124.59,0.22,1008,1.8,181,7.7
2020,1,2,0,0,20.6,0.76,0.09340000000000001,0.7000000000000001,0,0,0,1,17.6,0,0,0,0,0.263,82.75,128.18,0.22,1008,1.9000000000000001,181,7.4
2020,1,2,1,0,20.5,0.74,0.0965,0.7000000000000001,0,0,0,1,17.6,0,0,0,0,0.263,83.31,127.86,0.22,1007,2,183,7.300000000000001
2020,1,2,2,0,20.400000000000002,0.6900000000000001,0.1014,0.7000000000000001,0,0,0,3,17.6,0,0,0,0,0.263,83.71000000000001,123.7,0.22,1007,2,183,7.5
2020,1,2,3,0,20.3,0.66,0.10600000000000001,0.7000000000000001,0,0,0,1,17.6,0,0,0,0,0.263,84.56,116.46000000000001,0.22,1008,2,181,7.5
2020,1,2,4,0,20.3,0.66,0.10690000000000001,0.7000000000000001,0,0,0,1,17.6,0,0,0,0,0.263,84.57000000000001,107.05,0.22,1008,2.1,178,7.6000000000000005
2020,1,2,5,0,20.400000000000002,0.66,0.10840000000000001,0.7000000000000001,0,0,0,3,17.6,0,0,0,0,0.263,83.89,96.21000000000001,0.22,1009,2.2,176,7.4
2020,1,2,6,0,20.900000000000002,0.68,0.10840000000000001,0.7000000000000001,38,252,63,3,17.400000000000002,17,0,3,17,0.263,80.41,84.3,0.22,1009,2.2,178,7.6000000000000005
2020,1,2,7,0,21.700000000000003,0.73,0.10490000000000001,0.7000000000000001,80,620,271,1,17.1,80,620,0,271,0.262,75.13,72.01,0.22,1010,2.3000000000000003,182,7.6000000000000005
2020,1,2,8,0,22.5,0.8,0.0994,0.7000000000000001,101,793,507,2,16.900000000000002,219,289,0,366,0.262,70.51,59.25,0.22,1011,2.3000000000000003,186,7.5
2020,1,2,9,0,23.3,0.84,0.0975,0.7000000000000001,116,881,725,1,16.6,116,881,0,725,0.262,65.95,46.230000000000004,0.22,1011,2.4000000000000004,189,7.2
2020,1,2,10,0,23.8,0.88,0.09580000000000001,0.7000000000000001,125,934,908,0,16.3,125,934,0,908,0.263,62.980000000000004,33.07,0.22,1011,2.4000000000000004,192,6.9
2020,1,2,11,0,24.200000000000003,1,0.0796,0.7000000000000001,122,977,1040,0,16.2,122,977,0,1040,0.263,60.97,19.97,0.22,1011,2.4000000000000004,196,6.6000000000000005
2020,1,2,12,0,24.400000000000002,1.02,0.0834,0.7000000000000001,126,984,1101,0,16.2,126,984,0,1101,0.263,60.15,7.930000000000001,0.22,1011,2.5,201,6.7
2020,1,2,13,0,24.3,0.99,0.0879,0.7000000000000001,129,979,1095,1,16.3,129,979,0,1095,0.264,61.13,9.52,0.22,1011,2.5,205,7.2
2020,1,2,14,0,23.900000000000002,0.91,0.1037,0.7000000000000001,135,947,1013,1,16.6,135,947,0,1013,0.264,63.77,21.94,0.22,1011,2.7,207,7.800000000000001
2020,1,2,15,0,23.400000000000002,0.87,0.1095,0.7000000000000001,130,905,871,0,16.900000000000002,130,905,0,871,0.265,66.72,35.08,0.22,1010,2.9000000000000004,206,8.200000000000001
2020,1,2,16,0,22.8,0.8300000000000001,0.11170000000000001,0.7000000000000001,120,844,682,0,17,120,844,0,682,0.265,69.82000000000001,48.230000000000004,0.22,1010,3,203,8.4
2020,1,2,17,0,22.200000000000003,0.81,0.10550000000000001,0.7000000000000001,100,752,462,0,17.1,100,752,0,462,0.266,72.82000000000001,61.22,0.22,1011,3,200,8.5
2020,1,2,18,0,21.5,0.77,0.0983,0.7000000000000001,72,581,233,3,17.1,101,282,0,179,0.267,76.06,73.93,0.22,1011,2.9000000000000004,196,8.4
2020,1,2,19,0,20.900000000000002,0.71,0.0949,0.7000000000000001,27,184,39,1,17.1,27,184,0,39,0.268,78.88,86.11,0.22,1011,2.5,194,8.4
2020,1,2,20,0,20.700000000000003,0.65,0.0944,0.7000000000000001,0,0,0,1,17,0,0,0,0,0.27,79.47,97.96000000000001,0.22,1012,2.3000000000000003,195,8.700000000000001
2020,1,2,21,0,20.5,0.59,0.09570000000000001,0.7000000000000001,0,0,0,1,16.8,0,0,0,0,0.272,79.5,108.63,0.22,1012,2.2,195,9.200000000000001
2020,1,2,22,0,20.3,0.51,0.0975,0.7000000000000001,0,0,0,3,16.6,0,0,0,0,0.274,79.12,117.78,0.22,1013,2,192,9.5
2020,1,2,23,0,20.1,0.45,0.0961,0.7000000000000001,0,0,0,2,16.1,0,0,0,0,0.275,77.76,124.63000000000001,0.22,1013,1.9000000000000001,191,9.600000000000001
2020,1,3,0,0,19.8,0.41000000000000003,0.0907,0.7000000000000001,0,0,0,3,15.5,0,0,0,0,0.276,76.39,128.25,0.22,1012,1.8,190,9.700000000000001
2020,1,3,1,0,19.5,0.39,0.08900000000000001,0.7000000000000001,0,0,0,1,15.100000000000001,0,0,0,0,0.276,75.65,127.96000000000001,0.22,1012,1.7000000000000002,188,9.5
2020,1,3,2,0,19.400000000000002,0.38,0.0858,0.7000000000000001,0,0,0,1,14.600000000000001,0,0,0,0,0.276,73.92,123.83,0.22,1012,1.6,185,9.5
2020,1,3,3,0,19.3,0.39,0.08120000000000001,0.7000000000000001,0,0,0,3,14.100000000000001,0,0,0,0,0.277,71.69,116.60000000000001,0.22,1012,1.5,184,9.5
2020,1,3,4,0,19.200000000000003,0.41000000000000003,0.0762,0.7000000000000001,0,0,0,3,13.5,0,0,0,0,0.278,69.73,107.19,0.22,1012,1.5,181,9.5
2020,1,3,5,0,19,0.42,0.0753,0.7000000000000001,0,0,0,1,13.100000000000001,0,0,0,0,0.279,68.75,96.35000000000001,0.22,1013,1.5,178,9.5
2020,1,3,6,0,19.3,0.41000000000000003,0.0781,0.7000000000000001,36,297,65,0,12.8,36,297,0,65,0.28200000000000003,65.93,84.43,0.22,1014,1.4000000000000001,176,9.8
2020,1,3,7,0,20,0.35000000000000003,0.0927,0.7000000000000001,80,642,277,0,12.3,80,642,0,277,0.28500000000000003,61.39,72.15,0.22,1014,1.4000000000000001,174,10
2020,1,3,8,0,20.700000000000003,0.3,0.11170000000000001,0.7000000000000001,114,783,513,2,11.8,225,84,0,268,0.28800000000000003,56.83,59.39,0.22,1015,1.4000000000000001,172,10
2020,1,3,9,0,21.3,0.3,0.11270000000000001,0.7000000000000001,132,877,737,2,11.3,331,247,0,501,0.291,52.85,46.36,0.22,1015,1.4000000000000001,168,9.9
2020,1,3,10,0,21.8,0.33,0.1051,0.7000000000000001,140,943,929,2,10.8,406,326,0,679,0.292,49.65,33.2,0.22,1014,1.3,167,9.700000000000001
2020,1,3,11,0,22.3,0.39,0.093,0.7000000000000001,138,985,1064,1,10.4,138,985,0,1064,0.295,46.97,20.1,0.22,1013,1.3,170,9.5
2020,1,3,12,0,22.6,0.42,0.08560000000000001,0.7000000000000001,136,1005,1131,0,10.3,136,1005,0,1131,0.3,45.74,8.07,0.22,1013,1.3,174,9.5
2020,1,3,13,0,22.6,0.42,0.0858,0.7000000000000001,136,1004,1126,0,10.4,136,1004,0,1126,0.305,46.050000000000004,9.49,0.22,1012,1.3,178,9.600000000000001
2020,1,3,14,0,22.400000000000002,0.4,0.0886,0.7000000000000001,134,986,1050,0,10.700000000000001,134,986,0,1050,0.308,47.61,21.87,0.22,1012,1.3,181,9.9
2020,1,3,15,0,21.900000000000002,0.39,0.09290000000000001,0.7000000000000001,129,947,905,0,11.100000000000001,129,947,0,905,0.311,50.45,35,0.22,1012,1.4000000000000001,183,10.3
2020,1,3,16,0,21.200000000000003,0.41000000000000003,0.0925,0.7000000000000001,117,892,713,0,11.5,117,892,0,713,0.311,53.95,48.15,0.22,1012,1.4000000000000001,181,10.600000000000001
2020,1,3,17,0,20.5,0.45,0.0896,0.7000000000000001,99,801,485,0,11.700000000000001,99,801,0,485,0.309,56.99,61.160000000000004,0.22,1012,1.4000000000000001,177,10.600000000000001
2020,1,3,18,0,19.8,0.46,0.08750000000000001,0.7000000000000001,73,622,246,0,11.700000000000001,73,622,0,246,0.307,59.71,73.87,0.22,1012,1.4000000000000001,175,10.700000000000001
2020,1,3,19,0,19.1,0.47000000000000003,0.085,0.7000000000000001,28,201,42,1,11.9,28,201,0,42,0.307,62.93,86.06,0.22,1013,1.4000000000000001,172,10.600000000000001
2020,1,3,20,0,18.8,0.48,0.0835,0.7000000000000001,0,0,0,1,12,0,0,0,0,0.307,64.51,97.93,0.22,1013,1.4000000000000001,170,10.4
2020,1,3,21,0,18.6,0.5,0.08270000000000001,0.7000000000000001,0,0,0,1,11.9,0,0,0,0,0.307,65.24,108.62,0.22,1013,1.4000000000000001,167,10.200000000000001
2020,1,3,22,0,18.400000000000002,0.53,0.0814,0.7000000000000001,0,0,0,1,11.9,0,0,0,0,0.307,65.86,117.79,0.22,1013,1.4000000000000001,164,10
2020,1,3,23,0,18.2,0.55,0.0806,0.7000000000000001,0,0,0,1,11.9,0,0,0,0,0.306,66.77,124.67,0.22,1013,1.4000000000000001,162,9.700000000000001
2020,1,4,0,0,18.1,0.58,0.08120000000000001,0.7000000000000001,0,0,0,1,12.100000000000001,0,0,0,0,0.304,68.04,128.33,0.22,1013,1.5,160,9.4
2020,1,4,1,0,18.1,0.61,0.08070000000000001,0.7000000000000001,0,0,0,1,12.3,0,0,0,0,0.3,68.9,128.07,0.22,1012,1.4000000000000001,157,9.3
2020,1,4,2,0,18.1,0.65,0.0762,0.7000000000000001,0,0,0,1,12.3,0,0,0,0,0.296,68.99,123.96000000000001,0.22,1012,1.4000000000000001,153,9.1
2020,1,4,3,0,18.2,0.74,0.0682,0.7000000000000001,0,0,0,1,12,0,0,0,0,0.295,67,116.74000000000001,0.22,1011,1.3,148,8.8
2020,1,4,4,0,18.1,0.88,0.0599,0.7000000000000001,0,0,0,1,11.4,0,0,0,0,0.295,64.8,107.33,0.22,1011,1.1,140,8.5
2020,1,4,5,0,17.6,0.97,0.0558,0.7000000000000001,0,0,0,1,10.600000000000001,0,0,0,0,0.295,63.47,96.49000000000001,0.22,1012,1.1,129,8.6
2020,1,4,6,0,18.2,0.99,0.0565,0.7000000000000001,30,385,67,0,9.4,30,385,0,67,0.294,56.42,84.57000000000001,0.22,1013,1,119,9.4
2020,1,4,7,0,19.6,0.98,0.0562,0.7000000000000001,63,738,288,0,8.5,63,738,0,288,0.292,48.59,72.28,0.22,1013,1,111,9.9
2020,1,4,8,0,21.3,0.97,0.0548,0.7000000000000001,82,889,532,0,8.200000000000001,82,889,0,532,0.29,42.84,59.52,0.22,1013,1,110,9.1
2020,1,4,9,0,23,0.96,0.0536,0.7000000000000001,94,968,760,0,7.9,94,968,0,760,0.289,37.89,46.49,0.22,1012,1,116,8.200000000000001
2020,1,4,10,0,24.5,0.9500000000000001,0.053000000000000005,0.7000000000000001,102,1013,949,0,7.7,102,1013,0,949,0.28800000000000003,34.25,33.33,0.22,1012,1,125,7.4
2020,1,4,11,0,25.700000000000003,0.96,0.0572,0.7000000000000001,110,1031,1077,0,7.9,110,1031,0,1077,0.28700000000000003,32.25,20.240000000000002,0.22,1011,1.1,139,7.1000000000000005
2020,1,4,12,0,26.5,0.97,0.058800000000000005,0.7000000000000001,113,1041,1144,0,8.4,113,1041,0,1144,0.28600000000000003,31.86,8.22,0.22,1010,1.1,152,7.2
2020,1,4,13,0,26.900000000000002,0.97,0.060000000000000005,0.7000000000000001,114,1036,1136,0,9,114,1036,0,1136,0.28500000000000003,32.44,9.47,0.22,1009,1.2000000000000002,164,7.7
2020,1,4,14,0,27,0.98,0.06520000000000001,0.7000000000000001,113,1019,1059,0,9.600000000000001,113,1019,0,1059,0.28300000000000003,33.62,21.81,0.22,1009,1.2000000000000002,171,8.3
2020,1,4,15,0,26.900000000000002,0.97,0.0668,0.7000000000000001,108,986,917,0,10.200000000000001,108,986,0,917,0.281,35.03,34.93,0.22,1008,1.3,173,8.8
2020,1,4,16,0,26.6,0.97,0.06760000000000001,0.7000000000000001,99,935,724,0,10.600000000000001,99,935,0,724,0.281,36.63,48.08,0.22,1007,1.3,173,9
2020,1,4,17,0,26.1,0.99,0.0692,0.7000000000000001,85,843,493,0,11.200000000000001,85,843,0,493,0.281,39.4,61.09,0.22,1007,1.4000000000000001,172,9.1
2020,1,4,18,0,25.400000000000002,1.02,0.07200000000000001,0.7000000000000001,64,668,251,0,12.200000000000001,64,668,0,251,0.28200000000000003,43.77,73.82000000000001,0.22,1007,1.5,172,9.1
2020,1,4,19,0,24.200000000000003,1.08,0.0758,0.7000000000000001,25,259,43,0,13.200000000000001,25,259,0,43,0.28200000000000003,50.17,86.02,0.22,1008,1.6,171,8.8
2020,1,4,20,0,23.900000000000002,1.1500000000000001,0.0811,0.7000000000000001,0,0,0,3,13.700000000000001,0,0,0,0,0.28200000000000003,52.95,97.9,0.22,1008,1.6,164,8.4
2020,1,4,21,0,23.8,1.22,0.0873,0.7000000000000001,0,0,0,1,13.700000000000001,0,0,0,0,0.28400000000000003,53.08,108.61,0.22,1008,1.7000000000000002,152,8.1
2020,1,4,22,0,23.6,1.3,0.096,0.7000000000000001,0,0,0,1,13.4,0,0,0,0,0.28400000000000003,52.76,117.81,0.22,1008,1.7000000000000002,143,7.7
2020,1,4,23,0,23.400000000000002,1.37,0.111,0.7000000000000001,0,0,0,1,12.8,0,0,0,0,0.28300000000000003,51.38,124.72,0.22,1008,1.7000000000000002,133,7.4
2020,1,5,0,0,23.1,1.45,0.1358,0.7000000000000001,0,0,0,1,12.5,0,0,0,0,0.28200000000000003,51.32,128.42000000000002,0.22,1007,1.8,121,6.9
2020,1,5,1,0,22.8,1.53,0.15990000000000001,0.7000000000000001,0,0,0,1,12.600000000000001,0,0,0,0,0.281,52.44,128.19,0.22,1007,1.8,113,5.800000000000001
2020,1,5,2,0,22.200000000000003,1.58,0.166,0.7000000000000001,0,0,0,1,12.700000000000001,0,0,0,0,0.28,55.04,124.09,0.22,1007,1.8,109,4.7
2020,1,5,3,0,21.8,1.59,0.1544,0.7000000000000001,0,0,0,1,12.9,0,0,0,0,0.279,56.86,116.88,0.22,1007,1.7000000000000002,101,4.3
2020,1,5,4,0,21.400000000000002,1.57,0.1368,0.7000000000000001,0,0,0,1,12.9,0,0,0,0,0.278,58.42,107.48,0.22,1007,1.6,90,4.3
2020,1,5,5,0,21.1,1.56,0.12390000000000001,0.7000000000000001,0,0,0,1,13.100000000000001,0,0,0,0,0.278,60.230000000000004,96.64,0.22,1008,1.6,83,4.5
2020,1,5,6,0,22,1.55,0.1188,0.7000000000000001,31,284,57,0,13.4,31,284,0,57,0.277,58.15,84.71000000000001,0.22,1008,1.6,79,5.7
2020,1,5,7,0,23.6,1.54,0.11900000000000001,0.7000000000000001,74,633,265,0,13.600000000000001,74,633,0,265,0.276,53.46,72.42,0.22,1009,1.7000000000000002,71,7.300000000000001
2020,1,5,8,0,25.5,1.52,0.12290000000000001,0.7000000000000001,100,790,500,0,14.100000000000001,100,790,0,500,0.275,49.45,59.65,0.22,1008,1.8,65,7.1000000000000005
2020,1,5,9,0,27.200000000000003,1.49,0.1291,0.7000000000000001,120,872,719,0,15.5,120,872,0,719,0.274,48.81,46.62,0.22,1008,1.9000000000000001,61,5.2
2020,1,5,10,0,28.8,1.46,0.1353,0.7000000000000001,135,917,900,0,16.1,135,917,0,900,0.273,46.15,33.46,0.22,1007,2,57,3.6
2020,1,5,11,0,30.6,1.4000000000000001,0.0911,0.7000000000000001,122,978,1039,0,15.100000000000001,122,978,0,1039,0.272,39.07,20.37,0.22,1006,2.1,56,2.4000000000000004
2020,1,5,12,0,32.1,1.36,0.0956,0.7000000000000001,128,984,1102,0,13.600000000000001,128,984,0,1102,0.271,32.6,8.370000000000001,0.22,1006,2.2,72,0.9
2020,1,5,13,0,31.700000000000003,1.34,0.1003,0.7000000000000001,130,978,1095,0,14.5,130,978,0,1095,0.27,35.38,9.450000000000001,0.22,1005,2.3000000000000003,198,0.9
2020,1,5,14,0,31.200000000000003,1.33,0.08710000000000001,0.7000000000000001,120,971,1022,0,15.200000000000001,120,971,0,1022,0.27,37.96,21.740000000000002,0.22,1005,2.4000000000000004,206,2.6
2020,1,5,15,0,30.400000000000002,1.32,0.0926,0.7000000000000001,116,935,882,0,15,116,935,0,882,0.269,39.34,34.86,0.22,1004,2.5,203,5.300000000000001
2020,1,5,16,0,29.3,1.3,0.09960000000000001,0.7000000000000001,108,872,692,0,15.8,108,872,0,692,0.269,44.160000000000004,48.02,0.22,1004,2.6,198,6.800000000000001
2020,1,5,17,0,28.3,1.28,0.1042,0.7000000000000001,94,774,469,0,16.3,94,774,0,469,0.269,48.300000000000004,61.03,0.22,1005,2.6,193,7.4
2020,1,5,18,0,26.900000000000002,1.25,0.10540000000000001,0.7000000000000001,70,599,237,0,16.5,70,599,0,237,0.268,52.870000000000005,73.77,0.22,1005,2.5,184,7.800000000000001
2020,1,5,19,0,25.1,1.22,0.10540000000000001,0.7000000000000001,25,208,40,0,17,25,208,0,40,0.268,60.96,85.98,0.22,1006,2.5,178,8
2020,1,5,20,0,24,1.17,0.10600000000000001,0.7000000000000001,0,0,0,0,17.900000000000002,0,0,0,0,0.268,68.65,97.88,0.22,1006,2.5,176,7.800000000000001
2020,1,5,21,0,23.5,1.11,0.10790000000000001,0.7000000000000001,0,0,0,0,18.400000000000002,0,0,0,0,0.268,73.15,108.61,0.22,1007,2.5,177,7.7
2020,1,5,22,0,23.200000000000003,1.04,0.1121,0.7000000000000001,0,0,0,0,18.900000000000002,0,0,0,0,0.268,76.9,117.83,0.22,1007,2.5,176,7.5
2020,1,5,23,0,22.900000000000002,1,0.1154,0.7000000000000001,0,0,0,0,19,0,0,0,0,0.267,78.48,124.78,0.22,1006,2.5,173,7.6000000000000005
2020,1,6,0,0,22.700000000000003,1,0.11610000000000001,0.7000000000000001,0,0,0,1,18.5,0,0,0,0,0.266,77.43,128.51,0.22,1006,2.6,170,7.7
2020,1,6,1,0,22.5,1,0.1169,0.7000000000000001,0,0,0,1,18.1,0,0,0,0,0.265,76.05,128.31,0.22,1005,2.6,170,7.5
2020,1,6,2,0,22.3,1.01,0.1178,0.7000000000000001,0,0,0,1,17.7,0,0,0,0,0.265,75.01,124.24000000000001,0.22,1005,2.7,168,7.2
2020,1,6,3,0,22.1,1.01,0.11720000000000001,0.7000000000000001,0,0,0,1,17.2,0,0,0,0,0.265,73.89,117.03,0.22,1005,2.6,166,6.800000000000001
2020,1,6,4,0,21.8,1.02,0.11510000000000001,0.7000000000000001,0,0,0,1,16.8,0,0,0,0,0.266,73.23,107.63,0.22,1005,2.6,163,6.300000000000001
2020,1,6,5,0,21.8,1.04,0.11180000000000001,0.7000000000000001,0,0,0,1,16.3,0,0,0,0,0.267,71.07000000000001,96.79,0.22,1005,2.5,158,5.800000000000001
2020,1,6,6,0,22.8,1.05,0.108,0.7000000000000001,32,247,54,0,15.700000000000001,32,247,0,54,0.268,64.14,84.85000000000001,0.22,1006,2.5,152,5.9
2020,1,6,7,0,24.3,1.07,0.1053,0.7000000000000001,74,619,259,0,14.9,74,619,0,259,0.27,55.9,72.56,0.22,1006,2.4000000000000004,153,5.300000000000001
2020,1,6,8,0,26.700000000000003,1.07,0.10490000000000001,0.7000000000000001,98,786,493,0,14.600000000000001,98,786,0,493,0.271,47.42,59.79,0.22,1006,2.4000000000000004,154,4.7
2020,1,6,9,0,28.900000000000002,1.06,0.1048,0.7000000000000001,114,875,714,0,14.4,114,875,0,714,0.272,41.17,46.76,0.22,1006,2.4000000000000004,158,4
2020,1,6,10,0,29.900000000000002,1.05,0.1041,0.7000000000000001,125,928,898,0,14.4,125,928,0,898,0.273,38.980000000000004,33.59,0.22,1006,2.4000000000000004,172,4
2020,1,6,11,0,30.5,1.05,0.0975,0.7000000000000001,129,963,1030,0,14.8,129,963,0,1030,0.274,38.5,20.51,0.22,1005,2.4000000000000004,182,4.5
2020,1,6,12,0,30.700000000000003,1.04,0.094,0.7000000000000001,130,978,1097,0,15.3,130,978,0,1097,0.274,39.22,8.52,0.22,1005,2.4000000000000004,189,5.1000000000000005
2020,1,6,13,0,30.8,1.03,0.09040000000000001,0.7000000000000001,128,980,1095,0,15.5,128,980,0,1095,0.274,39.65,9.44,0.22,1004,2.4000000000000004,191,5.6000000000000005
2020,1,6,14,0,30.700000000000003,1.04,0.07390000000000001,0.7000000000000001,116,980,1026,0,15.700000000000001,116,980,0,1026,0.273,40.35,21.69,0.22,1003,2.4000000000000004,192,6.1000000000000005
2020,1,6,15,0,30.200000000000003,1.01,0.0753,0.7000000000000001,110,949,890,0,15.9,110,949,0,890,0.272,42.18,34.800000000000004,0.22,1003,2.4000000000000004,190,6.9
2020,1,6,16,0,29.3,0.97,0.079,0.7000000000000001,102,891,699,0,16.2,102,891,0,699,0.271,45.22,47.96,0.22,1003,2.5,184,7.6000000000000005
2020,1,6,17,0,27.8,0.93,0.08320000000000001,0.7000000000000001,89,796,475,0,16.6,89,796,0,475,0.27,50.63,60.980000000000004,0.22,1003,2.5,181,8.3
2020,1,6,18,0,25.900000000000002,0.91,0.08750000000000001,0.7000000000000001,68,614,240,0,17.2,68,614,0,240,0.27,58.79,73.73,0.22,1003,2.6,180,8.8
2020,1,6,19,0,24.200000000000003,0.89,0.09140000000000001,0.7000000000000001,26,207,41,0,17.900000000000002,26,207,0,41,0.269,68.11,85.95,0.22,1004,2.7,181,8.9
2020,1,6,20,0,23.400000000000002,0.86,0.0944,0.7000000000000001,0,0,0,0,18.3,0,0,0,0,0.269,73.13,97.86,0.22,1004,2.7,181,8.9
2020,1,6,21,0,23.200000000000003,0.8200000000000001,0.0981,0.7000000000000001,0,0,0,0,18.400000000000002,0,0,0,0,0.268,74.51,108.61,0.22,1005,2.7,178,9
2020,1,6,22,0,22.900000000000002,0.79,0.1012,0.7000000000000001,0,0,0,0,18.3,0,0,0,0,0.268,75.36,117.86,0.22,1005,2.7,175,9
2020,1,6,23,0,22.5,0.78,0.1013,0.7000000000000001,0,0,0,0,18.2,0,0,0,0,0.267,76.47,124.84,0.22,1005,2.7,171,8.6
2020,1,7,0,0,22.3,0.81,0.0974,0.7000000000000001,0,0,0,0,18,0,0,0,0,0.267,76.59,128.61,0.22,1004,2.6,166,8
