latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
-28.43585205078125,114.54545593261719,71.0,28800,Australia/Perth,GMT+8

time,wind_speed_10m (m/s),wind_direction_10m (deg),temperature_2m (C),surface_pressure (hPa),relative_humidity_2m (percent),shortwave_radiation (W/m**2),direct_normal_irradiance (W/m**2),diffuse_radiation (W/m**2),dew_point_2m (C),snow_depth (m),rain (mm),albedo (percent)
2023-12-30 16:00:00,2.7802877,232.3057,20.8,1005.47546,90.28737,0.0,0.0,0.0,19.15,0.0,0.0,
2023-12-30 17:00:00,2.86007,233.53067,20.85,1004.9811,90.01005,0.0,0.0,0.0,19.15,0.0,0.0,
2023-12-30 18:00:00,3.4409301,234.46223,20.75,1004.8791,90.002846,0.0,0.0,0.0,19.05,0.0,0.0,
2023-12-30 19:00:00,4.0360875,228.01286,20.55,1004.7743,90.26981,0.0,0.0,0.0,18.9,0.0,0.0,
2023-12-30 20:00:00,4.4598207,222.27362,20.75,1004.8791,88.60926,0.0,0.0,0.0,18.8,0.0,0.0,
2023-12-30 21:00:00,4.327817,220.31403,20.6,1005.07306,88.87449,0.0,0.0,0.0,18.7,0.0,0.0,
2023-12-30 22:00:00,4.4687805,220.46214,20.85,1005.77454,86.971245,12.0,42.034687,9.0,18.6,0.0,0.0,
2023-12-30 23:00:00,4.9819674,218.48022,22.2,1006.2092,78.337654,141.0,357.5579,67.0,18.25,0.0,0.0,
2023-12-31 00:00:00,4.816638,221.63345,23.45,1006.73987,70.15413,364.0,621.9316,106.0,17.7,0.0,0.0,
2023-12-31 01:00:00,5.0990195,221.82008,24.35,1007.1613,66.8793,491.0,477.5966,201.0,17.8,0.0,0.0,
2023-12-31 02:00:00,5.0931325,223.4089,25.15,1007.18335,62.170498,686.0,586.27783,234.0,17.4,0.0,0.0,
2023-12-31 03:00:00,5.4451814,224.25603,25.65,1007.1969,60.923904,844.0,649.19244,263.0,17.55,0.0,0.0,
2023-12-31 04:00:00,5.5865912,225.72514,26.0,1007.0084,60.240345,902.0,607.7862,312.0,17.7,0.0,0.0,
2023-12-31 05:00:00,5.8898215,229.82083,26.0,1006.4132,62.35997,963.0,668.5894,299.0,18.25,0.0,0.0,
2023-12-31 06:00:00,6.3031735,228.21558,26.05,1005.91846,62.76333,995.0,811.96967,215.0,18.4,0.0,0.0,
2023-12-31 07:00:00,6.529931,220.0302,25.9,1005.8152,62.337738,893.0,775.62744,214.0,18.15,0.0,0.0,
2023-12-31 08:00:00,6.4899926,213.6901,25.2,1005.3,65.39256,660.0,515.25995,277.0,18.25,0.0,0.0,
2023-12-31 09:00:00,6.400781,208.96756,24.45,1005.18024,67.5336,391.0,277.34073,232.0,18.05,0.0,0.0,
2023-12-31 10:00:00,6.2241464,203.6821,23.7,1005.4574,70.422295,297.0,469.5475,120.0,18.0,0.0,0.0,
2023-12-31 11:00:00,5.597321,198.75874,22.7,1005.9255,75.75499,105.0,310.16373,53.0,18.2,0.0,0.0,
2023-12-31 12:00:00,5.6320515,196.50444,22.05,1006.10565,80.05436,4.0,19.28935,3.0,18.45,0.0,0.0,
2023-12-31 13:00:00,5.491812,190.49142,21.45,1006.8823,82.52451,0.0,0.0,0.0,18.35,0.0,0.0,
2023-12-31 14:00:00,4.924429,192.90741,21.1,1007.0709,86.18267,0.0,0.0,0.0,18.7,0.0,0.0,
2023-12-31 15:00:00,4.554119,188.84174,20.7,1007.0595,88.32867,0.0,0.0,0.0,18.7,0.0,0.0,
2023-12-31 16:00:00,4.9162993,184.66678,20.85,1006.96466,86.15829,0.0,0.0,0.0,18.45,0.0,0.0,
2023-12-31 17:00:00,4.604346,182.4895,20.8,1006.26886,86.15338,0.0,0.0,0.0,18.4,0.0,0.0,
2023-12-31 18:00:00,4.7010636,178.78116,20.6,1005.86646,89.15273,0.0,0.0,0.0,18.75,0.0,0.0,
2023-12-31 19:00:00,4.7518415,171.52895,20.6,1005.569,89.992004,0.0,0.0,0.0,18.9,0.0,0.0,
2023-12-31 20:00:00,4.002499,167.00539,20.45,1005.26733,91.96863,0.0,0.0,0.0,19.1,0.0,0.0,
2023-12-31 21:00:00,3.2984846,165.96373,20.25,1005.36084,92.82157,0.0,0.0,0.0,19.05,0.0,0.0,
2023-12-31 22:00:00,3.710795,165.96373,20.5,1005.86365,92.25849,11.0,56.959167,7.0,19.2,0.0,0.0,
2023-12-31 23:00:00,4.2579336,170.53775,22.45,1006.2161,83.16008,147.0,429.9313,59.0,19.45,0.0,0.0,
2024-01-01 00:00:00,4.501111,178.727,24.35,1006.36774,73.235176,363.0,639.62103,99.0,19.25,0.0,0.0,
2024-01-01 01:00:00,4.8507733,188.29706,26.0,1006.51245,65.35576,596.0,809.3806,106.0,19.0,0.0,0.0,
2024-01-01 02:00:00,5.536244,200.07161,26.75,1006.53253,64.90528,798.0,895.34985,109.0,19.6,0.0,0.0,
2024-01-01 03:00:00,6.1717095,206.98015,27.3,1006.5474,62.06594,948.0,929.5777,117.0,19.4,0.0,0.0,
2024-01-01 04:00:00,7.068239,205.1148,27.7,1006.1613,55.37373,1039.0,945.17346,122.0,17.95,0.0,0.0,
2024-01-01 05:00:00,7.788453,195.6423,28.2,1005.8773,49.53985,1071.0,954.6353,123.0,16.65,0.0,0.0,
2024-01-01 06:00:00,8.354639,191.0409,28.35,1005.8815,46.223347,1037.0,953.20966,121.0,15.7,0.0,0.0,
2024-01-01 07:00:00,8.631338,190.00792,27.4,1005.6575,51.909107,936.0,934.806,117.0,16.65,0.0,0.0,
2024-01-01 08:00:00,8.881442,187.76508,25.9,1005.51764,62.533733,775.0,896.1642,108.0,18.2,0.0,0.0,
2024-01-01 09:00:00,8.620905,183.99083,24.75,1005.5852,67.593735,570.0,823.4165,97.0,18.35,0.0,0.0,
2024-01-01 10:00:00,8.20061,180.69868,23.65,1005.75336,70.63466,341.0,692.8665,79.0,18.0,0.0,0.0,
2024-01-01 11:00:00,8.009994,177.13765,22.25,1006.11127,74.73486,122.0,444.42383,47.0,17.55,0.0,0.0,
2024-01-01 12:00:00,7.4545293,173.06575,21.4,1006.2859,79.714745,4.0,19.095095,3.0,17.75,0.0,0.0,
2024-01-01 13:00:00,7.467262,172.30405,21.3,1006.5806,73.40047,0.0,0.0,0.0,16.35,0.0,0.0,
2024-01-01 14:00:00,7.2993145,170.53775,20.8,1006.7648,81.156166,0.0,0.0,0.0,17.45,0.0,0.0,
2024-01-01 15:00:00,6.726812,168.85715,20.4,1006.4558,84.77017,0.0,0.0,0.0,17.75,0.0,0.0,
2024-01-01 16:00:00,6.8249536,169.0194,20.2,1005.85516,85.01642,0.0,0.0,0.0,17.6,0.0,0.0,
2024-01-01 17:00:00,7.119691,169.47926,20.3,1005.3621,83.16997,0.0,0.0,0.0,17.35,0.0,0.0,
2024-01-01 18:00:00,7.0611615,167.73524,20.6,1005.17224,77.60865,0.0,0.0,0.0,16.55,0.0,0.0,
2024-01-01 19:00:00,6.9123073,165.76268,20.9,1004.88324,74.27285,0.0,0.0,0.0,16.15,0.0,0.0,
2024-01-01 20:00:00,6.5734315,166.80939,20.95,1004.7856,72.64034,0.0,0.0,0.0,15.85,0.0,0.0,
2024-01-01 21:00:00,6.236986,167.96942,20.95,1004.7856,72.40854,0.0,0.0,0.0,15.8,0.0,0.0,
2024-01-01 22:00:00,6.1,169.61119,21.1,1005.18646,74.54346,11.0,43.444176,8.0,16.4,0.0,0.0,
2024-01-01 23:00:00,6.661081,172.23492,22.65,1005.428,67.81438,140.0,400.28207,59.0,16.4,0.0,0.0,
2024-01-02 00:00:00,5.2630787,165.69969,24.1,1005.56757,59.228016,359.0,647.8158,93.0,15.65,0.0,0.0,
2024-01-02 01:00:00,5.345091,162.58194,24.75,1005.6844,50.2347,598.0,820.12994,103.0,13.7,0.0,0.0,
2024-01-02 02:00:00,6.1008196,179.06084,26.25,1005.3286,44.48039,803.0,900.9564,111.0,13.2,0.0,0.0,
2024-01-02 03:00:00,7.668768,192.04256,26.1,1004.9278,48.67024,958.0,940.7223,118.0,14.45,0.0,0.0,
2024-01-02 04:00:00,9.289241,194.33546,25.45,1004.51337,52.915802,1055.0,961.19025,123.0,15.15,0.0,0.0,
2024-01-02 05:00:00,9.241753,193.13403,25.6,1003.92236,51.44401,1082.0,960.7786,128.0,14.85,0.0,0.0,
2024-01-02 06:00:00,8.876937,194.34937,25.85,1003.8301,51.343594,1046.0,961.21906,122.0,15.05,0.0,0.0,
2024-01-02 07:00:00,9.178235,191.30989,25.15,1003.41406,55.269012,940.0,938.65485,117.0,15.55,0.0,0.0,
2024-01-02 08:00:00,8.657945,186.63242,24.85,1002.71155,56.80942,777.0,896.3842,109.0,15.7,0.0,0.0,
2024-01-02 09:00:00,8.5,188.79733,24.5,1002.3054,62.22186,571.0,823.59686,97.0,16.8,0.0,0.0,
2024-01-02 10:00:00,7.8638415,187.30566,24.0,1002.29156,66.17789,341.0,688.17664,80.0,17.3,0.0,0.0,
2024-01-02 11:00:00,6.6910386,189.46225,23.15,1002.3671,72.34181,122.0,441.70712,47.0,17.9,0.0,0.0,
2024-01-02 12:00:00,5.8008623,180.98773,23.05,1002.2655,76.04839,4.0,18.916208,3.0,18.6,0.0,0.0,
2024-01-02 13:00:00,7.692204,164.15686,23.3,1002.47076,69.90495,0.0,0.0,0.0,17.5,0.0,0.0,
2024-01-02 14:00:00,7.17844,161.31256,22.95,1002.8577,71.62567,0.0,0.0,0.0,17.55,0.0,0.0,
2024-01-02 15:00:00,6.4257298,159.02643,22.8,1002.7544,73.89084,0.0,0.0,0.0,17.9,0.0,0.0,
2024-01-02 16:00:00,5.5036354,155.29759,23.1,1002.465,63.919964,0.0,0.0,0.0,15.9,0.0,0.0,
2024-01-02 17:00:00,5.920304,142.54935,24.15,1002.09717,44.93044,0.0,0.0,0.0,11.45,0.0,0.0,
2024-01-02 18:00:00,6.6483083,133.7812,24.35,1002.20184,46.79939,0.0,0.0,0.0,12.25,0.0,0.0,
2024-01-02 19:00:00,6.529931,130.0302,23.9,1002.3879,49.359287,0.0,0.0,0.0,12.65,0.0,0.0,
2024-01-02 20:00:00,6.6030297,125.13428,23.65,1002.6786,50.271786,0.0,0.0,0.0,12.7,0.0,0.0,
2024-01-02 21:00:00,6.9771056,117.29949,23.25,1003.0643,52.00758,0.0,0.0,0.0,12.85,0.0,0.0,
2024-01-02 22:00:00,7.2449985,110.1859,22.8,1003.8454,54.85789,11.0,44.20886,8.0,13.25,0.0,0.0,
2024-01-02 23:00:00,7.955501,104.56032,23.85,1004.3703,52.84682,150.0,480.03622,54.0,13.65,0.0,0.0,
2024-01-03 00:00:00,8.386298,98.22664,25.4,1004.7106,48.326183,372.0,710.01715,82.0,13.7,0.0,0.0,
2024-01-03 01:00:00,7.746612,101.16484,27.6,1004.7701,42.447083,597.0,827.65784,99.0,13.7,0.0,0.0,
2024-01-03 02:00:00,7.6118326,99.8335,29.6,1004.62506,36.46427,797.0,896.1736,110.0,13.15,0.0,0.0,
2024-01-03 03:00:00,7.236712,101.154625,31.55,1004.27985,31.154144,953.0,936.2142,118.0,12.45,0.0,0.0,
2024-01-03 04:00:00,6.9857,103.24053,33.3,1003.3331,26.336803,1050.0,958.6679,121.0,11.4,0.0,0.0,
2024-01-03 05:00:00,6.332456,111.297424,34.6,1002.573,22.53952,1080.0,964.92676,122.0,10.15,0.0,0.0,
2024-01-03 06:00:00,5.0931325,133.4089,34.85,1001.98413,20.370222,1042.0,958.84735,120.0,8.85,0.0,0.0,
2024-01-03 07:00:00,4.837354,150.2552,35.0,1001.39246,19.463575,938.0,937.9712,115.0,8.3,0.0,0.0,
2024-01-03 08:00:00,6.2968245,169.93938,33.9,1000.86816,22.588383,776.0,895.31024,108.0,9.6,0.0,0.0,
2024-01-03 09:00:00,7.3437047,173.74606,31.4,1000.9027,39.790394,570.0,822.1129,96.0,16.1,0.0,0.0,
2024-01-03 10:00:00,6.926038,175.03035,29.7,1001.15564,53.48665,340.0,688.881,78.0,19.25,0.0,0.0,
2024-01-03 11:00:00,5.6885853,169.8754,28.7,1001.5258,56.49291,122.0,445.06094,46.0,19.2,0.0,0.0,
2024-01-03 12:00:00,5.3,148.10925,29.45,1002.04193,37.875324,5.0,18.754517,4.0,13.6,0.0,0.0,
2024-01-03 13:00:00,6.9999995,126.86999,30.55,1002.4677,19.657352,0.0,0.0,0.0,4.8,0.0,0.0,
2024-01-03 14:00:00,6.6603303,131.34769,29.35,1003.1304,21.061085,0.0,0.0,0.0,4.8,0.0,0.0,
2024-01-03 15:00:00,7.340981,127.806595,28.15,1003.3961,22.975538,0.0,0.0,0.0,5.05,0.0,0.0,
2024-01-03 16:00:00,8.450444,110.79419,27.35,1003.3747,26.432938,0.0,0.0,0.0,6.4,0.0,0.0,
2024-01-03 17:00:00,8.316851,108.217186,26.4,1003.34894,29.428024,0.0,0.0,0.0,7.15,0.0,0.0,
2024-01-03 18:00:00,8.420215,105.852,25.6,1003.5256,30.854763,0.0,0.0,0.0,7.15,0.0,0.0,
2024-01-03 19:00:00,8.041144,100.750916,24.75,1004.09735,32.567825,0.0,0.0,0.0,7.2,0.0,0.0,
2024-01-03 20:00:00,8.075271,97.82899,24.0,1004.4737,35.00775,0.0,0.0,0.0,7.6,0.0,0.0,
2024-01-03 21:00:00,8.130191,94.93913,23.35,1005.05084,38.179874,0.0,0.0,0.0,8.3,0.0,0.0,
2024-01-03 22:00:00,8.030566,95.00056,23.0,1005.7353,40.338253,10.0,45.016026,7.0,8.8,0.0,0.0,
2024-01-03 23:00:00,9.313432,93.07739,24.05,1006.2604,39.42616,152.0,496.01993,54.0,9.4,0.0,0.0,
2024-01-04 00:00:00,10.301942,88.887634,25.1,1006.38855,37.90643,379.0,728.6337,83.0,9.75,0.0,0.0,
2024-01-04 01:00:00,9.319335,93.691315,27.7,1005.36774,32.40634,610.0,850.27,100.0,9.7,0.0,0.0,
2024-01-04 02:00:00,9.202173,91.24534,29.5,1005.01917,28.608877,812.0,916.2267,111.0,9.4,0.0,0.0,
2024-01-04 03:00:00,8.602325,91.33219,31.55,1004.27985,24.105291,967.0,954.1629,117.0,8.6,0.0,0.0,
2024-01-04 04:00:00,7.7103825,92.97367,33.4,1003.7325,20.70858,1063.0,972.6793,121.0,7.9,0.0,0.0,
2024-01-04 05:00:00,6.8183575,94.205284,34.85,1003.07544,18.460146,1093.0,978.1611,122.0,7.4,0.0,0.0,
2024-01-04 06:00:00,5.80517,100.92277,35.9,1002.5069,16.833527,1054.0,971.057,120.0,6.9,0.0,0.0,
2024-01-04 07:00:00,4.560702,127.875046,35.6,1001.80475,16.536215,949.0,949.8515,115.0,6.4,0.0,0.0,
2024-01-04 08:00:00,4.967897,139.89915,35.7,1001.41046,15.669406,787.0,909.0159,108.0,5.7,0.0,0.0,
2024-01-04 09:00:00,5.3665633,153.43501,35.05,1001.29456,16.074577,580.0,836.293,97.0,5.55,0.0,0.0,
2024-01-04 10:00:00,5.9506307,155.15764,33.6,1001.75354,17.426226,349.0,705.4317,80.0,5.55,0.0,0.0,
2024-01-04 11:00:00,6.041523,155.55606,31.4,1002.3908,20.004469,126.0,460.22183,47.0,5.75,0.0,0.0,
2024-01-04 12:00:00,6.0,143.13002,30.45,1003.0604,20.117556,5.0,18.607225,4.0,5.05,0.0,0.0,
2024-01-04 13:00:00,5.500909,152.96922,27.0,1003.5637,48.440586,0.0,0.0,0.0,15.2,0.0,0.0,
2024-01-04 14:00:00,6.296825,133.06943,28.1,1003.79144,25.125982,0.0,0.0,0.0,6.3,0.0,0.0,
2024-01-04 15:00:00,7.2449985,116.21132,27.95,1003.6884,21.905268,0.0,0.0,0.0,4.2,0.0,0.0,
2024-01-04 16:00:00,8.032434,108.886185,27.05,1003.36646,25.105455,0.0,0.0,0.0,5.4,0.0,0.0,
2024-01-04 17:00:00,8.561542,104.198586,26.1,1003.2416,29.24425,0.0,0.0,0.0,6.8,0.0,0.0,
2024-01-04 18:00:00,8.766414,101.18172,25.35,1003.22107,31.747679,0.0,0.0,0.0,7.35,0.0,0.0,
2024-01-04 19:00:00,8.414867,93.40637,24.7,1003.69946,33.68456,0.0,0.0,0.0,7.65,0.0,0.0,
2024-01-04 20:00:00,8.448076,83.88459,24.05,1004.1774,35.623257,0.0,0.0,0.0,7.9,0.0,0.0,
2024-01-04 21:00:00,8.620905,86.00917,23.5,1004.55896,37.70784,0.0,0.0,0.0,8.25,0.0,0.0,
2024-01-04 22:00:00,8.329466,85.17932,23.15,1004.946,39.570755,10.0,45.866913,7.0,8.65,0.0,0.0,
2024-01-04 23:00:00,8.030566,84.99945,24.3,1005.47375,38.062984,151.0,502.24216,53.0,9.1,0.0,0.0,
2024-01-05 00:00:00,8.174351,82.266495,26.25,1005.52704,35.525475,379.0,732.6486,83.0,9.8,0.0,0.0,
2024-01-05 01:00:00,6.8249536,79.019394,29.7,1004.92535,27.997152,610.0,854.655,99.0,9.25,0.0,0.0,
2024-01-05 02:00:00,5.8694124,81.1797,32.15,1004.4937,23.696175,814.0,923.281,109.0,8.85,0.0,0.0,
2024-01-05 03:00:00,4.00125,88.56794,33.95,1003.9454,19.809546,972.0,960.92993,117.0,7.7,0.0,0.0,
2024-01-05 04:00:00,2.3259406,154.5367,34.4,1003.5598,18.734476,1069.0,979.49023,121.0,7.25,0.0,0.0,
2024-01-05 05:00:00,6.1351447,199.0257,33.8,1003.24677,24.124062,1098.0,982.35065,123.0,10.5,0.0,0.0,
2024-01-05 06:00:00,9.425497,197.28159,32.1,1003.0043,30.596258,1057.0,972.8926,121.0,12.65,0.0,0.0,
2024-01-05 07:00:00,10.316008,191.7456,30.5,1002.9624,35.426167,950.0,949.2345,116.0,13.5,0.0,0.0,
2024-01-05 08:00:00,10.100495,180.56726,29.5,1002.936,35.845703,785.0,905.36224,108.0,12.8,0.0,0.0,
2024-01-05 09:00:00,9.300538,179.38396,29.0,1002.8236,38.999725,579.0,833.22186,97.0,13.65,0.0,0.0,
2024-01-05 10:00:00,8.329466,175.17932,27.0,1003.2661,49.223984,347.0,701.09607,79.0,15.45,0.0,0.0,
2024-01-05 11:00:00,7.3979726,166.71512,25.45,1003.2239,54.640152,125.0,452.25067,47.0,15.65,0.0,0.0,
2024-01-05 12:00:00,7.4946647,161.3232,24.5,1003.2973,59.511845,5.0,18.477766,4.0,16.1,0.0,0.0,
2024-01-05 13:00:00,6.5551505,158.52315,24.4,1003.9888,57.8009,0.0,0.0,0.0,15.55,0.0,0.0,
2024-01-05 14:00:00,4.802083,148.62704,24.45,1003.79156,55.808064,0.0,0.0,0.0,15.05,0.0,0.0,
2024-01-05 15:00:00,4.6690474,133.26433,24.9,1003.40717,46.034996,0.0,0.0,0.0,12.5,0.0,0.0,
2024-01-05 16:00:00,4.992995,122.73522,26.4,1002.95215,27.759579,0.0,0.0,0.0,6.3,0.0,0.0,
2024-01-05 17:00:00,5.3712196,114.1791,26.4,1002.4562,27.285038,0.0,0.0,0.0,6.05,0.0,0.0,
2024-01-05 18:00:00,5.7870545,108.121956,25.9,1002.34344,28.690958,0.0,0.0,0.0,6.35,0.0,0.0,
2024-01-05 19:00:00,6.2968245,100.06063,25.55,1002.2348,29.903471,0.0,0.0,0.0,6.65,0.0,0.0,
2024-01-05 20:00:00,6.6030297,91.73567,25.2,1002.52264,30.954374,0.0,0.0,0.0,6.85,0.0,0.0,
2024-01-05 21:00:00,6.8066144,87.47394,24.85,1002.8107,32.04326,0.0,0.0,0.0,7.05,0.0,0.0,
2024-01-05 22:00:00,7.034913,84.2895,24.65,1003.4005,32.763027,9.0,46.761063,6.0,7.2,0.0,0.0,
2024-01-05 23:00:00,6.562012,82.11695,26.4,1003.7457,30.24337,148.0,498.31647,52.0,7.55,0.0,0.0,
2024-01-06 00:00:00,7.4525166,78.38854,28.75,1003.80896,27.551052,376.0,731.7692,82.0,8.2,0.0,0.0,
2024-01-06 01:00:00,6.293648,72.42865,32.05,1003.1022,23.590385,604.0,849.0231,98.0,8.7,0.0,0.0,
2024-01-06 02:00:00,4.3863425,65.77226,34.8,1002.57806,19.153173,809.0,918.5672,109.0,7.9,0.0,0.0,
2024-01-06 03:00:00,1.1,180.0,35.0,1002.2854,17.15293,967.0,956.4726,117.0,6.45,0.0,0.0,
2024-01-06 04:00:00,5.936329,212.61923,34.35,1001.77277,24.835928,1065.0,975.98584,121.0,11.4,0.0,0.0,
2024-01-06 05:00:00,7.602631,206.56499,32.85,1001.8332,30.204386,1095.0,980.5146,122.0,13.1,0.0,0.0,
2024-01-06 06:00:00,7.467262,200.37651,32.45,1001.8229,29.703478,1053.0,967.48145,122.0,12.5,0.0,0.0,
2024-01-06 07:00:00,7.3082147,196.69933,32.2,1001.4198,32.160183,949.0,944.10944,119.0,13.5,0.0,0.0,
2024-01-06 08:00:00,7.4464755,194.78278,31.1,1001.1925,35.823853,787.0,903.1115,111.0,14.2,0.0,0.0,
2024-01-06 09:00:00,7.1344237,185.63058,29.85,1001.2586,38.982964,581.0,835.42566,97.0,14.4,0.0,0.0,
2024-01-06 10:00:00,7.302739,181.56932,27.9,1001.70276,47.603165,350.0,707.35254,79.0,15.75,0.0,0.0,
2024-01-06 11:00:00,6.4629717,171.99536,26.2,1001.95483,52.09794,127.0,456.11127,48.0,15.6,0.0,0.0,
2024-01-06 12:00:00,6.281719,166.18495,24.9,1002.4153,55.56207,5.0,18.362371,4.0,15.4,0.0,0.0,
2024-01-06 13:00:00,5.903389,169.26115,23.6,1003.1732,66.51505,0.0,0.0,0.0,17.0,0.0,0.0,
2024-01-06 14:00:00,5.770615,171.02745,23.45,1003.2684,62.983902,0.0,0.0,0.0,16.0,0.0,0.0,
2024-01-06 15:00:00,4.341659,172.05663,22.9,1002.757,68.51379,0.0,0.0,0.0,16.8,0.0,0.0,
2024-01-06 16:00:00,3.4785054,161.56496,22.1,1002.2391,76.377495,0.0,0.0,0.0,17.75,0.0,0.0,
2024-01-06 17:00:00,2.505993,151.38963,21.5,1001.62726,80.73759,0.0,0.0,0.0,18.05,0.0,0.0,
2024-01-06 18:00:00,2.0124612,153.43501,21.0,1001.1173,82.9904,0.0,0.0,0.0,18.0,0.0,0.0,
2024-01-06 19:00:00,1.8788295,154.7989,20.55,1001.10474,84.51986,0.0,0.0,0.0,17.85,0.0,0.0,
2024-01-06 20:00:00,1.7691805,132.70937,19.8,1001.3812,83.11128,0.0,0.0,0.0,16.85,0.0,0.0,
2024-01-06 21:00:00,2.4596748,116.56499,19.8,1001.48035,67.45458,0.0,0.0,0.0,13.6,0.0,0.0,
2024-01-06 22:00:00,2.9410882,107.818985,20.85,1002.2041,45.9927,8.0,47.700756,5.0,8.8,0.0,0.0,
2024-01-06 23:00:00,2.4698179,158.62932,26.25,1002.74963,30.6166,143.0,483.83243,51.0,7.6,0.0,0.0,
2024-01-07 00:00:00,2.408319,175.23645,29.25,1002.92944,27.222633,367.0,715.8896,81.0,8.45,0.0,0.0,
2024-01-07 01:00:00,2.6019223,182.20255,31.45,1002.6897,25.758884,594.0,836.63446,97.0,9.5,0.0,0.0,
2024-01-07 02:00:00,3.7161808,203.80595,33.2,1002.4376,27.1942,797.0,904.64,109.0,11.8,0.0,0.0,
2024-01-07 03:00:00,5.5758405,212.54999,32.35,1002.2173,37.46476,953.0,944.12756,115.0,16.0,0.0,0.0,
2024-01-07 04:00:00,7.392564,210.03319,31.0,1001.88446,40.44839,1051.0,963.1787,120.0,16.0,0.0,0.0,
2024-01-07 05:00:00,7.2235723,201.94876,31.05,1001.58795,35.81,1081.0,966.60297,122.0,14.15,0.0,0.0,
2024-01-07 06:00:00,7.0342026,194.82652,31.1,1001.1925,38.5797,1045.0,961.0632,120.0,15.35,0.0,0.0,
2024-01-07 07:00:00,7.6902537,192.77124,30.55,1000.4836,42.573524,944.0,941.3071,116.0,16.4,0.0,0.0,
2024-01-07 08:00:00,7.4330344,190.85637,29.3,999.9546,47.67267,780.0,898.2591,107.0,17.05,0.0,0.0,
2024-01-07 09:00:00,6.9584484,187.43132,29.2,999.8529,49.95852,574.0,823.9273,96.0,17.7,0.0,0.0,
2024-01-07 10:00:00,6.8117547,183.3664,28.05,1000.11975,51.258633,345.0,692.88544,79.0,17.05,0.0,0.0,
2024-01-07 11:00:00,5.9,180.0,26.65,1000.37994,56.885715,126.0,448.66382,48.0,17.4,0.0,0.0,
2024-01-07 12:00:00,5.885576,170.21767,25.55,1000.74695,56.798813,5.0,18.264292,4.0,16.35,0.0,0.0,
2024-01-07 13:00:00,5.0249376,185.7105,25.3,1001.4344,54.079884,0.0,0.0,0.0,15.35,0.0,0.0,
2024-01-07 14:00:00,4.148494,195.37631,24.65,1001.31757,62.452995,0.0,0.0,0.0,17.0,0.0,0.0,
2024-01-07 15:00:00,3.1400635,189.16228,24.5,1001.1151,64.63043,0.0,0.0,0.0,17.4,0.0,0.0,
2024-01-07 16:00:00,3.7,198.92474,24.25,1000.9098,66.64858,0.0,0.0,0.0,17.65,0.0,0.0,
2024-01-07 17:00:00,3.2557642,190.6196,23.85,1000.6012,69.78956,0.0,0.0,0.0,18.0,0.0,0.0,
2024-01-07 18:00:00,3.0805843,193.13403,23.2,1000.2858,76.31008,0.0,0.0,0.0,18.8,0.0,0.0,
2024-01-07 19:00:00,1.7720045,196.38962,22.35,1000.1631,82.632545,0.0,0.0,0.0,19.25,0.0,0.0,
2024-01-07 20:00:00,1.746425,203.6294,21.7,1000.44244,87.59211,0.0,0.0,0.0,19.55,0.0,0.0,
2024-01-07 21:00:00,1.9235383,188.97255,21.75,1000.5432,88.41581,0.0,0.0,0.0,19.75,0.0,0.0,
2024-01-07 22:00:00,2.0880613,163.30067,21.9,1000.94403,86.52875,8.0,32.457962,6.0,19.55,0.0,0.0,
2024-01-07 23:00:00,2.8231187,157.06787,24.65,1001.11914,67.36203,139.0,469.0066,51.0,18.2,0.0,0.0,
2024-01-08 00:00:00,2.7,180.0,27.8,1001.00586,50.38771,362.0,707.3984,81.0,16.55,0.0,0.0,
2024-01-08 01:00:00,4.022437,214.8754,28.35,1000.9215,60.215534,586.0,825.86426,97.0,19.9,0.0,0.0,
2024-01-08 02:00:00,5.0990195,221.82008,28.65,1000.83014,59.175175,787.0,894.6144,108.0,19.9,0.0,0.0,
2024-01-08 03:00:00,5.672742,220.71075,28.9,1000.9359,52.952984,942.0,931.7596,116.0,18.35,0.0,0.0,
2024-01-08 04:00:00,6.046487,214.21576,29.6,1000.6569,50.69492,1041.0,953.47253,120.0,18.3,0.0,0.0,
2024-01-08 05:00:00,6.8007355,216.02747,28.7,1000.7322,56.14198,1074.0,960.77014,121.0,19.1,0.0,0.0,
2024-01-08 06:00:00,7.6216793,218.07283,27.7,1000.70544,62.54115,1037.0,952.6004,120.0,19.9,0.0,0.0,
2024-01-08 07:00:00,7.184706,214.7961,26.9,1000.98175,66.5657,932.0,928.32745,115.0,20.15,0.0,0.0,
2024-01-08 08:00:00,7.291776,205.15927,25.8,1001.05115,67.80296,773.0,885.4808,109.0,19.4,0.0,0.0,
2024-01-08 09:00:00,7.31642,201.65605,24.95,1001.1273,72.88494,568.0,812.5559,96.0,19.75,0.0,0.0,
2024-01-08 10:00:00,7.05762,200.74615,23.95,1001.49677,78.34688,333.0,644.8159,85.0,19.95,0.0,0.0,
2024-01-08 11:00:00,6.360031,196.44046,23.0,1002.2638,81.69061,118.0,384.16064,51.0,19.7,0.0,0.0,
2024-01-08 12:00:00,6.332456,195.5726,22.45,1002.6455,83.16008,5.0,18.182577,4.0,19.45,0.0,0.0,
2024-01-08 13:00:00,5.59017,190.3048,21.8,1003.3215,84.91871,0.0,0.0,0.0,19.15,0.0,0.0,
2024-01-08 14:00:00,5.632051,186.1154,21.65,1003.71423,85.70066,0.0,0.0,0.0,19.15,0.0,0.0,
