case,year,gea_region,mean_price_$/MWh,min_price_$/MWh,max_price_$/MWh,std_price_$/MWh,lcoe_$/MWh,spread_$/MWh,npv_$B,viable
HighRE,2030,MISO South,54.617568493150685,29.7,623.1,74.4287186850099,199.92925602570676,-145.31168753255608,-3.1159784098146055,False
HighRE,2030,Northern Grid East,43.85961187214612,16.2,870.8,85.83495418340193,199.92925602570676,-156.06964415356066,-3.470620295237342,False
HighRE,2030,Northern Grid South,50.447226027397264,14.7,1331.7,118.73418399486343,199.92925602570676,-149.48202999830949,-3.253456015183048,False
HighRE,2030,Northern Grid West,42.96084474885845,6.9,675.1,70.69587168146653,199.92925602570676,-156.96841127684831,-3.500248641807951,False
HighRE,2030,NYISO,54.64131278538813,39.0,192.5,18.11851143156558,199.92925602570676,-145.28794324031864,-3.1151956663193707,False
HighRE,2030,PJM East,55.69477168949773,28.7,958.5,94.85464084836856,199.92925602570676,-144.23448433620905,-3.0804678211410996,False
HighRE,2030,PJM West,52.03418949771689,16.3,681.0,98.06022991339194,199.92925602570676,-147.89506652798988,-3.20114090209621,False
HighRE,2030,SERTP,57.024143835616435,30.7,1432.2,120.03614002194273,199.92925602570676,-142.90511219009034,-3.0366443460206014,False
HighRE,2030,SPP North,30.64385844748858,10.6,152.9,18.59687737568008,199.92925602570676,-169.28539757821818,-3.9062847877536595,False
HighRE,2030,SPP South,31.98917808219178,12.8,122.7,17.82977082396051,199.92925602570676,-167.94007794351498,-3.861935595006792,False
HighRE,2030,West Connect North,37.29294520547945,19.2,290.4,29.308003691259163,199.92925602570676,-162.63631082022732,-3.687094029948481,False
HighRE,2030,West Connect South,49.92507990867579,17.5,1434.2,119.35482456152468,199.92925602570676,-150.00417611703097,-3.270668845698465,False
HighRELowNG,2030,CAISO,60.156609589041096,17.3,1803.5,144.31980264594802,199.92925602570676,-139.77264643666567,-2.9333809104116795,False
HighRELowNG,2030,ERCOT,46.5213698630137,17.8,1320.0,104.95811865302673,199.92925602570676,-153.40788616269305,-3.3828739967834838,False
HighRELowNG,2030,FRCC,58.28625570776256,31.9,1540.4,122.090863594271,199.92925602570676,-141.6430003179442,-2.9950381423779504,False
HighRELowNG,2030,ISONE,37.303732876712324,20.6,200.0,23.24774601912497,199.92925602570676,-162.62552314899443,-3.686738408504733,False
HighRELowNG,2030,MISO Central,52.6187899543379,25.8,773.6,85.66476911476246,199.92925602570676,-147.31046607136886,-3.1818692303969325,False
HighRELowNG,2030,MISO North,51.67197488584474,19.0,415.5,63.71648214561964,199.92925602570676,-148.25728113986202,-3.21308150358843,False
HighRELowNG,2030,MISO South,54.08505707762557,29.0,623.7,74.11536530127228,199.92925602570676,-145.84419894808119,-3.133532937971212,False
HighRELowNG,2030,Northern Grid East,44.126552511415525,16.4,906.2,88.5210676778021,199.92925602570676,-155.80270351429124,-3.461820452019754,False
HighRELowNG,2030,Northern Grid South,50.423356164383556,15.0,1364.5,121.63892340598177,199.92925602570676,-149.5058998613232,-3.254242898187155,False
HighRELowNG,2030,Northern Grid West,43.23296803652968,7.1,682.1,72.350261758883,199.92925602570676,-156.69628798917708,-3.4912779497697692,False
HighRELowNG,2030,NYISO,53.45925799086758,39.1,162.1,14.713663660280874,199.92925602570676,-146.4699980348392,-3.154162744898519,False
HighRELowNG,2030,PJM East,54.93922374429224,28.3,938.0,92.94003324106077,199.92925602570676,-144.99003228141453,-3.105374869687085,False
HighRELowNG,2030,PJM West,51.35678082191781,16.2,663.6,95.75862633699062,199.92925602570676,-148.57247520378894,-3.223472047168692,False
HighRELowNG,2030,SERTP,55.92095890410959,30.3,1377.5,115.59675787230087,199.92925602570676,-144.00829712159717,-3.0730114367110075,False
HighRELowNG,2030,SPP North,30.713789954337898,10.4,159.6,19.38899058630647,199.92925602570676,-169.21546607136887,-3.903979457632596,False
HighRELowNG,2030,SPP South,31.926643835616442,12.7,123.5,18.37412353492813,199.92925602570676,-168.00261219009033,-3.8639970704235713,False
HighRELowNG,2030,West Connect North,37.34441780821918,19.3,298.3,30.16199154033628,199.92925602570676,-162.58483821748757,-3.6853972076311665,False
HighRELowNG,2030,West Connect South,50.15478310502284,18.0,1464.2,121.99507055483423,199.92925602570676,-149.77447292068393,-3.263096555020039,False
LowNG,2030,CAISO,60.09382420091325,18.5,1766.1,141.56859794526562,199.92925602570676,-139.83543182479352,-2.935450664846196,False
LowNG,2030,ERCOT,45.502420091324204,18.4,1254.1,100.4485297040924,199.92925602570676,-154.42683593438255,-3.4164642296607477,False
LowNG,2030,FRCC,58.38393835616438,32.0,1523.1,121.3665570027026,199.92925602570676,-141.54531766954238,-2.9918179807968297,False
LowNG,2030,ISONE,37.49921232876713,21.1,202.9,23.597708281474386,199.92925602570676,-162.43004369693963,-3.680294322152612,False
LowNG,2030,MISO Central,51.19125570776256,24.9,709.0,79.47290239933858,199.92925602570676,-148.7380003179442,-3.228928672496053,False
LowNG,2030,MISO North,50.11908675799087,16.9,394.0,60.18258044963632,199.92925602570676,-149.81016926771588,-3.2642733044958088,False
LowNG,2030,MISO South,52.928367579908674,28.9,594.9,70.72702363468329,199.92925602570676,-147.0008884457981,-3.1716638357588147,False
LowNG,2030,Northern Grid East,40.97623287671233,15.7,691.1,71.62637757700872,199.92925602570676,-158.95302314899442,-3.565672450526053,False
LowNG,2030,Northern Grid South,47.97509132420091,15.6,1155.5,103.20321222840434,199.92925602570676,-151.95416470150585,-3.3349512789256774,False
LowNG,2030,Northern Grid West,39.73981735159818,8.6,581.6,61.616850208745696,199.92925602570676,-160.1894386741086,-3.606431560126505,False
LowNG,2030,NYISO,53.94972602739726,38.3,189.8,17.974531193175437,199.92925602570676,-145.9795299983095,-3.137994199575063,False
LowNG,2030,PJM East,54.08657534246576,28.1,873.8,87.55974686939979,199.92925602570676,-145.842680683241,-3.1334828875457945,False
LowNG,2030,PJM West,49.83377853881279,15.1,613.1,90.94495792273145,199.92925602570676,-150.09547748689397,-3.273678644965239,False
LowNG,2030,SERTP,55.56786529680365,30.3,1326.0,111.51810148747145,199.92925602570676,-144.3613907289031,-3.08465135933174,False
LowNG,2030,SPP North,29.74528538812785,9.4,161.4,19.978319656849212,199.92925602570676,-170.1839706375789,-3.935906736901472,False
LowNG,2030,SPP South,31.182716894977165,11.4,125.7,19.015376688599922,199.92925602570676,-168.7465391307296,-3.888521026239675,False
LowNG,2030,West Connect North,34.52858447488584,19.0,214.9,21.592679141709965,199.92925602570676,-165.40067155082093,-3.7782226834673263,False
LowNG,2030,West Connect South,47.88918949771689,18.1,1289.2,106.58682258877687,199.92925602570676,-152.04006652798986,-3.337783079311084,False
LowRE,2030,CAISO,59.732545662100456,19.2,1685.3,135.6428251343011,199.92925602570676,-140.19671036360631,-2.947360408181392,False
LowRE,2030,ERCOT,42.319006849315066,18.4,984.8,77.7808378883961,199.92925602570676,-157.6102491763917,-3.5214071769135313,False
LowRE,2030,FRCC,57.65880136986301,33.1,1408.3,109.53595089729329,199.92925602570676,-142.27045465584376,-3.0157225155585325,False
LowRE,2030,ISONE,37.9087899543379,21.1,204.2,23.634535482754067,199.92925602570676,-162.02046607136887,-3.6667923731787915,False
LowRE,2030,MISO Central,47.88230593607306,24.4,580.4,64.59284010520186,199.92925602570676,-152.0469500896337,-3.338009999660905,False
LowRE,2030,MISO North,46.75527397260275,16.2,335.8,50.37665697598069,199.92925602570676,-153.173982053104,-3.3751632207174405,False
LowRE,2030,MISO South,50.737009132420084,29.2,505.7,58.46540002588822,199.92925602570676,-149.19224689328666,-3.2439031576702853,False
LowRE,2030,Northern Grid East,38.410616438356165,15.6,541.7,58.91008963890515,199.92925602570676,-161.5186395873506,-3.650249390462184,False
LowRE,2030,Northern Grid South,46.11624429223744,15.8,975.4,86.68052771912703,199.92925602570676,-153.81301173346932,-3.39622918135195,False
LowRE,2030,Northern Grid West,36.63569634703197,9.9,469.4,49.835179286245875,199.92925602570676,-163.2935596786748,-3.708760595687988,False
LowRE,2030,NYISO,53.42619863013699,37.6,186.2,17.917885943691562,199.92925602570676,-146.50305739556978,-3.1552525646880394,False
LowRE,2030,PJM East,53.12176940639269,28.4,817.7,81.52114680590286,199.92925602570676,-146.8074866193141,-3.165288239462528,False
LowRE,2030,PJM West,48.49269406392694,15.1,567.1,84.99127631329597,199.92925602570676,-151.43656196177983,-3.3178882233675244,False
LowRE,2030,SERTP,54.910753424657536,31.0,1238.5,103.574358685236,199.92925602570676,-145.01850260104922,-3.106313409243389,False
LowRE,2030,SPP North,29.571929223744295,8.7,169.4,21.090857125042675,199.92925602570676,-170.35732680196247,-3.9416215170546653,False
LowRE,2030,SPP South,31.296757990867576,10.6,137.0,20.371051534737457,199.92925602570676,-168.6324980348392,-3.884761599548617,False
LowRE,2030,West Connect North,33.13408675799087,19.0,172.7,17.44595405756803,199.92925602570676,-166.7951692677159,-3.824193058414901,False
LowRE,2030,West Connect South,45.083002283105024,18.2,1024.9,85.44023010257949,199.92925602570676,-154.84625374260173,-3.430290565602305,False
LowREHighNG,2030,CAISO,62.34658675799086,19.1,1618.9,130.5840684348173,199.92925602570676,-137.58266926771591,-2.8611871230977686,False
LowREHighNG,2030,ERCOT,42.100936073059366,18.5,828.8,65.54930020308862,199.92925602570676,-157.8283199526474,-3.528595998543089,False
LowREHighNG,2030,FRCC,62.39518264840183,34.8,1470.1,113.33273452200845,199.92925602570676,-137.53407337730494,-2.8595851331654516,False
LowREHighNG,2030,ISONE,41.7376598173516,23.6,209.2,24.087277060993067,199.92925602570676,-158.19159620835518,-3.5405715977012013,False
LowREHighNG,2030,MISO Central,47.625296803652965,25.9,507.1,53.19535916585256,199.92925602570676,-152.3039592220538,-3.346482445358852,False
LowREHighNG,2030,MISO North,45.32848173515982,16.9,267.4,41.837130561085125,199.92925602570676,-154.60077429054695,-3.422198202082334,False
LowREHighNG,2030,MISO South,51.28534246575343,28.0,433.2,49.605565582451156,199.92925602570676,-148.64391355995332,-3.2258270513961818,False
LowREHighNG,2030,Northern Grid East,39.3674200913242,15.2,527.9,58.09356134767776,199.92925602570676,-160.56183593438257,-3.618707838156104,False
LowREHighNG,2030,Northern Grid South,48.46534246575343,15.1,978.3,86.3629429914416,199.92925602570676,-151.46391355995334,-3.3187898836629977,False
LowREHighNG,2030,Northern Grid West,38.54852739726028,9.6,467.2,49.346182187293664,199.92925602570676,-161.3807286284465,-3.6457030807670203,False
LowREHighNG,2030,NYISO,51.55085616438356,34.2,246.7,25.867505120996704,199.92925602570676,-148.3783998613232,-3.2170742480521057,False
LowREHighNG,2030,PJM East,48.18123287671233,31.0,471.7,46.1205665039405,199.92925602570676,-151.74802314899443,-3.3281557106386774,False
LowREHighNG,2030,PJM West,42.743013698630136,17.0,331.8,48.500702641003514,199.92925602570676,-157.18624232707663,-3.5074295607387596,False
LowREHighNG,2030,SERTP,54.34326484018265,31.4,971.9,83.59383438040419,199.92925602570676,-145.5859911855241,-3.1250209787795153,False
LowREHighNG,2030,SPP North,29.701643835616437,9.1,157.0,19.782338579456013,199.92925602570676,-170.22761219009033,-3.937345404392954,False
LowREHighNG,2030,SPP South,32.036929223744295,10.9,130.9,19.9664656172827,199.92925602570676,-167.89232680196247,-3.860361452679595,False
LowREHighNG,2030,West Connect North,34.71114155251142,18.8,190.6,19.464742251935956,199.92925602570676,-165.21811447319533,-3.7722045902097285,False
LowREHighNG,2030,West Connect South,47.03664383561643,18.0,986.1,82.48594431069748,199.92925602570676,-152.89261219009035,-3.3658877102989027,False
MidCase,2030,CAISO,60.19244292237443,18.3,1738.9,139.55263196733088,199.92925602570676,-139.73681310333234,-2.9321996451080534,False
MidCase,2030,ERCOT,45.66511415525114,18.1,1229.1,99.06130239550107,199.92925602570676,-154.26414187045563,-3.4111009314424323,False
MidCase,2030,FRCC,59.15167808219177,32.7,1557.6,122.46562352216489,199.92925602570676,-140.77757794351498,-2.966509023571563,False
MidCase,2030,ISONE,37.64557077625571,21.2,199.8,23.17598709100113,199.92925602570676,-162.28368524945105,-3.675469536406261,False
MidCase,2030,MISO Central,51.57593607305936,25.1,731.2,80.39854016777959,199.92925602570676,-148.3533199526474,-3.2162474752352637,False
MidCase,2030,MISO North,50.50376712328767,17.2,401.3,60.859517885994066,199.92925602570676,-149.4254889024191,-3.25159210723502,False
MidCase,2030,MISO South,53.7905593607306,29.1,609.3,72.05992679015283,199.92925602570676,-146.13869666497618,-3.143241215226057,False
MidCase,2030,Northern Grid East,40.95587899543379,15.8,690.8,71.42408475609352,199.92925602570676,-158.97337703027296,-3.566343427281825,False
MidCase,2030,Northern Grid South,48.20938356164383,15.4,1149.3,102.44527854850256,199.92925602570676,-151.71987246406292,-3.3272277080140387,False
MidCase,2030,Northern Grid West,39.63126712328767,8.7,581.2,60.9011458210873,199.92925602570676,-160.2979889024191,-3.61000997738429,False
MidCase,2030,NYISO,54.44859589041096,39.4,187.5,17.901883279954532,199.92925602570676,-145.4806601352958,-3.121548683476372,False
MidCase,2030,PJM East,54.72996575342466,28.6,885.2,88.82049950814024,199.92925602570676,-145.1992902722821,-3.1122731730578344,False
MidCase,2030,PJM West,50.34539954337899,15.6,606.8,92.16180874012468,199.92925602570676,-149.58385648232777,-3.2568127805568468,False
MidCase,2030,SERTP,56.96472602739726,30.8,1404.6,117.65163015302706,199.92925602570676,-142.9645299983095,-3.0386030863536293,False
MidCase,2030,SPP North,29.562625570776255,9.5,158.7,19.53275145512654,199.92925602570676,-170.36663045493052,-3.941928217029962,False
MidCase,2030,SPP South,31.29299086757991,11.6,122.8,18.64818392384231,199.92925602570676,-168.63626515812686,-3.884885784814687,False
MidCase,2030,West Connect North,34.417808219178085,19.1,206.3,20.661105513520948,199.92925602570676,-165.51144780652868,-3.7818744829277895,False
MidCase,2030,West Connect South,47.820331050228305,17.8,1252.4,104.00038268778377,199.92925602570676,-152.10892497547846,-3.340053035447268,False
HighDemand,2035,CAISO,56.46825342465754,12.0,1684.2,136.40714558895266,199.92925602570676,-143.46100260104922,-3.0549695754648214,False
HighDemand,2035,ERCOT,42.53058219178082,13.8,1166.7,93.09907507855796,199.92925602570676,-157.39867383392595,-3.514432480788199,False
HighDemand,2035,FRCC,55.57987442922374,28.4,1456.8,112.5037562751201,199.92925602570676,-144.34938159648303,-3.0842554717562667,False
HighDemand,2035,ISONE,38.98517123287671,18.8,311.5,34.32374117414734,199.92925602570676,-160.94408479283004,-3.6313088794724284,False
HighDemand,2035,MISO Central,46.490022831050226,21.8,560.3,60.61827750045993,199.92925602570676,-153.43923319465654,-3.3839073687247905,False
HighDemand,2035,MISO North,44.68243150684931,15.1,330.3,51.09696113059796,199.92925602570676,-155.24682451885747,-3.44349559889452,False
HighDemand,2035,MISO South,47.895890410958906,24.3,565.4,60.91121946429294,199.92925602570676,-152.03336561474785,-3.3375621800650737,False
HighDemand,2035,Northern Grid East,37.534132420091325,12.9,528.9,59.246571018445046,199.92925602570676,-162.39512360561542,-3.6791431623680335,False
HighDemand,2035,Northern Grid South,44.4198401826484,10.8,1060.7,93.88240040799528,199.92925602570676,-155.50941584305838,-3.452152064577645,False
HighDemand,2035,Northern Grid West,37.35815068493151,6.2,477.9,53.50729269849578,199.92925602570676,-162.57110534077526,-3.6849444958884887,False
HighDemand,2035,NYISO,53.050388127853886,33.3,292.3,32.13725224073329,199.92925602570676,-146.87886789785287,-3.1676413620950785,False
HighDemand,2035,PJM East,52.32256849315068,25.9,909.0,86.91102592811644,199.92925602570676,-147.60668753255607,-3.191634331818982,False
HighDemand,2035,PJM West,48.65868721461187,14.7,689.3,90.54454528153568,199.92925602570676,-151.2705688110949,-3.3124161689616507,False
HighDemand,2035,SERTP,53.986746575342465,27.3,1283.9,110.16576971253761,199.92925602570676,-145.9425094503643,-3.1367737970966765,False
HighDemand,2035,SPP North,32.05689497716895,9.0,165.0,24.23070630952339,199.92925602570676,-167.8723610485378,-3.85970327076942,False
HighDemand,2035,SPP South,29.435947488584475,10.7,160.9,20.255797496205577,199.92925602570676,-170.4933085371223,-3.9461042288408406,False
HighDemand,2035,West Connect North,35.089155251141555,14.7,205.7,26.43269433637076,199.92925602570676,-164.8401007745652,-3.7597431632379865,False
HighDemand,2035,West Connect South,43.428470319634705,11.1,1113.3,93.18038833010718,199.92925602570676,-156.50078570607207,-3.484833110779672,False
HighNG,2035,CAISO,61.329611872146124,11.7,1573.2,128.1363996147935,199.92925602570676,-138.59964415356063,-2.8947122527900895,False
HighNG,2035,ERCOT,45.3287100456621,13.0,1141.9,92.95802761642493,199.92925602570676,-154.60054598004467,-3.422190675702572,False
HighNG,2035,FRCC,62.296655251141544,27.3,1543.1,120.61712741574998,199.92925602570676,-137.63260077456522,-2.862833142351691,False
HighNG,2035,ISONE,43.20017123287671,20.3,309.8,34.13474560146326,199.92925602570676,-156.72908479283006,-3.492359114222561,False
HighNG,2035,MISO Central,51.4786301369863,21.1,820.7,73.27142876949078,199.92925602570676,-148.45062588872048,-3.2194552182897764,False
HighNG,2035,MISO North,48.66947488584475,13.2,465.2,58.664617736362004,199.92925602570676,-151.259781139862,-3.3120605475179015,False
HighNG,2035,MISO South,53.63683789954339,19.3,713.1,74.41672264930871,199.92925602570676,-146.29241812616337,-3.1483087267197294,False
HighNG,2035,Northern Grid East,40.08882420091324,11.9,553.1,66.26678866787387,199.92925602570676,-159.84043182479354,-3.5949263597035093,False
HighNG,2035,Northern Grid South,50.64789954337899,10.3,1155.8,102.0425576235932,199.92925602570676,-149.28135648232777,-3.246840703691347,False
HighNG,2035,Northern Grid West,40.741118721461184,7.6,451.8,55.42048480241546,199.92925602570676,-159.18813730424557,-3.573423116404836,False
HighNG,2035,NYISO,53.445833333333326,30.4,299.4,32.673235293687966,199.92925602570676,-146.48342269237344,-3.154605296028518,False
HighNG,2035,PJM East,54.75559360730593,28.2,803.4,76.14070621045973,199.92925602570676,-145.17366241840082,-3.111428336929562,False
HighNG,2035,PJM West,48.42109589041096,15.3,513.6,76.74752159480555,199.92925602570676,-151.5081601352958,-3.320248496060849,False
HighNG,2035,SERTP,58.43874429223744,26.3,1205.1,109.21712122948523,199.92925602570676,-141.49051173346933,-2.9900112733349915,False
HighNG,2035,SPP North,32.25601598173515,6.9,175.7,27.224124581733637,199.92925602570676,-167.67324004397162,-3.853139138660097,False
HighNG,2035,SPP South,33.536004566210046,9.8,253.9,29.95980203402198,199.92925602570676,-166.39325145949672,-3.8109436194820923,False
HighNG,2035,West Connect North,34.738652968036526,14.4,172.8,21.826352709848905,199.92925602570676,-165.19060305767024,-3.771297661448422,False
HighNG,2035,West Connect South,47.88611872146119,10.0,1124.6,95.67887372919041,199.92925602570676,-152.0431373042456,-3.337884309118882,False
HighRE,2035,CAISO,57.249988584474885,11.3,1746.6,141.1579061720799,199.92925602570676,-142.67926744123187,-3.0291992511601507,False
HighRE,2035,ERCOT,43.93077625570776,12.5,1296.8,106.76264580424866,199.92925602570676,-155.998479769999,-3.468274322665564,False
HighRE,2035,FRCC,56.225719178082194,29.1,1584.1,122.53576600019468,199.92925602570676,-143.70353684762458,-3.0629648486858643,False
HighRE,2035,ISONE,37.64461187214611,17.8,339.4,37.19471492026847,199.92925602570676,-162.28464415356066,-3.6755011472012598,False
HighRE,2035,MISO Central,50.6770890410959,23.0,940.8,88.43431562140265,199.92925602570676,-149.25216698461088,-3.245878456038789,False
HighRE,2035,MISO North,49.52448630136986,16.1,478.6,63.569817439047526,199.92925602570676,-150.40476972433692,-3.2838746316286564,False
HighRE,2035,MISO South,51.22439497716894,22.7,794.5,85.4129657401552,199.92925602570676,-148.70486104853782,-3.227836218473615,False
HighRE,2035,Northern Grid East,41.46221461187215,13.3,805.3,83.29794591540436,199.92925602570676,-158.4670414138346,-3.5496517985649194,False
HighRE,2035,Northern Grid South,48.06198630136986,10.9,1350.2,119.7438241233731,199.92925602570676,-151.8672697243369,-3.3320867387883077,False
HighRE,2035,Northern Grid West,41.547488584474884,6.1,566.8,67.56858141626206,199.92925602570676,-158.3817674412319,-3.5468406957238585,False
HighRE,2035,NYISO,51.81769406392694,30.6,337.0,37.42902250570922,199.92925602570676,-148.1115619617798,-3.2082777917054113,False
HighRE,2035,PJM East,53.9554794520548,26.4,1029.0,98.16662339832038,199.92925602570676,-145.97377657365195,-3.1378045348050643,False
HighRE,2035,PJM West,50.65117579908675,14.4,668.2,100.54499169417579,199.92925602570676,-149.27808022662,-3.2467327001417647,False
HighRE,2035,SERTP,55.11840182648401,27.7,1415.3,120.18441299572174,199.92925602570676,-144.81085419922275,-3.099468166849962,False
HighRE,2035,SPP North,32.01368721461188,8.6,166.4,24.565836174500422,199.92925602570676,-167.9155688110949,-3.861127638139355,False
HighRE,2035,SPP South,30.477465753424656,11.1,207.7,22.78380385789714,199.92925602570676,-169.4517902722821,-3.911770013324116,False
HighRE,2035,West Connect North,37.076815068493154,15.0,291.5,33.31210963796815,199.92925602570676,-162.85244095721362,-3.6942188773500644,False
HighRE,2035,West Connect South,47.31311643835617,10.6,1452.7,121.20233712865289,199.92925602570676,-152.6161395873506,-3.3567736407262547,False
HighRELowNG,2035,CAISO,56.2879908675799,11.7,1767.2,142.60357334146062,199.92925602570676,-143.64126515812686,-3.060912028605814,False
HighRELowNG,2035,ERCOT,42.96638127853881,13.4,1297.0,105.01057121675966,199.92925602570676,-156.96287474716794,-3.500066127098725,False
HighRELowNG,2035,FRCC,55.0167694063927,28.6,1589.3,122.65480801817034,199.92925602570676,-144.91248661931405,-3.1028185348009623,False
HighRELowNG,2035,ISONE,37.13178082191781,16.9,337.9,37.326836496762894,199.92925602570676,-162.79747520378896,-3.692406901422391,False
HighRELowNG,2035,MISO Central,49.93663242009132,22.7,930.0,88.43636047051731,199.92925602570676,-149.99262360561545,-3.270288010882513,False
HighRELowNG,2035,MISO North,48.851221461187215,16.1,467.3,63.55004780591124,199.92925602570676,-151.07803456451956,-3.3060691729084595,False
HighRELowNG,2035,MISO South,50.081632420091324,23.7,782.0,84.67068602798349,199.92925602570676,-149.84762360561544,-3.2655080070957454,False
