case,year,gea_region,mean_price_$/MWh,min_price_$/MWh,max_price_$/MWh,std_price_$/MWh,lcoe_$/MWh,spread_$/MWh,npv_$B,viable
HighRELowNG,2035,Northern Grid East,41.28414383561644,13.6,842.6,85.56117996408705,199.92925602570676,-158.64511219009032,-3.555521998460196,False
HighRELowNG,2035,Northern Grid South,47.08018264840183,11.3,1364.5,121.2238091845354,199.92925602570676,-152.84907337730493,-3.3644524296783125,False
HighRELowNG,2035,Northern Grid West,41.187294520547944,6.3,570.7,68.68489526401885,199.92925602570676,-158.74196150515883,-3.5587146887551846,False
HighRELowNG,2035,NYISO,50.8265296803653,31.2,311.0,34.38375899947606,199.92925602570676,-149.10272634534147,-3.240952064165653,False
HighRELowNG,2035,PJM East,52.542751141552515,25.7,1007.7,96.08003690066448,199.92925602570676,-147.38650488415425,-3.184375891176627,False
HighRELowNG,2035,PJM West,49.749851598173514,14.3,652.1,98.44613654861138,199.92925602570676,-150.17940442753326,-3.2764453421657067,False
HighRELowNG,2035,SERTP,53.52071917808219,27.6,1380.5,117.2750292868505,199.92925602570676,-146.4085368476246,-3.1521366434666205,False
HighRELowNG,2035,SPP North,31.797694063926947,8.2,171.5,25.56065133186443,199.92925602570676,-168.13156196177982,-3.8682479697130794,False
HighRELowNG,2035,SPP South,30.004657534246576,10.9,210.9,23.173456340477046,199.92925602570676,-169.9245984914602,-3.9273563931729902,False
HighRELowNG,2035,West Connect North,36.7241095890411,15.3,298.6,34.10486408628768,199.92925602570676,-163.20514643666567,-3.7058460051252022,False
HighRELowNG,2035,West Connect South,46.99434931506849,11.4,1485.7,123.94930088819581,199.92925602570676,-152.93490671063827,-3.36728197214979,False
LowNG,2035,CAISO,55.24117579908676,12.6,1658.6,134.28027607633985,199.92925602570676,-144.68808022662,-3.0954208561330114,False
LowNG,2035,ERCOT,41.38178082191781,12.8,1220.0,99.43030442208223,199.92925602570676,-158.54747520378896,-3.5523033421550294,False
LowNG,2035,FRCC,54.65224885844749,28.0,1527.7,119.20854848320364,199.92925602570676,-145.27700716725928,-3.114835152728776,False
LowNG,2035,ISONE,36.540901826484024,16.7,327.0,35.702744760498234,199.92925602570676,-163.38835419922273,-3.71188554856512,False
LowNG,2035,MISO Central,48.26026255707763,21.2,848.1,81.17871924714544,199.92925602570676,-151.66899346862914,-3.325550454284104,False
LowNG,2035,MISO North,46.96377853881279,13.1,460.5,60.85273969899243,199.92925602570676,-152.96547748689397,-3.368289754399905,False
LowNG,2035,MISO South,48.638504566210045,22.1,744.3,80.31432166877386,199.92925602570676,-151.29075145949673,-3.3130815009326007,False
LowNG,2035,Northern Grid East,37.72337899543379,12.4,632.8,69.42736746388957,199.92925602570676,-162.20587703027297,-3.6729045461834127,False
LowNG,2035,Northern Grid South,44.602431506849314,11.0,1173.1,103.99171333677462,199.92925602570676,-155.32682451885745,-3.4461328423630824,False
LowNG,2035,Northern Grid West,37.481849315068494,7.2,488.7,58.84506486645343,199.92925602570676,-162.44740671063826,-3.680866703333503,False
LowNG,2035,NYISO,49.42180365296804,29.2,301.5,32.20447017154515,199.92925602570676,-150.50745237273873,-3.2872596209265597,False
LowNG,2035,PJM East,51.70800228310501,25.3,947.7,90.63306438314578,199.92925602570676,-148.22125374260176,-3.211893840862006,False
LowNG,2035,PJM West,47.20270547945206,12.6,640.4,91.89981403847318,199.92925602570676,-152.7265505462547,-3.3604133979790998,False
LowNG,2035,SERTP,52.779623287671235,26.7,1278.2,109.52512658314728,199.92925602570676,-147.14963273803554,-3.1765672721736773,False
LowNG,2035,SPP North,30.188150684931507,6.8,165.1,25.42064928010382,199.92925602570676,-169.74110534077525,-3.921307441758368,False
LowNG,2035,SPP South,28.596757990867584,9.3,199.7,22.873170530747288,199.92925602570676,-171.33249803483918,-3.9737685666125873,False
LowNG,2035,West Connect North,33.516392694063924,14.4,220.5,25.823132009976938,199.92925602570676,-166.41286333164282,-3.8115901355036375,False
LowNG,2035,West Connect South,44.201815068493154,11.0,1280.9,106.38347128948418,199.92925602570676,-155.72744095721362,-3.45933938093125,False
LowRE,2035,CAISO,55.415057077625576,12.8,1575.8,128.41900896466638,199.92925602570676,-144.51419894808117,-3.089688765306366,False
LowRE,2035,ERCOT,39.4356506849315,12.8,1018.3,81.64331928609649,199.92925602570676,-160.49360534077528,-3.616458579564265,False
LowRE,2035,FRCC,53.76866438356164,28.2,1362.8,105.3135078889609,199.92925602570676,-146.1605916421451,-3.143962995045222,False
LowRE,2035,ISONE,35.861883561643836,16.5,294.6,32.13482403652755,199.92925602570676,-164.06737246406294,-3.734269754614923,False
LowRE,2035,MISO Central,45.48011415525114,20.4,659.1,64.79872724090932,199.92925602570676,-154.44914187045563,-3.417199556963483,False
LowRE,2035,MISO North,43.89034246575343,11.9,409.9,52.98960348941016,199.92925602570676,-156.03891355995333,-3.4696072445213924,False
LowRE,2035,MISO South,46.61784246575343,21.3,607.6,64.32173012204345,199.92925602570676,-153.31141355995334,-3.3796937250151022,False
LowRE,2035,Northern Grid East,35.297682648401825,11.6,468.7,57.4244080077526,199.92925602570676,-164.63157337730493,-3.7528689442824756,False
LowRE,2035,Northern Grid South,43.31506849315068,10.8,978.8,86.50177186334157,199.92925602570676,-156.6141875325561,-3.4885714636073972,False
LowRE,2035,Northern Grid West,34.62480593607307,7.6,381.9,48.015894485576446,199.92925602570676,-165.3044500896337,-3.775050690716682,False
LowRE,2035,NYISO,48.93436073059361,28.6,282.6,29.885275801825088,199.92925602570676,-150.99489529511317,-3.3033284417181705,False
LowRE,2035,PJM East,51.059999999999995,25.0,886.7,84.23447222461185,199.92925602570676,-148.86925602570676,-3.233255588221156,False
LowRE,2035,PJM West,45.66320776255708,12.2,621.8,85.4116327986758,199.92925602570676,-154.26604826314968,-3.4111637767134453,False
LowRE,2035,SERTP,51.692408675799086,26.6,1160.3,99.31999748355994,199.92925602570676,-148.2368473499077,-3.212407892599741,False
LowRE,2035,SPP North,29.976164383561645,6.0,166.9,26.45049555241663,199.92925602570676,-169.95309164214513,-3.928295685367273,False
LowRE,2035,SPP South,28.268150684931506,8.4,183.0,21.740003670508717,199.92925602570676,-171.66110534077526,-3.9846012850038584,False
LowRE,2035,West Connect North,31.961426940639267,14.3,169.3,21.40812598079296,199.92925602570676,-167.9678290850675,-3.862850426466849,False
LowRE,2035,West Connect South,41.01987442922374,10.7,959.1,80.95849048426658,199.92925602570676,-158.90938159648303,-3.5642337830345707,False
LowREHighNG,2035,CAISO,60.25006849315067,12.7,1474.7,120.2653776988817,199.92925602570676,-139.67918753255609,-2.9302999868561566,False
LowREHighNG,2035,ERCOT,41.10351598173516,13.0,877.7,70.7632833035154,199.92925602570676,-158.82574004397162,-3.561476493808806,False
LowREHighNG,2035,FRCC,60.71134703196347,28.9,1379.6,107.41583073813037,199.92925602570676,-139.2179089937433,-2.915093689185256,False
LowREHighNG,2035,ISONE,42.341255707762556,19.7,292.0,32.0763101430916,199.92925602570676,-157.5880003179442,-3.5206737312057363,False
LowREHighNG,2035,MISO Central,47.0639497716895,21.3,606.5,55.524927117748355,199.92925602570676,-152.86530625401727,-3.3649875552793813,False
LowREHighNG,2035,MISO North,44.53658675799087,12.6,386.3,48.54061894604195,199.92925602570676,-155.3926692677159,-3.448303450286408,False
LowREHighNG,2035,MISO South,49.21638127853881,19.5,531.5,54.85015246966913,199.92925602570676,-150.71287474716794,-3.294031481117311,False
LowREHighNG,2035,Northern Grid East,38.012168949771684,11.4,520.9,60.453038306615625,199.92925602570676,-161.9170870759351,-3.6633844284226127,False
LowREHighNG,2035,Northern Grid South,48.01412100456621,9.9,1006.3,88.46140528000453,199.92925602570676,-151.91513502114054,-3.3336646443053843,False
LowREHighNG,2035,Northern Grid West,38.40914383561643,7.4,378.8,48.32925359601843,199.92925602570676,-161.52011219009034,-3.6502979356116487,False
LowREHighNG,2035,NYISO,51.08794520547946,27.3,325.5,36.301462175121706,199.92925602570676,-148.8413108202273,-3.2323343593383025,False
LowREHighNG,2035,PJM East,49.44415525114155,27.1,539.4,51.37200695183129,199.92925602570676,-150.4851007745652,-3.286522788347872,False
LowREHighNG,2035,PJM West,43.184668949771684,14.7,420.0,54.923024622469214,199.92925602570676,-156.74458707593507,-3.492870155408395,False
LowREHighNG,2035,SERTP,53.47598173515981,25.6,893.8,81.42537904330993,199.92925602570676,-146.45327429054694,-3.1536114375809614,False
LowREHighNG,2035,SPP North,30.937111872146115,6.4,168.5,26.8225572215867,199.92925602570676,-168.99214415356064,-3.8966175292685152,False
LowREHighNG,2035,SPP South,30.159828767123287,8.7,183.3,22.36278391230794,199.92925602570676,-169.76942725858348,-3.92224108916783,False
LowREHighNG,2035,West Connect North,35.40864155251142,13.9,216.0,26.2027993899796,199.92925602570676,-164.52061447319534,-3.749211123718203,False
LowREHighNG,2035,West Connect South,45.0125799086758,10.4,924.4,78.58389642807842,199.92925602570676,-154.91667611703096,-3.4326120774398574,False
MidCase,2035,CAISO,55.85293378995434,12.1,1618.3,131.18645981185796,199.92925602570676,-144.07632223575243,-3.0752539215610595,False
MidCase,2035,ERCOT,41.91115296803653,12.7,1186.4,97.1544582626783,199.92925602570676,-158.01810305767023,-3.53485230172015,False
MidCase,2035,FRCC,55.84365296803652,28.7,1547.9,120.44713182445656,199.92925602570676,-144.08560305767026,-3.0755598688983796,False
MidCase,2035,ISONE,36.801792237442925,16.7,324.8,35.416340039098536,199.92925602570676,-163.12746378826384,-3.703285154411221,False
MidCase,2035,MISO Central,48.9786301369863,21.4,858.7,81.2711925431938,199.92925602570676,-150.95062588872048,-3.3018690766823435,False
MidCase,2035,MISO North,47.530913242009134,13.3,456.0,60.979037371127525,199.92925602570676,-152.39834278369761,-3.349593850752412,False
MidCase,2035,MISO South,49.93254566210046,21.4,753.0,81.25014845875565,199.92925602570676,-149.9967103636063,-3.2704227330802507,False
MidCase,2035,Northern Grid East,37.84519406392695,12.3,610.6,67.9658099126732,199.92925602570676,-162.0840619617798,-3.668888846261462,False
MidCase,2035,Northern Grid South,45.65571917808219,10.8,1157.9,102.62003921762144,199.92925602570676,-154.27353684762457,-3.411410641969633,False
MidCase,2035,Northern Grid West,37.67408675799087,7.2,479.7,57.18581576624505,199.92925602570676,-162.2551692677159,-3.6745294915740008,False
MidCase,2035,NYISO,50.40365296803653,30.4,304.6,32.34632131537619,199.92925602570676,-149.52560305767022,-3.2548924247606035,False
MidCase,2035,PJM East,52.76474885844749,25.6,959.0,91.71039636124146,199.92925602570676,-147.16450716725927,-3.177057615815164,False
MidCase,2035,PJM West,47.884417808219176,13.1,707.1,93.22630072283629,199.92925602570676,-152.04483821748758,-3.3379403806481074,False
MidCase,2035,SERTP,54.36528538812786,26.9,1338.4,114.54140113765017,199.92925602570676,-145.5639706375789,-3.124295059451482,False
MidCase,2035,SPP North,30.307671232876714,6.9,159.5,25.484132372831958,199.92925602570676,-169.62158479283005,-3.9173673819530253,False
MidCase,2035,SPP South,28.979623287671235,9.5,192.7,22.214605249424718,199.92925602570676,-170.94963273803552,-3.9611472040709064,False
MidCase,2035,West Connect North,33.660022831050235,14.6,207.5,24.442149106973293,199.92925602570676,-166.26923319465652,-3.80685528999544,False
MidCase,2035,West Connect South,44.49980593607307,10.5,1221.4,102.20884381759024,199.92925602570676,-155.4294500896337,-3.4495159500660457,False
HighDemand,2040,CAISO,55.18755707762557,9.0,1634.9,132.9791138300925,199.92925602570676,-144.7416989480812,-3.097188426420089,False
HighDemand,2040,ERCOT,41.65124429223744,11.4,1008.2,85.81941757109338,199.92925602570676,-158.27801173346933,-3.543420332441073,False
HighDemand,2040,FRCC,54.28189497716895,23.6,1358.9,109.93544145836913,199.92925602570676,-145.64736104853782,-3.127044069659507,False
HighDemand,2040,ISONE,45.62278538812786,19.1,421.8,46.774994773673995,199.92925602570676,-154.3064706375789,-3.4124963222502847,False
HighDemand,2040,MISO Central,46.6459703196347,19.4,539.7,57.688485688410566,199.92925602570676,-153.28328570607206,-3.378766475028439,False
HighDemand,2040,MISO North,45.082499999999996,13.7,477.8,57.820816083112526,199.92925602570676,-154.84675602570678,-3.430307123637782,False
HighDemand,2040,MISO South,46.57481735159817,19.9,615.6,61.39836484807122,199.92925602570676,-153.3544386741086,-3.3811120712812297,False
HighDemand,2040,Northern Grid East,37.47809360730594,10.7,479.7,54.96179530934139,199.92925602570676,-162.45116241840083,-3.680990512280586,False
HighDemand,2040,Northern Grid South,44.001461187214616,8.2,1082.4,94.56132838868147,199.92925602570676,-155.92779483849216,-3.4659441554912864,False
HighDemand,2040,Northern Grid West,38.21567351598174,5.8,396.9,54.2655226808835,199.92925602570676,-161.71358250972503,-3.656675789821862,False
HighDemand,2040,NYISO,60.41236301369864,29.0,437.2,59.96539909000416,199.92925602570676,-139.51689301200813,-2.9249498598024246,False
HighDemand,2040,PJM East,51.504155251141555,23.6,913.5,86.34674501929968,199.92925602570676,-148.4251007745652,-3.2186137690323973,False
HighDemand,2040,PJM West,48.94381278538813,14.7,775.1,89.71304529423216,199.92925602570676,-150.98544324031863,-3.30301684959603,False
HighDemand,2040,SERTP,52.07327625570777,22.6,1081.1,100.15530034165153,199.92925602570676,-147.855979769999,-3.199852385880976,False
HighDemand,2040,SPP North,36.21261415525114,8.3,305.4,40.41127904984859,199.92925602570676,-163.71664187045562,-3.7227077300247244,False
HighDemand,2040,SPP South,29.812146118721458,10.2,180.3,24.71592804341246,199.92925602570676,-170.11710990698532,-3.933702636588205,False
HighDemand,2040,West Connect North,36.334965753424655,12.0,232.8,33.74807554125943,199.92925602570676,-163.5942902722821,-3.718674343110335,False
HighDemand,2040,West Connect South,42.69947488584475,8.2,1081.0,92.05335269143318,199.92925602570676,-157.229781139862,-3.5088648413593484,False
HighNG,2040,CAISO,60.646004566210046,8.7,1510.9,124.0586614907876,199.92925602570676,-139.2832514594967,-2.9172477390731046,False
HighNG,2040,ERCOT,45.22409817351598,10.3,1147.2,94.28089976070972,199.92925602570676,-154.70515785219078,-3.4256392629094647,False
HighNG,2040,FRCC,61.18566210045661,21.3,1424.1,115.75679987283281,199.92925602570676,-138.74359392525014,-2.899457635229955,False
HighNG,2040,ISONE,47.46704337899544,18.0,447.2,49.38029936352143,199.92925602570676,-152.46221264671132,-3.3516993554907977,False
HighNG,2040,MISO Central,51.466700913242,16.8,809.9,73.9386371341949,199.92925602570676,-148.46255511246477,-3.219848471632335,False
HighNG,2040,MISO North,49.12825342465754,10.6,565.8,67.63503558439209,199.92925602570676,-150.80100260104922,-3.296936663705395,False
HighNG,2040,MISO South,52.03146118721462,14.5,741.5,76.63877515478481,199.92925602570676,-147.89779483849213,-3.201230842334364,False
HighNG,2040,Northern Grid East,40.03385844748859,9.6,500.3,65.53040032919198,199.92925602570676,-159.89539757821817,-3.596738335631182,False
HighNG,2040,Northern Grid South,50.7968493150685,7.8,1177.3,103.73263863818516,199.92925602570676,-149.13240671063826,-3.241930493534698,False
HighNG,2040,Northern Grid West,41.40174657534246,6.3,403.1,55.978303122419284,199.92925602570676,-158.5275094503643,-3.5516451602448535,False
HighNG,2040,NYISO,57.26593607305936,24.9,539.6,60.85633439124716,199.92925602570676,-142.6633199526474,-3.0286735335337838,False
HighNG,2040,PJM East,55.756267123287664,23.8,874.5,83.74736951906272,199.92925602570676,-144.1729889024191,-3.0784405907522383,False
HighNG,2040,PJM West,49.50262557077625,12.5,630.3,83.47583442976564,199.92925602570676,-150.42663045493052,-3.284595282490856,False
HighNG,2040,SERTP,57.0795890410959,20.8,1117.9,102.65240293186027,199.92925602570676,-142.84966698461085,-3.034816564695428,False
HighNG,2040,SPP North,36.81401826484018,5.3,319.2,44.36749846370209,199.92925602570676,-163.1152377608666,-3.702882116774974,False
HighNG,2040,SPP South,33.31197488584475,8.7,277.7,32.60960925455147,199.92925602570676,-166.61728113986203,-3.818328879623435,False
HighNG,2040,West Connect North,36.614851598173516,11.5,208.7,30.643641615173028,199.92925602570676,-163.31440442753325,-3.709447754160248,False
HighNG,2040,West Connect South,47.28996575342465,7.3,1076.4,92.8442655335513,199.92925602570676,-152.6392902722821,-3.3575368156341097,False
HighRE,2040,CAISO,56.17619863013699,8.7,1699.9,138.41540937828347,199.92925602570676,-143.75305739556978,-3.0645973204562162,False
HighRE,2040,ERCOT,42.82705479452055,10.2,1253.2,104.79879479901362,199.92925602570676,-157.1022012311862,-3.5046591003484115,False
HighRE,2040,FRCC,55.76276255707762,24.9,1603.7,124.244848534438,199.92925602570676,-144.16649346862914,-3.078226465248013,False
HighRE,2040,ISONE,43.43595890410959,17.3,504.2,55.33229517746049,199.92925602570676,-156.49329712159718,-3.4845862455234817,False
HighRE,2040,MISO Central,49.615867579908674,20.7,967.2,87.97472418400568,199.92925602570676,-150.3133884457981,-3.280862198128964,False
HighRE,2040,MISO North,48.75570776255708,14.1,567.5,68.50455035598907,199.92925602570676,-151.17354826314968,-3.30921783388184,False
HighRE,2040,MISO South,49.94558219178083,17.8,850.1,90.1817002269609,199.92925602570676,-149.98367383392593,-3.2699929767958476,False
HighRE,2040,Northern Grid East,40.80626712328767,11.2,769.8,82.20860216597711,199.92925602570676,-159.12298890241908,-3.5712754639397835,False
HighRE,2040,Northern Grid South,47.45801369863015,8.6,1367.4,120.77114681834054,199.92925602570676,-152.47124232707662,-3.3519970238103793,False
HighRE,2040,Northern Grid West,41.489257990867586,5.6,494.3,66.41566819389234,199.92925602570676,-158.43999803483916,-3.5487602988821254,False
HighRE,2040,NYISO,55.77139269406393,26.4,617.3,70.68796989597834,199.92925602570676,-144.15786333164283,-3.077941968093015,False
HighRE,2040,PJM East,53.47567351598173,24.6,1085.9,101.96015653791375,199.92925602570676,-146.45358250972504,-3.1536215981936397,False
HighRE,2040,PJM West,51.05545662100457,14.0,670.5,105.16156926648908,199.92925602570676,-148.8737994047022,-3.2334053631784174,False
HighRE,2040,SERTP,54.20307077625571,23.9,1321.4,118.91086654924649,199.92925602570676,-145.72618524945105,-3.1296425522722964,False
HighRE,2040,SPP North,35.55166666666667,7.4,317.1,41.22155797602852,199.92925602570676,-164.3775893590401,-3.744496223116373,False
HighRE,2040,SPP South,31.107705479452054,10.3,267.3,30.899793466748072,199.92925602570676,-168.8215505462547,-3.89099381831044,False
HighRE,2040,West Connect North,38.4920205479452,12.2,313.5,40.492148559988074,199.92925602570676,-161.43723547776156,-3.6475658597580862,False
HighRE,2040,West Connect South,46.80263698630137,7.8,1457.3,122.65884893679035,199.92925602570676,-153.1266190394054,-3.3736018732358386,False
HighRELowNG,2040,CAISO,54.20550228310502,8.9,1711.2,139.1708956162166,199.92925602570676,-145.72375374260173,-3.129562396327832,False
HighRELowNG,2040,ERCOT,41.6162100456621,11.2,1279.0,105.700770495551,199.92925602570676,-158.31304598004465,-3.5445752554155314,False
HighRELowNG,2040,FRCC,53.96479452054795,25.7,1611.9,123.99604714692644,199.92925602570676,-145.96446150515882,-3.1374974585107793,False
HighRELowNG,2040,ISONE,42.718812785388124,16.4,501.4,55.322169026576795,199.92925602570676,-157.21044324031863,-3.5082273569935176,False
HighRELowNG,2040,MISO Central,48.479417808219175,20.8,993.5,89.93414399212973,199.92925602570676,-151.44983821748758,-3.3183258823506776,False
HighRELowNG,2040,MISO North,47.80974885844749,14.3,559.8,67.99166851277839,199.92925602570676,-152.11950716725926,-3.3404018831492293,False
HighRELowNG,2040,MISO South,48.245091324200914,19.4,848.6,89.89045208167707,199.92925602570676,-151.68416470150584,-3.3260505822192807,False
HighRELowNG,2040,Northern Grid East,40.055742009132416,11.7,808.5,84.00636589216514,199.92925602570676,-159.87351401657435,-3.5960169321310054,False
HighRELowNG,2040,Northern Grid South,45.42417808219179,9.1,1362.5,120.72029260052898,199.92925602570676,-154.50507794351498,-3.4190435200051423,False
HighRELowNG,2040,Northern Grid West,40.35957762557078,5.8,496.3,66.77583215406051,199.92925602570676,-159.56967840013598,-3.5860008259438976,False
HighRELowNG,2040,NYISO,54.8813698630137,27.0,591.0,68.01122278423976,199.92925602570676,-145.04788616269306,-3.1072820543187447,False
HighRELowNG,2040,PJM East,51.44631278538813,24.2,1065.8,99.88113490390525,199.92925602570676,-148.48294324031863,-3.2205205773450705,False
HighRELowNG,2040,PJM West,50.03829908675799,14.2,656.2,103.40253789216531,199.92925602570676,-149.89095693894876,-3.2669365139745494,False
HighRELowNG,2040,SERTP,52.27028538812786,24.7,1319.9,118.25441579757738,199.92925602570676,-147.6589706375789,-3.193357872784452,False
HighRELowNG,2040,SPP North,35.20415525114156,7.0,329.8,43.19328293260938,199.92925602570676,-164.7251007745652,-3.7559521257519277,False
HighRELowNG,2040,SPP South,30.456335616438356,10.1,284.4,31.813385347322352,199.92925602570676,-169.4729204092684,-3.912466579771078,False
HighRELowNG,2040,West Connect North,37.87150684931506,12.7,320.4,41.46021078758914,199.92925602570676,-162.0577491763917,-3.6680214309939068,False
HighRELowNG,2040,West Connect South,45.6584703196347,8.3,1494.9,125.49299954620179,199.92925602570676,-154.27078570607205,-3.411319949093504,False
LowNG,2040,CAISO,52.63423515981735,9.5,1573.0,128.33748101116734,199.92925602570676,-147.2950208658894,-3.181360070806042,False
LowNG,2040,ERCOT,39.83568493150685,10.5,1196.1,98.77520185025321,199.92925602570676,-160.09357109419992,-3.603271233264493,False
LowNG,2040,FRCC,52.94720319634703,24.7,1488.5,116.78354217427855,199.92925602570676,-146.98205282935973,-3.1710429094284596,False
LowNG,2040,ISONE,41.16764840182648,15.5,479.4,51.94847000216538,199.92925602570676,-158.76160762388028,-3.559362333733694,False
LowNG,2040,MISO Central,46.785559360730595,18.9,886.6,81.64759916950244,199.92925602570676,-153.14369666497618,-3.374164846442027,False
LowNG,2040,MISO North,45.912020547945204,11.5,549.6,65.93978641147122,199.92925602570676,-154.01723547776157,-3.40296152804895,False
LowNG,2040,MISO South,46.703949771689494,17.5,789.9,84.23493855002897,199.92925602570676,-153.22530625401726,-3.376855150887911,False
LowNG,2040,Northern Grid East,36.55441780821917,10.4,619.7,69.44343443051908,199.92925602570676,-163.3748382174876,-3.7114399868832173,False
LowNG,2040,Northern Grid South,43.04316210045663,8.3,1193.1,105.12864147880539,199.92925602570676,-156.88609392525012,-3.4975350055848056,False
LowNG,2040,Northern Grid West,36.87275114155252,6.2,433.0,58.33761148600796,199.92925602570676,-163.05650488415424,-3.700945955581229,False
LowNG,2040,NYISO,51.702568493150686,24.6,546.6,60.24811046148334,199.92925602570676,-148.22668753255607,-3.2120729687003378,False
LowNG,2040,PJM East,50.57657534246575,23.2,999.3,94.18693587563821,199.92925602570676,-149.352680683241,-3.249191944728957,False
LowNG,2040,PJM West,46.61392694063927,12.1,741.3,94.8246946099317,199.92925602570676,-153.3153290850675,-3.379822802428019,False
LowNG,2040,SERTP,51.038561643835614,22.6,1149.0,105.79905796351714,199.92925602570676,-148.89069438187116,-3.2339623152807966,False
LowNG,2040,SPP North,33.48602739726028,5.7,313.6,42.39822082313462,199.92925602570676,-166.4432286284465,-3.8125911440119657,False
LowNG,2040,SPP South,28.509075342465753,8.4,256.7,29.23650129240514,199.92925602570676,-171.420180683241,-3.9766590727601367,False
LowNG,2040,West Connect North,34.367043378995426,11.7,242.6,33.023747259195375,199.92925602570676,-165.56221264671134,-3.783547973467843,False
LowNG,2040,West Connect South,42.549840182648396,8.0,1254.9,105.4358290738299,199.92925602570676,-157.37941584305838,-3.513797630655284,False
LowRE,2040,CAISO,53.593184931506855,9.7,1494.8,122.79456484555672,199.92925602570676,-146.3360710941999,-3.149747770530202,False
LowRE,2040,ERCOT,39.17196347031964,10.2,1056.9,85.95224001309141,199.92925602570676,-160.75729255538712,-3.625151171870247,False
LowRE,2040,FRCC,51.990799086757995,24.0,1254.8,99.67816366990047,199.92925602570676,-147.93845693894878,-3.202571290569955,False
LowRE,2040,ISONE,39.23155251141553,15.0,413.4,45.14134630238153,199.92925602570676,-160.69770351429122,-3.623186786752396,False
LowRE,2040,MISO Central,44.83649543378995,17.5,684.5,65.32230599184666,199.92925602570676,-155.09276059191683,-3.4384167978312052,False
LowRE,2040,MISO North,43.44528538812785,9.8,512.8,60.935483347065286,199.92925602570676,-156.48397063757892,-3.48427879291021,False
LowRE,2040,MISO South,44.41980593607306,16.3,630.8,65.72641208717201,199.92925602570676,-155.5094500896337,-3.4521531935346097,False
LowRE,2040,Northern Grid East,34.830547945205474,9.4,478.2,59.7457877284912,199.92925602570676,-165.0987080805013,-3.7682682935942657,False
LowRE,2040,Northern Grid South,42.535171232876706,7.9,996.6,87.97608364667238,199.92925602570676,-157.39408479283006,-3.514281200554984,False
LowRE,2040,Northern Grid West,34.85134703196348,6.2,369.4,49.700743937663496,199.92925602570676,-165.07790899374328,-3.767582640397959,False
LowRE,2040,NYISO,50.743710045662105,23.8,516.3,56.294067399357594,199.92925602570676,-149.18554598004465,-3.2436822584242737,False
LowRE,2040,PJM East,50.28143835616439,22.3,921.1,87.07614246722363,199.92925602570676,-149.64781766954238,-3.258921295847138,False
LowRE,2040,PJM West,45.310079908675796,11.0,726.8,89.04233137249565,199.92925602570676,-154.61917611703097,-3.422804828291142,False
LowRE,2040,SERTP,49.398504566210036,21.5,988.7,90.87069635215873,199.92925602570676,-150.53075145949674,-3.288027687981261,False
LowRE,2040,SPP North,33.159303652968035,4.8,306.4,42.051320789110875,199.92925602570676,-166.76995237273871,-3.823361769770202,False
LowRE,2040,SPP South,27.707009132420094,7.7,210.8,25.24527323550047,199.92925602570676,-172.22224689328667,-4.003099621182602,False
LowRE,2040,West Connect North,33.048356164383556,11.2,197.3,29.14870113949715,199.92925602570676,-166.8808998613232,-3.8270192140154875,False
LowRE,2040,West Connect South,39.635456621004565,7.8,918.6,78.67964672669846,199.92925602570676,-160.2937994047022,-3.609871868315659,False
LowREHighNG,2040,CAISO,58.82985159817352,9.6,1368.6,112.52010133141076,199.92925602570676,-141.09940442753324,-2.977118208483906,False
LowREHighNG,2040,ERCOT,41.72686073059361,10.6,945.9,77.26768049186204,199.92925602570676,-158.20239529511315,-3.540927595463938,False
LowREHighNG,2040,FRCC,58.37457762557078,22.1,1191.9,96.45494413216201,199.92925602570676,-141.55467840013597,-2.992126562367067,False
LowREHighNG,2040,ISONE,45.590787671232874,17.0,407.5,45.052288528582864,199.92925602570676,-154.3384683544739,-3.413551144373912,False
LowREHighNG,2040,MISO Central,47.086084474885844,16.3,617.3,57.795545338065374,199.92925602570676,-152.84317155082093,-3.3642578727614674,False
LowREHighNG,2040,MISO North,45.73793378995434,10.1,508.4,60.3453884856515,199.92925602570676,-154.1913222357524,-3.408700392617381,False
LowREHighNG,2040,MISO South,47.28078767123287,14.5,555.2,56.670128953352666,199.92925602570676,-152.6484683544739,-3.357839376100538,False
LowREHighNG,2040,Northern Grid East,38.076757990867584,9.1,541.3,62.89899940758739,199.92925602570676,-161.8524980348392,-3.661255215587978,False
LowREHighNG,2040,Northern Grid South,47.69849315068494,7.3,1011.8,89.03310129150442,199.92925602570676,-152.2307628750218,-3.344069488007192,False
LowREHighNG,2040,Northern Grid West,39.00224885844749,6.0,363.6,50.246349541065264,199.92925602570676,-160.92700716725926,-3.6307459062662404,False
LowREHighNG,2040,NYISO,54.37256849315068,21.9,539.7,60.45026171447108,199.92925602570676,-145.55668753255608,-3.124054967937078,False
LowREHighNG,2040,PJM East,50.86567351598174,21.9,625.3,61.9421241764567,199.92925602570676,-149.06358250972502,-3.2396616663554774,False
LowREHighNG,2040,PJM West,44.869383561643836,12.3,567.8,66.05469538050859,199.92925602570676,-155.05987246406292,-3.437332622826506,False
LowREHighNG,2040,SERTP,51.9083904109589,19.8,835.2,76.01956015811304,199.92925602570676,-148.02086561474786,-3.205287937345005,False
LowREHighNG,2040,SPP North,34.96656392694064,5.1,303.3,43.011128055367585,199.92925602570676,-164.96269209876613,-3.763784452851127,False
