case,year,gea_region,mean_price_$/MWh,mean_price_naive_$/MWh,weighting_diff_$/MWh,min_price_$/MWh,max_price_$/MWh,std_price_$/MWh,lcoe_noitc_$/MWh,lcoe_itc_$/MWh,spread_$/MWh,npv_$B,viable,viable_price_check
HighRE,2030,CAISO,60.38503424657534,60.385034246575344,-6.938893903907228e-15,16.9,1782.4,142.84826624730817,199.92925602570676,136.81291196297502,-76.42787771639968,-2.92585076745992,False,False
HighRE,2030,ERCOT,47.2227397260274,47.222739726027406,-6.938893903907228e-15,17.2,1347.2,108.67941333319867,199.92925602570676,136.81291196297502,-89.59017223694762,-3.3597529581549956,False,False
HighRE,2030,FRCC,58.703949771689494,58.703949771689494,0.0,32.5,1537.1,121.67249407918592,199.92925602570676,136.81291196297502,-78.10896219128553,-2.981268630603594,False,False
HighRE,2030,ISONE,37.64865296803653,37.64865296803652,6.938893903907228e-15,21.7,202.0,23.117393736376812,199.92925602570676,136.81291196297502,-99.16425899493849,-3.675367930279475,False,False
HighRE,2030,MISO Central,52.91947488584474,52.91947488584475,-6.938893903907228e-15,25.9,792.9,86.14753560105602,199.92925602570676,136.81291196297502,-83.89343707713027,-3.1719569882505394,False,False
HighRE,2030,MISO North,52.01908675799087,52.01908675799086,6.938893903907228e-15,19.1,401.7,62.78004171692445,199.92925602570676,136.81291196297502,-84.79382520498416,-3.201638772117458,False,False
HighRE,2030,MISO South,54.617568493150685,54.617568493150685,0.0,29.7,623.1,74.4287186850099,199.92925602570676,136.81291196297502,-82.19534346982434,-3.1159784098146055,False,False
HighRE,2030,Northern Grid East,43.85961187214612,43.85961187214612,0.0,16.2,870.8,85.83495418340193,199.92925602570676,136.81291196297502,-92.9533000908289,-3.470620295237342,False,False
HighRE,2030,Northern Grid South,50.447226027397264,50.447226027397264,0.0,14.7,1331.7,118.73418399486343,199.92925602570676,136.81291196297502,-86.36568593557776,-3.253456015183048,False,False
HighRE,2030,Northern Grid West,42.96084474885845,42.96084474885845,0.0,6.9,675.1,70.69587168146653,199.92925602570676,136.81291196297502,-93.85206721411657,-3.500248641807951,False,False
HighRE,2030,NYISO,54.64131278538812,54.64131278538813,-6.938893903907228e-15,39.0,192.5,18.11851143156558,199.92925602570676,136.81291196297502,-82.1715991775869,-3.1151956663193707,False,False
HighRE,2030,PJM East,55.69477168949772,55.69477168949773,-6.938893903907228e-15,28.7,958.5,94.85464084836856,199.92925602570676,136.81291196297502,-81.11814027347731,-3.0804678211411,False,False
HighRE,2030,PJM West,52.034189497716895,52.03418949771689,6.938893903907228e-15,16.3,681.0,98.06022991339194,199.92925602570676,136.81291196297502,-84.77872246525813,-3.20114090209621,False,False
HighRE,2030,SERTP,57.024143835616435,57.024143835616435,0.0,30.7,1432.2,120.03614002194273,199.92925602570676,136.81291196297502,-79.7887681273586,-3.0366443460206014,False,False
HighRE,2030,SPP North,30.643858447488583,30.64385844748858,3.469446951953614e-15,10.6,152.9,18.59687737568008,199.92925602570676,136.81291196297502,-106.16905351548644,-3.9062847877536595,False,False
HighRE,2030,SPP South,31.98917808219178,31.98917808219178,0.0,12.8,122.7,17.82977082396051,199.92925602570676,136.81291196297502,-104.82373388078324,-3.861935595006792,False,False
HighRE,2030,West Connect North,37.292945205479455,37.29294520547945,6.938893903907228e-15,19.2,290.4,29.308003691259163,199.92925602570676,136.81291196297502,-99.51996675749557,-3.687094029948481,False,False
HighRE,2030,West Connect South,49.9250799086758,49.92507990867579,6.938893903907228e-15,17.5,1434.2,119.35482456152468,199.92925602570676,136.81291196297502,-86.88783205429922,-3.270668845698465,False,False
HighRELowNG,2030,CAISO,60.156609589041096,60.156609589041096,0.0,17.3,1803.5,144.31980264594802,199.92925602570676,136.81291196297502,-76.65630237393393,-2.9333809104116795,False,False
HighRELowNG,2030,ERCOT,46.5213698630137,46.5213698630137,0.0,17.8,1320.0,104.95811865302673,199.92925602570676,136.81291196297502,-90.29154209996132,-3.3828739967834838,False,False
HighRELowNG,2030,FRCC,58.28625570776256,58.28625570776256,0.0,31.9,1540.4,122.090863594271,199.92925602570676,136.81291196297502,-78.52665625521246,-2.9950381423779504,False,False
HighRELowNG,2030,ISONE,37.303732876712324,37.303732876712324,0.0,20.6,200.0,23.24774601912497,199.92925602570676,136.81291196297502,-99.50917908626269,-3.686738408504733,False,False
HighRELowNG,2030,MISO Central,52.6187899543379,52.6187899543379,0.0,25.8,773.6,85.66476911476246,199.92925602570676,136.81291196297502,-84.19412200863712,-3.1818692303969325,False,False
HighRELowNG,2030,MISO North,51.67197488584475,51.67197488584474,6.938893903907228e-15,19.0,415.5,63.71648214561964,199.92925602570676,136.81291196297502,-85.14093707713027,-3.2130815035884295,False,False
HighRELowNG,2030,MISO South,54.08505707762557,54.08505707762557,0.0,29.0,623.7,74.11536530127228,199.92925602570676,136.81291196297502,-82.72785488534944,-3.133532937971212,False,False
HighRELowNG,2030,Northern Grid East,44.126552511415525,44.126552511415525,0.0,16.4,906.2,88.5210676778021,199.92925602570676,136.81291196297502,-92.6863594515595,-3.461820452019754,False,False
HighRELowNG,2030,Northern Grid South,50.42335616438356,50.423356164383556,6.938893903907228e-15,15.0,1364.5,121.63892340598177,199.92925602570676,136.81291196297502,-86.38955579859146,-3.254242898187155,False,False
HighRELowNG,2030,Northern Grid West,43.23296803652968,43.23296803652968,0.0,7.1,682.1,72.350261758883,199.92925602570676,136.81291196297502,-93.57994392644534,-3.4912779497697692,False,False
HighRELowNG,2030,NYISO,53.45925799086758,53.45925799086758,0.0,39.1,162.1,14.713663660280874,199.92925602570676,136.81291196297502,-83.35365397210745,-3.154162744898519,False,False
HighRELowNG,2030,PJM East,54.939223744292235,54.93922374429224,-6.938893903907228e-15,28.3,938.0,92.94003324106077,199.92925602570676,136.81291196297502,-81.87368821868279,-3.105374869687085,False,False
HighRELowNG,2030,PJM West,51.35678082191781,51.35678082191781,0.0,16.2,663.6,95.75862633699062,199.92925602570676,136.81291196297502,-85.45613114105721,-3.223472047168692,False,False
HighRELowNG,2030,SERTP,55.92095890410958,55.92095890410959,-6.938893903907228e-15,30.3,1377.5,115.59675787230087,199.92925602570676,136.81291196297502,-80.89195305886544,-3.0730114367110075,False,False
HighRELowNG,2030,SPP North,30.713789954337898,30.713789954337898,0.0,10.4,159.6,19.38899058630647,199.92925602570676,136.81291196297502,-106.09912200863712,-3.903979457632596,False,False
HighRELowNG,2030,SPP South,31.926643835616442,31.926643835616442,0.0,12.7,123.5,18.37412353492813,199.92925602570676,136.81291196297502,-104.88626812735858,-3.8639970704235713,False,False
HighRELowNG,2030,West Connect North,37.34441780821918,37.34441780821918,0.0,19.3,298.3,30.16199154033628,199.92925602570676,136.81291196297502,-99.46849415475585,-3.6853972076311665,False,False
HighRELowNG,2030,West Connect South,50.15478310502283,50.15478310502284,-6.938893903907228e-15,18.0,1464.2,121.99507055483423,199.92925602570676,136.81291196297502,-86.65812885795219,-3.2630965550200393,False,False
LowNG,2030,CAISO,60.09382420091324,60.09382420091325,-6.938893903907228e-15,18.5,1766.1,141.56859794526562,199.92925602570676,136.81291196297502,-76.71908776206178,-2.935450664846196,False,False
LowNG,2030,ERCOT,45.5024200913242,45.502420091324204,-6.938893903907228e-15,18.4,1254.1,100.4485297040924,199.92925602570676,136.81291196297502,-91.31049187165083,-3.4164642296607477,False,False
LowNG,2030,FRCC,58.383938356164386,58.38393835616438,6.938893903907228e-15,32.0,1523.1,121.3665570027026,199.92925602570676,136.81291196297502,-78.42897360681064,-2.9918179807968297,False,False
LowNG,2030,ISONE,37.49921232876712,37.49921232876713,-6.938893903907228e-15,21.1,202.9,23.597708281474386,199.92925602570676,136.81291196297502,-99.3136996342079,-3.680294322152612,False,False
LowNG,2030,MISO Central,51.19125570776256,51.19125570776256,0.0,24.9,709.0,79.47290239933858,199.92925602570676,136.81291196297502,-85.62165625521246,-3.228928672496053,False,False
LowNG,2030,MISO North,50.119086757990864,50.11908675799087,-6.938893903907228e-15,16.9,394.0,60.18258044963632,199.92925602570676,136.81291196297502,-86.69382520498417,-3.264273304495809,False,False
LowNG,2030,MISO South,52.928367579908674,52.928367579908674,0.0,28.9,594.9,70.72702363468329,199.92925602570676,136.81291196297502,-83.88454438306636,-3.1716638357588147,False,False
LowNG,2030,Northern Grid East,40.97623287671233,40.97623287671233,0.0,15.7,691.1,71.62637757700872,199.92925602570676,136.81291196297502,-95.83667908626269,-3.565672450526053,False,False
LowNG,2030,Northern Grid South,47.97509132420091,47.97509132420091,0.0,15.6,1155.5,103.20321222840434,199.92925602570676,136.81291196297502,-88.8378206387741,-3.3349512789256774,False,False
LowNG,2030,Northern Grid West,39.73981735159817,39.73981735159818,-6.938893903907228e-15,8.6,581.6,61.616850208745696,199.92925602570676,136.81291196297502,-97.07309461137686,-3.606431560126506,False,False
LowNG,2030,NYISO,53.94972602739726,53.94972602739726,0.0,38.3,189.8,17.974531193175437,199.92925602570676,136.81291196297502,-82.86318593557776,-3.137994199575063,False,False
LowNG,2030,PJM East,54.08657534246576,54.08657534246576,0.0,28.1,873.8,87.55974686939979,199.92925602570676,136.81291196297502,-82.72633662050927,-3.1334828875457945,False,False
LowNG,2030,PJM West,49.83377853881279,49.83377853881279,0.0,15.1,613.1,90.94495792273145,199.92925602570676,136.81291196297502,-86.97913342416223,-3.273678644965239,False,False
LowNG,2030,SERTP,55.56786529680365,55.56786529680365,0.0,30.3,1326.0,111.51810148747145,199.92925602570676,136.81291196297502,-81.24504666617136,-3.08465135933174,False,False
LowNG,2030,SPP North,29.745285388127854,29.74528538812785,3.469446951953614e-15,9.4,161.4,19.978319656849212,199.92925602570676,136.81291196297502,-107.06762657484717,-3.935906736901472,False,False
LowNG,2030,SPP South,31.18271689497717,31.182716894977165,3.469446951953614e-15,11.4,125.7,19.015376688599922,199.92925602570676,136.81291196297502,-105.63019506799785,-3.888521026239675,False,False
LowNG,2030,West Connect North,34.52858447488585,34.52858447488584,6.938893903907228e-15,19.0,214.9,21.592679141709965,199.92925602570676,136.81291196297502,-102.28432748808918,-3.778222683467326,False,False
LowNG,2030,West Connect South,47.88918949771689,47.88918949771689,0.0,18.1,1289.2,106.58682258877687,199.92925602570676,136.81291196297502,-88.92372246525812,-3.337783079311084,False,False
LowRE,2030,CAISO,59.732545662100456,59.732545662100456,0.0,19.2,1685.3,135.6428251343011,199.92925602570676,136.81291196297502,-77.08036630087457,-2.947360408181392,False,False
LowRE,2030,ERCOT,42.319006849315066,42.319006849315066,0.0,18.4,984.8,77.7808378883961,199.92925602570676,136.81291196297502,-94.49390511365996,-3.5214071769135313,False,False
LowRE,2030,FRCC,57.65880136986301,57.65880136986301,0.0,33.1,1408.3,109.53595089729329,199.92925602570676,136.81291196297502,-79.15411059311201,-3.0157225155585325,False,False
LowRE,2030,ISONE,37.9087899543379,37.9087899543379,0.0,21.1,204.2,23.634535482754067,199.92925602570676,136.81291196297502,-98.90412200863713,-3.6667923731787915,False,False
LowRE,2030,MISO Central,47.88230593607306,47.88230593607306,0.0,24.4,580.4,64.59284010520186,199.92925602570676,136.81291196297502,-88.93060602690196,-3.338009999660905,False,False
LowRE,2030,MISO North,46.755273972602744,46.75527397260275,-6.938893903907228e-15,16.2,335.8,50.37665697598069,199.92925602570676,136.81291196297502,-90.05763799037229,-3.3751632207174405,False,False
LowRE,2030,MISO South,50.73700913242009,50.737009132420084,6.938893903907228e-15,29.2,505.7,58.46540002588822,199.92925602570676,136.81291196297502,-86.07590283055492,-3.2439031576702853,False,False
LowRE,2030,Northern Grid East,38.410616438356165,38.410616438356165,0.0,15.6,541.7,58.91008963890515,199.92925602570676,136.81291196297502,-98.40229552461886,-3.650249390462184,False,False
LowRE,2030,Northern Grid South,46.11624429223745,46.11624429223744,6.938893903907228e-15,15.8,975.4,86.68052771912703,199.92925602570676,136.81291196297502,-90.69666767073758,-3.39622918135195,False,False
LowRE,2030,Northern Grid West,36.63569634703196,36.63569634703197,-6.938893903907228e-15,9.9,469.4,49.835179286245875,199.92925602570676,136.81291196297502,-100.17721561594306,-3.708760595687988,False,False
LowRE,2030,NYISO,53.42619863013699,53.42619863013699,0.0,37.6,186.2,17.917885943691562,199.92925602570676,136.81291196297502,-83.38671333283804,-3.1552525646880394,False,False
LowRE,2030,PJM East,53.121769406392694,53.12176940639269,6.938893903907228e-15,28.4,817.7,81.52114680590286,199.92925602570676,136.81291196297502,-83.69114255658232,-3.165288239462528,False,False
LowRE,2030,PJM West,48.49269406392694,48.49269406392694,0.0,15.1,567.1,84.99127631329597,199.92925602570676,136.81291196297502,-88.32021789904809,-3.3178882233675244,False,False
LowRE,2030,SERTP,54.91075342465753,54.910753424657536,-6.938893903907228e-15,31.0,1238.5,103.574358685236,199.92925602570676,136.81291196297502,-81.9021585383175,-3.1063134092433895,False,False
LowRE,2030,SPP North,29.57192922374429,29.571929223744295,-3.469446951953614e-15,8.7,169.4,21.090857125042675,199.92925602570676,136.81291196297502,-107.24098273923073,-3.9416215170546653,False,False
LowRE,2030,SPP South,31.296757990867576,31.296757990867576,0.0,10.6,137.0,20.371051534737457,199.92925602570676,136.81291196297502,-105.51615397210745,-3.884761599548617,False,False
LowRE,2030,West Connect North,33.134086757990865,33.13408675799087,-6.938893903907228e-15,19.0,172.7,17.44595405756803,199.92925602570676,136.81291196297502,-103.67882520498415,-3.8241930584149015,False,False
LowRE,2030,West Connect South,45.083002283105024,45.083002283105024,0.0,18.2,1024.9,85.44023010257949,199.92925602570676,136.81291196297502,-91.72990967986999,-3.430290565602305,False,False
LowREHighNG,2030,CAISO,62.34658675799087,62.34658675799086,6.938893903907228e-15,19.1,1618.9,130.5840684348173,199.92925602570676,136.81291196297502,-74.46632520498414,-2.8611871230977686,False,False
LowREHighNG,2030,ERCOT,42.100936073059366,42.100936073059366,0.0,18.5,828.8,65.54930020308862,199.92925602570676,136.81291196297502,-94.71197588991566,-3.528595998543089,False,False
LowREHighNG,2030,FRCC,62.39518264840183,62.39518264840183,0.0,34.8,1470.1,113.33273452200845,199.92925602570676,136.81291196297502,-74.4177293145732,-2.8595851331654516,False,False
LowREHighNG,2030,ISONE,41.7376598173516,41.7376598173516,0.0,23.6,209.2,24.087277060993067,199.92925602570676,136.81291196297502,-95.07525214562342,-3.5405715977012013,False,False
LowREHighNG,2030,MISO Central,47.625296803652965,47.625296803652965,0.0,25.9,507.1,53.19535916585256,199.92925602570676,136.81291196297502,-89.18761515932206,-3.346482445358852,False,False
LowREHighNG,2030,MISO North,45.32848173515982,45.32848173515982,0.0,16.9,267.4,41.837130561085125,199.92925602570676,136.81291196297502,-91.48443022781521,-3.422198202082334,False,False
LowREHighNG,2030,MISO South,51.28534246575342,51.28534246575343,-6.938893903907228e-15,28.0,433.2,49.605565582451156,199.92925602570676,136.81291196297502,-85.5275694972216,-3.2258270513961818,False,False
LowREHighNG,2030,Northern Grid East,39.3674200913242,39.3674200913242,0.0,15.2,527.9,58.09356134767776,199.92925602570676,136.81291196297502,-97.44549187165083,-3.618707838156104,False,False
LowREHighNG,2030,Northern Grid South,48.46534246575342,48.46534246575343,-6.938893903907228e-15,15.1,978.3,86.3629429914416,199.92925602570676,136.81291196297502,-88.3475694972216,-3.3187898836629985,False,False
LowREHighNG,2030,Northern Grid West,38.54852739726027,38.54852739726028,-6.938893903907228e-15,9.6,467.2,49.346182187293664,199.92925602570676,136.81291196297502,-98.26438456571475,-3.6457030807670203,False,False
LowREHighNG,2030,NYISO,51.55085616438356,51.55085616438356,0.0,34.2,246.7,25.867505120996704,199.92925602570676,136.81291196297502,-85.26205579859146,-3.2170742480521057,False,False
LowREHighNG,2030,PJM East,48.18123287671233,48.18123287671233,0.0,31.0,471.7,46.1205665039405,199.92925602570676,136.81291196297502,-88.6316790862627,-3.3281557106386774,False,False
LowREHighNG,2030,PJM West,42.743013698630136,42.743013698630136,0.0,17.0,331.8,48.500702641003514,199.92925602570676,136.81291196297502,-94.06989826434489,-3.5074295607387596,False,False
LowREHighNG,2030,SERTP,54.34326484018265,54.34326484018265,0.0,31.4,971.9,83.59383438040419,199.92925602570676,136.81291196297502,-82.46964712279237,-3.1250209787795153,False,False
LowREHighNG,2030,SPP North,29.701643835616437,29.701643835616437,0.0,9.1,157.0,19.782338579456013,199.92925602570676,136.81291196297502,-107.11126812735858,-3.937345404392954,False,False
LowREHighNG,2030,SPP South,32.036929223744295,32.036929223744295,0.0,10.9,130.9,19.9664656172827,199.92925602570676,136.81291196297502,-104.77598273923073,-3.860361452679595,False,False
LowREHighNG,2030,West Connect North,34.711141552511414,34.71114155251142,-6.938893903907228e-15,18.8,190.6,19.464742251935956,199.92925602570676,136.81291196297502,-102.10177041046362,-3.772204590209729,False,False
LowREHighNG,2030,West Connect South,47.03664383561644,47.03664383561643,6.938893903907228e-15,18.0,986.1,82.48594431069748,199.92925602570676,136.81291196297502,-89.77626812735858,-3.3658877102989027,False,False
MidCase,2030,CAISO,60.19244292237443,60.19244292237443,0.0,18.3,1738.9,139.55263196733088,199.92925602570676,136.81291196297502,-76.6204690406006,-2.9321996451080534,False,False
MidCase,2030,ERCOT,45.665114155251146,45.66511415525114,6.938893903907228e-15,18.1,1229.1,99.06130239550107,199.92925602570676,136.81291196297502,-91.14779780772388,-3.411100931442432,False,False
MidCase,2030,FRCC,59.15167808219178,59.15167808219177,6.938893903907228e-15,32.7,1557.6,122.46562352216489,199.92925602570676,136.81291196297502,-77.66123388078324,-2.966509023571563,False,False
MidCase,2030,ISONE,37.64557077625571,37.64557077625571,0.0,21.2,199.8,23.17598709100113,199.92925602570676,136.81291196297502,-99.16734118671931,-3.675469536406261,False,False
MidCase,2030,MISO Central,51.57593607305936,51.57593607305936,0.0,25.1,731.2,80.39854016777959,199.92925602570676,136.81291196297502,-85.23697588991567,-3.2162474752352637,False,False
MidCase,2030,MISO North,50.50376712328767,50.50376712328767,-6.938893903907228e-15,17.2,401.3,60.859517885994066,199.92925602570676,136.81291196297502,-86.30914483968735,-3.25159210723502,False,False
MidCase,2030,MISO South,53.79055936073059,53.7905593607306,-6.938893903907228e-15,29.1,609.3,72.05992679015283,199.92925602570676,136.81291196297502,-83.02235260224444,-3.143241215226057,False,False
MidCase,2030,Northern Grid East,40.95587899543379,40.95587899543379,0.0,15.8,690.8,71.42408475609352,199.92925602570676,136.81291196297502,-95.85703296754123,-3.566343427281825,False,False
MidCase,2030,Northern Grid South,48.20938356164384,48.20938356164383,6.938893903907228e-15,15.4,1149.3,102.44527854850256,199.92925602570676,136.81291196297502,-88.60352840133118,-3.3272277080140387,False,False
MidCase,2030,Northern Grid West,39.63126712328767,39.63126712328767,0.0,8.7,581.2,60.9011458210873,199.92925602570676,136.81291196297502,-97.18164483968735,-3.61000997738429,False,False
MidCase,2030,NYISO,54.44859589041096,54.44859589041096,0.0,39.4,187.5,17.901883279954532,199.92925602570676,136.81291196297502,-82.36431607256407,-3.121548683476372,False,False
MidCase,2030,PJM East,54.72996575342466,54.72996575342466,0.0,28.6,885.2,88.82049950814024,199.92925602570676,136.81291196297502,-82.08294620955036,-3.1122731730578344,False,False
MidCase,2030,PJM West,50.345399543378996,50.34539954337899,6.938893903907228e-15,15.6,606.8,92.16180874012468,199.92925602570676,136.81291196297502,-86.46751241959603,-3.2568127805568463,False,False
MidCase,2030,SERTP,56.964726027397255,56.96472602739726,-6.938893903907228e-15,30.8,1404.6,117.65163015302706,199.92925602570676,136.81291196297502,-79.84818593557776,-3.0386030863536293,False,False
MidCase,2030,SPP North,29.562625570776255,29.562625570776255,0.0,9.5,158.7,19.53275145512654,199.92925602570676,136.81291196297502,-107.25028639219877,-3.941928217029962,False,False
MidCase,2030,SPP South,31.29299086757991,31.29299086757991,0.0,11.6,122.8,18.64818392384231,199.92925602570676,136.81291196297502,-105.51992109539512,-3.884885784814687,False,False
MidCase,2030,West Connect North,34.41780821917808,34.417808219178085,-6.938893903907228e-15,19.1,206.3,20.661105513520948,199.92925602570676,136.81291196297502,-102.39510374379694,-3.7818744829277895,False,False
MidCase,2030,West Connect South,47.82033105022831,47.820331050228305,6.938893903907228e-15,17.8,1252.4,104.00038268778377,199.92925602570676,136.81291196297502,-88.99258091274672,-3.3400530354472675,False,False
HighDemand,2035,CAISO,56.46825342465753,56.46825342465754,-6.938893903907228e-15,12.0,1684.2,136.40714558895266,199.92925602570676,136.81291196297502,-80.34465853831749,-3.0549695754648214,False,False
HighDemand,2035,ERCOT,42.53058219178082,42.53058219178082,0.0,13.8,1166.7,93.09907507855796,199.92925602570676,136.81291196297502,-94.2823297711942,-3.514432480788199,False,False
HighDemand,2035,FRCC,55.57987442922374,55.57987442922374,0.0,28.4,1456.8,112.5037562751201,199.92925602570676,136.81291196297502,-81.23303753375129,-3.0842554717562667,False,False
